ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
661	"gene-Uggt2"	"Uggt2"	chrNC_000080.7	-	119244556	119245351	119244556	119244739	119245229	119245351	661	47,52,38,49	0,3,2,1	33,45,43,43	0,1,0,5	298	149	0.614680841539083	0.900108032980341	1.0,0.897,0.905,0.961	1.0,0.957,1.0,0.811	-0.001
662	"gene-Pms2"	"Pms2"	chrNC_000071.7	+	143878777	143881459	143878777	143878846	143881285	143881459	662	5,5,7,7	3,0,1,1	10,7,15,9	0,1,2,1	298	149	0.292665482393455	0.717319639084904	0.455,1.0,0.778,0.778	1.0,0.778,0.789,0.818	-0.094
663	"gene-Pms2"	"Pms2"	chrNC_000071.7	+	143878777	143881459	143878777	143880269	143881285	143881459	663	14,6,10,8	0,0,1,0	10,7,18,7	0,0,0,1	298	149	0.999202115572178	0.999202115572178	1.0,1.0,0.833,1.0	1.0,1.0,1.0,0.778	0.014
664	"gene-Nfkbid"	"Nfkbid"	chrNC_000073.7	+	30121821	30122928	30121821	30121939	30122827	30122928	664	9,1,7,2	1,0,0,0	0,3,6,1	3,0,1,1	298	149	0.207963283470461	0.63912356484984	0.818,1.0,1.0,1.0	0.0,1.0,0.75,0.333	0.434
665	"gene-Noc2l"	"Noc2l"	chrNC_000070.7	+	156320471	156320782	156320471	156320527	156320611	156320782	665	12,2,12,3	9,9,24,17	5,1,7,3	7,12,26,11	233	149	0.176436281499139	0.60840854728657	0.46,0.124,0.242,0.101	0.314,0.051,0.147,0.149	0.067
666	"gene-Plekhg4"	"Plekhg4"	chrNC_000074.7	+	106108265	106108688	106108265	106108490	106108572	106108688	666	5,4,5,2	11,11,10,10	7,2,7,7	8,13,7,7	231	149	0.236953774237053	0.66747202529237	0.227,0.19,0.244,0.114	0.361,0.09,0.392,0.392	-0.115
667	"gene-Plekhg4"	"Plekhg4"	chrNC_000074.7	+	106108572	106109492	106108572	106108688	106108867	106109492	667	5,29,17,16	13,4,7,8	10,5,6,16	15,7,7,15	298	149	0.123098648020502	0.548500317241851	0.161,0.784,0.548,0.5	0.25,0.263,0.3,0.348	0.208
668	"gene-Zfp12"	"Zfp12"	chrNC_000071.7	+	143220909	143222071	143220909	143221134	143222008	143222071	668	12,14,16,11	22,40,50,44	3,16,10,11	37,28,21,21	298	149	0.999202115572178	0.999202115572178	0.214,0.149,0.138,0.111	0.039,0.222,0.192,0.208	-0.012
669	"gene-Zfp12"	"Zfp12"	chrNC_000071.7	+	143229816	143233712	143229816	143230119	143230316	143233712	669	160,126,127,117	4,3,2,2	102,101,129,99	1,1,6,4	298	149	0.517502696391593	0.849673782326949	0.952,0.955,0.969,0.967	0.981,0.981,0.915,0.925	0.01
670	"gene-Gm32247"	"Gm32247"	chrNC_000072.7	+	97596315	97602059	97596315	97596520	97601840	97602059	670	4,2,4,3	0,2,0,0	7,2,6,1	0,0,7,0	298	149	0.999202115572178	0.999202115572178	1.0,0.333,1.0,1.0	1.0,1.0,0.3,1.0	0.008
673	"gene-Nr6a1os"	"Nr6a1os"	chrNC_000068.8	+	38762986	38767515	38762986	38763066	38763209	38767515	673	17,17,15,8	0,0,0,1	14,16,12,23	0,0,0,0	292	149	0.342069019656623	0.738769032914372	1.0,1.0,1.0,0.803	1.0,1.0,1.0,1.0	-0.049
674	"gene-Med7"	"Med7"	chrNC_000077.7	+	46330632	46330802	46330632	46330651	46330720	46330802	674	59,69,84,67	0,0,2,0	66,53,40,62	3,0,0,4	218	149	0.243537681813069	0.676130755932856	1.0,1.0,0.966,1.0	0.938,1.0,1.0,0.914	0.029
677	"gene-Get4"	"Get4"	chrNC_000071.7	+	139252758	139253057	139252758	139252899	139252981	139253057	677	37,41,39,37	110,72,112,75	63,44,54,66	111,99,112,115	231	149	0.0930489625081303	0.517374652981954	0.178,0.269,0.183,0.241	0.268,0.223,0.237,0.27	-0.032
678	"gene-Zfp157"	"Zfp157"	chrNC_000071.7	+	138445776	138452192	138445776	138445869	138452054	138452192	678	51,45,25,31	3,0,1,3	41,36,25,34	3,0,0,0	298	149	0.16046215746527	0.596402300699775	0.895,1.0,0.926,0.838	0.872,1.0,1.0,1.0	-0.053
679	"gene-Gpc2"	"Gpc2"	chrNC_000071.7	-	138274845	138275749	138274845	138275008	138275108	138275749	679	413,428,253,238	57,51,25,42	372,412,309,331	63,43,52,59	249	149	0.249906168664347	0.67989107973621	0.813,0.834,0.858,0.772	0.779,0.851,0.781,0.77	0.024
680	"gene-Gpc2"	"Gpc2"	chrNC_000071.7	-	138274845	138275749	138274845	138275008	138275668	138275749	680	440,479,295,320	418,376,437,440	437,474,346,372	483,424,454,465	298	149	0.790656686465883	0.990811586069894	0.345,0.389,0.252,0.267	0.311,0.359,0.276,0.286	0.005
681	"gene-Gpc2"	"Gpc2"	chrNC_000071.7	-	138277100	138277829	138277100	138277259	138277641	138277829	681	259,282,192,194	12,6,7,10	229,189,238,218	13,9,16,20	298	149	0.0168639464333067	0.317661684855961	0.915,0.959,0.932,0.907	0.898,0.913,0.881,0.845	0.044
687	"gene-Mepce"	"Mepce"	chrNC_000071.7	-	137780167	137780983	137780167	137780746	137780856	137780983	687	4,3,7,4	78,82,101,87	4,2,2,2	139,114,125,100	259	149	0.00907496906265814	0.306446211396346	0.029,0.021,0.038,0.026	0.016,0.01,0.009,0.011	0.017
688	"gene-Mepce"	"Mepce"	chrNC_000071.7	-	137782722	137784922	137782722	137783803	137784855	137784922	688	74,78,76,89	0,0,0,0	72,72,73,94	0,1,0,1	298	149	0.00550156397968982	0.295773898025933	1.0,1.0,1.0,1.0	1.0,0.973,1.0,0.979	0.012
689	"gene-Acox3"	"Acox3"	chrNC_000071.7	+	35767079	35771145	35767079	35767166	35769358	35771145	689	20,17,13,9	17,11,13,16	15,12,20,17	25,38,14,37	298	149	0.113813845051691	0.539718998690815	0.37,0.436,0.333,0.22	0.231,0.136,0.417,0.187	0.097
691	"gene-Caly"	"Caly"	chrNC_000073.7	-	139649792	139650577	139649792	139649946	139650224	139650577	691	26,40,23,25	107,144,126,115	25,9,37,30	131,110,148,106	298	149	0.408836783615248	0.768546540278765	0.108,0.122,0.084,0.098	0.087,0.039,0.111,0.124	0.013
692	"gene-Ache"	"Ache"	chrNC_000071.7	+	137291429	137292728	137291429	137291599	137291715	137292728	692	3,8,7,3	0,0,1,0	2,9,3,3	0,0,1,0	265	149	0.727604255593419	0.968157704823728	1.0,1.0,0.797,1.0	1.0,1.0,0.628,1.0	0.042
693	"gene-Ache"	"Ache"	chrNC_000071.7	+	137291429	137292728	137291429	137291599	137292378	137292728	693	10,6,5,3	24,14,13,32	5,3,6,5	35,17,29,15	298	149	0.2450280032379	0.67621584414871	0.172,0.176,0.161,0.045	0.067,0.081,0.094,0.143	0.042
698	"gene-Dmac2l"	"Dmac2l"	chrNC_000078.7	+	69771718	69772328	69771718	69771788	69772228	69772328	698	15,19,24,16	0,2,0,4	26,17,13,19	1,1,2,4	298	149	0.539148412390306	0.856512882334342	1.0,0.826,1.0,0.667	0.929,0.895,0.765,0.704	0.05
700	"gene-Mettl27"	"Mettl27"	chrNC_000071.7	+	134969310	134971335	134969310	134969547	134969745	134971335	700	7,20,9,15	4,0,0,3	32,26,13,16	1,0,0,0	298	149	0.00808098400760271	0.306166517841223	0.467,1.0,1.0,0.714	0.941,1.0,1.0,1.0	-0.19
705	"gene-Cep295"	"Cep295"	chrNC_000075.7	-	15262986	15264395	15262986	15263111	15264194	15264395	705	9,7,7,1	33,18,29,21	1,3,8,4	28,18,13,27	298	149	0.514886013728452	0.849673782326949	0.12,0.163,0.108,0.023	0.018,0.077,0.235,0.069	0.004
706	"gene-Gtf2ird1"	"Gtf2ird1"	chrNC_000071.7	-	134386514	134387972	134386514	134386747	134387841	134387972	706	89,82,83,73	0,2,0,0	101,109,110,100	3,2,2,2	298	149	0.023633281026162	0.351012631565453	1.0,0.953,1.0,1.0	0.944,0.965,0.965,0.962	0.029
707	"gene-Gtf2ird1"	"Gtf2ird1"	chrNC_000071.7	-	134386514	134387972	134386514	134386750	134387841	134387972	707	89,83,84,75	9,14,20,6	104,109,110,105	9,13,12,23	298	149	0.717027327722477	0.961942185302102	0.832,0.748,0.677,0.862	0.852,0.807,0.821,0.695	-0.014
708	"gene-Phkg1"	"Phkg1"	chrNC_000071.7	-	129895036	129895866	129895036	129895127	129895702	129895866	708	1,0,0,0	0,0,0,0	0,1,0,0	0,0,2,0	298	149	NA	NA	1.0,NA,NA,NA	NA,1.0,0.0,NA	0.5
709	"gene-Cfap96"	"Cfap96"	chrNC_000074.7	-	46426540	46428289	46426540	46426717	46428115	46428289	709	7,14,4,15	2,1,0,0	17,19,11,21	2,2,2,0	298	149	0.999202115572178	0.999202115572178	0.636,0.875,1.0,1.0	0.81,0.826,0.733,1.0	0.035
710	"gene-Sfswap"	"Sfswap"	chrNC_000071.7	+	129578285	129581169	129578285	129580657	129581046	129581169	710	148,171,140,139	20,8,15,13	177,136,137,118	15,12,21,17	298	149	0.323346870728176	0.727924784590504	0.787,0.914,0.824,0.842	0.855,0.85,0.765,0.776	0.03
712	"gene-C87436"	"C87436"	chrNC_000072.7	+	86415591	86416240	86415591	86415829	86416109	86416240	712	42,29,23,26	1,0,0,0	10,31,29,40	0,0,0,0	298	149	0.311617908646871	0.724121908724579	0.955,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.011
714	"gene-Atxn2"	"Atxn2"	chrNC_000071.7	+	121949447	121951616	121949447	121949675	121951447	121951616	714	53,78,50,41	51,56,39,62	62,73,51,57	70,78,77,58	298	149	0.15497191329513	0.586959361338359	0.342,0.411,0.391,0.248	0.307,0.319,0.249,0.329	0.047
717	"gene-Mlxipl"	"Mlxipl"	chrNC_000071.7	+	135162105	135162513	135162105	135162262	135162397	135162513	717	2,1,1,0	1,0,0,1	4,6,1,1	0,2,3,1	284	149	0.999202115572178	0.999202115572178	0.512,1.0,1.0,0.0	1.0,0.611,0.149,0.344	0.102
720	"gene-Mlxipl"	"Mlxipl"	chrNC_000071.7	+	135162607	135162975	135162607	135162727	135162822	135162975	720	2,1,1,2	0,0,0,0	3,0,1,0	0,3,0,0	244	149	0.999202115572178	0.999202115572178	1.0,1.0,1.0,1.0	1.0,0.0,1.0,NA	0.333
721	"gene-Mlxipl"	"Mlxipl"	chrNC_000071.7	+	135162607	135162975	135162607	135162727	135162847	135162975	721	2,1,1,2	0,0,1,2	3,0,1,0	2,0,0,3	269	149	0.460360260677748	0.811417926044992	1.0,1.0,0.356,0.356	0.454,NA,1.0,0.0	0.193
722	"gene-Ggact"	"Ggact"	chrNC_000080.7	-	123128271	123129228	123128271	123128493	123129020	123129228	722	12,6,7,1	1,0,0,0	13,3,6,8	0,0,0,0	298	149	0.286452731003207	0.717167822918518	0.857,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.036
723	"gene-Rnft2"	"Rnft2"	chrNC_000071.7	-	118367392	118370567	118367392	118368047	118368171	118370567	723	9,29,10,8	9,16,12,5	12,23,3,20	8,9,13,9	273	149	0.956107282746339	0.999202115572178	0.353,0.497,0.313,0.466	0.45,0.582,0.112,0.548	-0.016
724	"gene-Dhx36"	"Dhx36"	chrNC_000069.7	-	62375435	62378168	62375435	62375728	62376250	62378168	724	214,165,153,175	10,11,7,6	228,172,193,198	15,6,21,9	298	149	0.397566761711029	0.759215422881269	0.915,0.882,0.916,0.936	0.884,0.935,0.821,0.917	0.023
725	"gene-Dhx36"	"Dhx36"	chrNC_000069.7	-	62375435	62378168	62375435	62375728	62376789	62378168	725	190,208,155,229	13,7,8,9	229,185,212,229	0,5,3,5	298	149	0.0207323782355314	0.33846376786861	0.88,0.937,0.906,0.927	1.0,0.949,0.972,0.958	-0.057
727	"gene-Ret"	"Ret"	chrNC_000072.7	-	118128708	118132396	118128708	118130971	118132248	118132396	727	4,8,6,11	2,0,2,0	11,5,6,5	0,0,0,0	298	149	0.0155440266235846	0.312271508740395	0.5,1.0,0.6,1.0	1.0,1.0,1.0,1.0	-0.225
728	"gene-Clcn4"	"Clcn4"	chrNC_000073.7	-	7291873	7292272	7291873	7292087	7292169	7292272	728	552,628,542,549	5,8,2,6	507,426,549,600	3,6,4,3	231	149	0.595903047119204	0.890292658223415	0.986,0.981,0.994,0.983	0.991,0.979,0.989,0.992	-0.002
729	"gene-Clcn4"	"Clcn4"	chrNC_000073.7	-	7294409	7294955	7294409	7294725	7294818	7294955	729	412,388,378,406	19,12,27,17	366,326,411,380	11,18,17,19	242	149	0.727137867582775	0.968030129345371	0.93,0.952,0.896,0.936	0.953,0.918,0.937,0.925	-0.005
730	"gene-Clcn4"	"Clcn4"	chrNC_000073.7	-	7301690	7302476	7301690	7301835	7302088	7302476	730	27,33,23,26	2,2,0,1	32,18,24,34	0,0,0,0	298	149	0.00640896853794004	0.295773898025933	0.871,0.892,1.0,0.929	1.0,1.0,1.0,1.0	-0.077
731	"gene-Clcn4"	"Clcn4"	chrNC_000073.7	-	7301690	7302476	7301690	7301835	7302198	7302476	731	36,31,18,28	9,2,7,2	36,18,31,38	8,1,2,2	298	149	0.236488484709415	0.666839729287545	0.667,0.886,0.562,0.875	0.692,0.9,0.886,0.905	-0.098
732	"gene-Clcn4"	"Clcn4"	chrNC_000073.7	-	7301690	7302476	7301690	7301835	7302239	7302476	732	36,26,15,25	17,20,24,30	37,21,33,33	24,14,21,28	298	149	0.348325402365248	0.742517921959501	0.514,0.394,0.238,0.294	0.435,0.429,0.44,0.371	-0.059
733	"gene-Kmt5c"	"Kmt5c"	chrNC_000073.7	+	4745120	4745727	4745120	4745286	4745489	4745727	733	92,75,64,57	10,9,2,4	91,65,83,83	4,8,6,6	298	149	0.654469462450968	0.924605072207516	0.821,0.806,0.941,0.877	0.919,0.802,0.874,0.874	-0.006
734	"gene-Kmt5c"	"Kmt5c"	chrNC_000073.7	+	4745120	4745727	4745120	4745286	4745617	4745727	734	90,81,66,59	55,39,70,72	107,77,82,93	72,60,74,82	298	149	0.930314370171727	0.999202115572178	0.45,0.509,0.32,0.291	0.426,0.391,0.357,0.362	0.009
735	"gene-Sirt4"	"Sirt4"	chrNC_000071.7	-	115617660	115618584	115617660	115617854	115618242	115618584	735	79,80,56,70	0,2,0,0	105,106,93,83	0,0,0,0	298	149	0.249359200308859	0.67989107973621	1.0,0.952,1.0,1.0	1.0,1.0,1.0,1.0	-0.012
736	"gene-Sirt4"	"Sirt4"	chrNC_000071.7	-	115617660	115618584	115617660	115617871	115618242	115618584	736	69,78,48,66	2,2,0,0	96,102,94,70	1,0,5,1	298	149	0.999202115572178	0.999202115572178	0.945,0.951,1.0,1.0	0.98,1.0,0.904,0.972	0.01
737	"gene-Sirt4"	"Sirt4"	chrNC_000071.7	-	115617660	115618584	115617660	115617854	115618289	115618584	737	69,80,53,71	4,2,3,0	104,91,95,87	1,2,4,1	298	149	0.368605356079498	0.751984687803416	0.896,0.952,0.898,1.0	0.981,0.958,0.922,0.978	-0.023
738	"gene-Sirt4"	"Sirt4"	chrNC_000071.7	-	115617660	115618584	115617660	115617871	115618289	115618584	738	59,78,45,67	6,12,10,10	95,87,96,74	10,11,9,11	298	149	0.200359896986205	0.631886736622782	0.831,0.765,0.692,0.77	0.826,0.798,0.842,0.771	-0.045
740	"gene-Tchp"	"Tchp"	chrNC_000071.7	+	114852688	114853192	114852688	114852862	114853044	114853192	740	9,13,10,4	0,4,1,1	13,6,9,8	2,0,0,0	298	149	0.173972444773802	0.607038002228285	1.0,0.619,0.833,0.667	0.765,1.0,1.0,1.0	-0.162
741	"gene-Gm28455"	"Gm28455"	chrNC_000073.7	+	39146769	39149928	39146769	39147989	39148904	39149928	741	32,30,24,26	4,3,0,1	15,26,27,12	0,1,1,2	298	149	0.598181489253442	0.890997602874008	0.8,0.833,1.0,0.929	1.0,0.929,0.931,0.75	-0.012
744	"gene-Med22"	"Med22"	chrNC_000068.8	-	26795278	26798313	26795278	26796005	26798104	26798313	744	48,47,50,43	148,117,136,121	48,51,61,35	147,128,141,157	298	149	0.65678243769002	0.925636192495732	0.14,0.167,0.155,0.151	0.14,0.166,0.178,0.1	0.007
745	"gene-Mib2"	"Mib2"	chrNC_000070.7	-	155741845	155742217	155741845	155741979	155742054	155742217	745	91,134,90,93	113,95,112,112	104,83,134,119	124,97,88,115	224	149	0.554961608865027	0.86758776999366	0.349,0.484,0.348,0.356	0.358,0.363,0.503,0.408	-0.024
746	"gene-Mib2"	"Mib2"	chrNC_000070.7	-	155753030	155753676	155753030	155753187	155753271	155753676	746	80,100,107,102	8,10,10,19	95,83,67,79	9,14,12,7	233	149	0.715793159375798	0.961133846668931	0.865,0.865,0.872,0.774	0.871,0.791,0.781,0.878	0.014
747	"gene-Mib2"	"Mib2"	chrNC_000070.7	-	155753030	155753676	155753030	155753187	155753447	155753676	747	111,127,129,109	4,6,7,10	121,94,94,95	3,10,4,8	298	149	0.840475076766124	0.999202115572178	0.933,0.914,0.902,0.845	0.953,0.825,0.922,0.856	0.01
748	"gene-Gm15473"	"Gm15473"	chrNC_000072.7	-	17064590	17065586	17064590	17064714	17065053	17065586	748	3,2,0,0	1,0,0,0	0,3,0,0	0,0,1,0	298	149	0.983858374989467	0.999202115572178	0.6,1.0,NA,NA	NA,1.0,0.0,NA	0.3
750	"gene-P2rx2"	"P2rx2"	chrNC_000071.7	-	110487677	110488448	110487677	110488163	110488370	110488448	750	20,35,28,43	0,1,1,1	44,41,49,48	3,0,2,0	298	149	0.742552904025698	0.973029968472704	1.0,0.946,0.933,0.956	0.88,1.0,0.925,1.0	0.008
751	"gene-P2rx2"	"P2rx2"	chrNC_000071.7	-	110490198	110490501	110490198	110490270	110490365	110490501	751	13,20,6,10	5,2,10,9	14,11,17,4	5,9,10,17	244	149	0.322449995634703	0.727924784590504	0.614,0.859,0.268,0.404	0.631,0.427,0.509,0.126	0.113
752	"gene-Zfp932"	"Zfp932"	chrNC_000071.7	+	110151218	110154936	110151218	110151318	110154809	110154936	752	113,109,67,81	13,11,7,5	94,56,105,102	6,13,13,9	298	149	0.582625875516208	0.885450630792744	0.813,0.832,0.827,0.89	0.887,0.683,0.802,0.85	0.035
753	"gene-Zfp932"	"Zfp932"	chrNC_000071.7	+	110151322	110154936	110151322	110153901	110154809	110154936	753	141,153,79,105	2,8,4,5	141,95,153,144	6,7,0,3	298	149	0.38039417398002	0.754155258558908	0.972,0.905,0.908,0.913	0.922,0.872,1.0,0.96	-0.014
757	"gene-Pigg"	"Pigg"	chrNC_000071.7	+	108483969	108484427	108483969	108484088	108484227	108484427	757	26,21,19,30	4,5,3,4	22,20,10,29	8,5,2,2	288	149	0.619556128340915	0.903872981757636	0.771,0.685,0.766,0.795	0.587,0.674,0.721,0.882	0.038
759	"gene-Zfp644"	"Zfp644"	chrNC_000071.7	-	106783475	106786501	106783475	106784189	106784282	106786501	759	97,99,96,123	48,39,58,40	74,101,91,85	28,26,34,34	242	149	0.128715288208803	0.55326722763813	0.554,0.61,0.505,0.654	0.619,0.705,0.622,0.606	-0.057
761	"gene-Slc12a9"	"Slc12a9"	chrNC_000071.7	-	137331709	137336752	137331709	137332533	137334692	137336752	761	22,21,8,5	0,1,0,1	10,17,12,15	0,1,3,0	298	149	0.742677394581874	0.973029968472704	1.0,0.913,1.0,0.714	1.0,0.895,0.667,1.0	0.016
762	"gene-Slc12a9"	"Slc12a9"	chrNC_000071.7	-	137331709	137336752	137331709	137334843	137335570	137336752	762	17,8,8,10	0,1,0,2	11,11,28,17	0,1,2,2	298	149	0.999202115572178	0.999202115572178	1.0,0.8,1.0,0.714	1.0,0.846,0.875,0.81	-0.004
763	"gene-Birc5"	"Birc5"	chrNC_000077.7	+	117743488	117746569	117743488	117743606	117746050	117746569	763	10,9,14,8	36,37,74,44	13,15,3,21	41,53,39,50	298	149	0.538514677811063	0.856512882334342	0.122,0.108,0.086,0.083	0.137,0.124,0.037,0.174	-0.018
764	"gene-Thoc2l"	"Thoc2l"	chrNC_000071.7	+	104672124	104673838	104672124	104672162	104673205	104673838	764	25,12,14,22	0,0,0,0	39,24,30,16	0,2,2,0	298	149	0.0136253414239689	0.308081335210907	1.0,1.0,1.0,1.0	1.0,0.857,0.882,1.0	0.065
765	"gene-Thoc2l"	"Thoc2l"	chrNC_000071.7	+	104672124	104673838	104672124	104672162	104673683	104673838	765	34,7,16,24	3,1,6,7	34,27,27,20	4,7,0,10	298	149	0.565776901366156	0.873800011512741	0.85,0.778,0.571,0.632	0.81,0.659,1.0,0.5	-0.035
766	"gene-Thoc2l"	"Thoc2l"	chrNC_000071.7	+	104672124	104673838	104672124	104672291	104673683	104673838	766	23,7,16,10	8,8,6,8	19,25,16,13	11,8,17,17	298	149	0.428349812945085	0.783939611397846	0.59,0.304,0.571,0.385	0.463,0.61,0.32,0.277	0.045
768	"gene-Slc26a1"	"Slc26a1"	chrNC_000071.7	-	108824853	108825176	108824853	108824937	108825067	108825176	768	1,1,1,0	1,0,0,0	4,1,3,0	0,0,0,0	279	149	0.15293723182488	0.585919815135374	0.348,1.0,1.0,NA	1.0,1.0,1.0,NA	-0.217
769	"gene-Ice2"	"Ice2"	chrNC_000075.7	+	69322619	69324391	69322619	69323643	69324215	69324391	769	3,5,4,5	12,12,32,19	10,1,5,3	16,19,6,6	298	149	0.389769461896409	0.755537255301033	0.111,0.172,0.059,0.116	0.238,0.026,0.294,0.2	-0.075
770	"gene-Gm46594"	"Gm46594"	chrNC_000083.7	-	83765970	83769201	83765970	83768748	83768893	83769201	770	6,1,1,2	1,8,1,9	5,0,1,3	0,1,0,3	294	149	0.0762422690682891	0.474415377640657	0.753,0.06,0.336,0.101	1.0,0.0,1.0,0.336	-0.271
771	"gene-Golph3l"	"Golph3l"	chrNC_000069.7	+	95524354	95526553	95524354	95524553	95525173	95526553	771	91,84,89,100	1,1,2,0	84,74,112,102	0,2,0,0	298	149	0.245186243237741	0.67621584414871	0.978,0.977,0.957,1.0	1.0,0.949,1.0,1.0	-0.009
772	"gene-Stx4a"	"Stx4a"	chrNC_000073.7	+	127447559	127447839	127447559	127447670	127447740	127447839	772	9,9,2,5	9,13,14,10	16,15,22,20	12,13,19,18	219	149	0.00579367906295392	0.295773898025933	0.405,0.32,0.089,0.254	0.476,0.44,0.441,0.431	-0.18
773	"gene-Stx4a"	"Stx4a"	chrNC_000073.7	+	127447559	127450160	127447559	127447670	127447922	127450160	773	14,13,3,10	10,5,13,17	15,15,29,30	17,12,16,25	298	149	0.22862151403871	0.660985734002814	0.412,0.565,0.103,0.227	0.306,0.385,0.475,0.375	-0.058
774	"gene-Slc35b3"	"Slc35b3"	chrNC_000079.7	-	39116280	39118783	39116280	39116892	39117431	39118783	774	28,43,21,24	6,1,3,3	30,23,37,56	9,7,3,8	298	149	0.214515722567525	0.645219159173042	0.7,0.956,0.778,0.8	0.625,0.622,0.86,0.778	0.087
775	"gene-Slc35b3"	"Slc35b3"	chrNC_000079.7	-	39116280	39118783	39116280	39116892	39118713	39118783	775	27,30,27,29	15,19,18,17	33,28,40,53	15,13,20,13	298	149	0.0430321398801747	0.421290267503909	0.474,0.441,0.429,0.46	0.524,0.519,0.5,0.671	-0.103
777	"gene-Hnrnpl"	"Hnrnpl"	chrNC_000073.7	+	28516759	28517957	28516759	28516829	28517885	28517957	777	212,218,142,167	8,2,9,7	175,203,175,188	5,6,6,13	298	149	0.651158413064554	0.924476516035906	0.93,0.982,0.887,0.923	0.946,0.944,0.936,0.879	0.004
778	"gene-Hnrnpl"	"Hnrnpl"	chrNC_000073.7	+	28517885	28518349	28517885	28517957	28518068	28518349	778	251,234,254,264	342,325,412,378	267,234,234,261	438,384,417,423	260	149	0.0115767106186074	0.307546803024061	0.296,0.292,0.261,0.286	0.259,0.259,0.243,0.261	0.028
779	"gene-Ophn1"	"Ophn1"	chrNC_000086.8	-	97933986	97934631	97933986	97934105	97934303	97934631	779	65,90,79,96	0,0,1,0	59,64,40,69	0,0,0,1	298	149	0.79814126157298	0.991944862340925	1.0,1.0,0.975,1.0	1.0,1.0,1.0,0.972	0.001
784	"gene-Paics"	"Paics"	chrNC_000071.7	+	77099148	77099682	77099148	77099248	77099615	77099682	784	119,99,126,126	22,14,5,6	107,88,92,120	4,14,15,7	298	149	0.999202115572178	0.999202115572178	0.73,0.78,0.926,0.913	0.93,0.759,0.754,0.896	0.003
785	"gene-Paics"	"Paics"	chrNC_000071.7	+	77099148	77099682	77099148	77099252	77099615	77099682	785	119,99,127,128	2,6,5,2	108,89,95,121	5,4,4,10	298	149	0.0811805502392884	0.491355825923053	0.967,0.892,0.927,0.97	0.915,0.918,0.922,0.858	0.036
786	"gene-Paics"	"Paics"	chrNC_000071.7	+	77099148	77099682	77099148	77099515	77099615	77099682	786	112,104,123,131	14,2,16,8	102,78,83,102	10,10,19,17	249	149	0.0439775928420456	0.42254932167843	0.827,0.969,0.821,0.907	0.859,0.824,0.723,0.782	0.084
788	"gene-Aasdh"	"Aasdh"	chrNC_000071.7	-	77021505	77024269	77021505	77021744	77022011	77024269	788	8,24,8,11	0,0,1,0	14,18,7,7	0,0,0,0	298	149	0.345918216772068	0.742517921959501	1.0,1.0,0.8,1.0	1.0,1.0,1.0,1.0	-0.05
789	"gene-Aasdh"	"Aasdh"	chrNC_000071.7	-	77021505	77025505	77021505	77024269	77025373	77025505	789	36,33,29,15	7,9,15,11	31,35,34,24	13,8,14,10	298	149	0.925543633642199	0.999202115572178	0.72,0.647,0.492,0.405	0.544,0.686,0.548,0.545	-0.015
790	"gene-Aasdh"	"Aasdh"	chrNC_000071.7	-	77021505	77025835	77021505	77025505	77025673	77025835	790	31,35,30,15	3,3,1,2	29,19,36,29	0,0,0,0	298	149	0.00211741719781644	0.215186586800282	0.838,0.854,0.938,0.789	1.0,1.0,1.0,1.0	-0.145
791	"gene-Tor2a"	"Tor2a"	chrNC_000068.8	+	32647899	32648948	32647899	32648343	32648682	32648948	791	21,41,22,23	0,0,0,1	27,24,20,21	0,3,1,0	298	149	0.375678266502038	0.753527259077941	1.0,1.0,1.0,0.92	1.0,0.8,0.909,1.0	0.053
792	"gene-Tor2a"	"Tor2a"	chrNC_000068.8	+	32647899	32648948	32647899	32648343	32648768	32648948	792	60,93,64,51	1,0,1,0	59,57,47,62	0,0,0,0	298	149	0.123009415808864	0.548500317241851	0.968,1.0,0.97,1.0	1.0,1.0,1.0,1.0	-0.016
794	"gene-Ly6e"	"Ly6e"	chrNC_000081.7	+	74826873	74827566	74826873	74827184	74827415	74827566	794	14,21,11,7	0,0,0,0	15,5,13,15	6,0,0,0	298	149	0.999202115572178	0.999202115572178	1.0,1.0,1.0,1.0	0.556,1.0,1.0,1.0	0.111
795	"gene-Dancr"	"Dancr"	chrNC_000071.7	+	74253779	74254998	74253779	74253800	74254018	74254998	795	30,18,25,18	22,23,9,27	12,24,14,19	22,19,22,31	298	149	0.118736665273169	0.545241249406276	0.405,0.281,0.581,0.25	0.214,0.387,0.241,0.235	0.11
796	"gene-Dancr"	"Dancr"	chrNC_000071.7	+	74254018	74254998	74254018	74254080	74254548	74254998	796	19,18,24,12	40,30,19,39	12,24,30,24	29,41,38,43	298	149	0.999202115572178	0.999202115572178	0.192,0.231,0.387,0.133	0.171,0.226,0.283,0.218	0.011
798	"gene-Gm30189"	"Gm30189"	chrNC_000068.8	-	174162698	174165758	174162698	174163990	174165456	174165758	798	19,9,11,10	15,9,12,16	6,10,8,13	17,8,10,12	298	149	0.546604761298895	0.861299125227395	0.388,0.333,0.314,0.238	0.15,0.385,0.286,0.351	0.025
