ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
2444	"gene-Lman2l"	"Lman2l"	chrNC_000067.7	-	36478689	36478807	36467380	36467542	36484130	36484351
2445	"gene-Lman2l"	"Lman2l"	chrNC_000067.7	-	36478689	36478807	36468503	36468536	36484130	36484351
2446	"gene-Lman2l"	"Lman2l"	chrNC_000067.7	-	36478689	36478807	36477830	36477913	36484130	36484351
2449	"gene-Zp2"	"Zp2"	chrNC_000073.7	-	119738910	119739072	119737511	119737608	119740449	119740494
2450	"gene-Zdhhc13"	"Zdhhc13"	chrNC_000073.7	+	48445648	48445794	48438750	48438885	48449576	48449699
2451	"gene-Zdhhc13"	"Zdhhc13"	chrNC_000073.7	+	48445653	48445794	48438775	48438885	48449576	48449699
2452	"gene-Zdhhc13"	"Zdhhc13"	chrNC_000073.7	+	48472317	48472475	48468384	48468468	48474381	48474479
2456	"gene-Dnah3"	"Dnah3"	chrNC_000073.7	-	119538011	119538256	119536192	119536309	119542683	119542909
2460	"gene-Dcun1d3"	"Dcun1d3"	chrNC_000073.7	-	119469637	119469767	119458602	119459138	119494780	119494977
2463	"gene-Dcun1d3"	"Dcun1d3"	chrNC_000073.7	-	119494293	119494369	119469637	119469767	119494780	119494977
2469	"gene-Prrt4"	"Prrt4"	chrNC_000072.7	-	29176901	29177006	29176440	29176566	29177115	29177830
2470	"gene-Rps15a"	"Rps15a"	chrNC_000073.7	-	117709155	117709241	117703596	117708416	117714007	117714087
2471	"gene-Rps15a"	"Rps15a"	chrNC_000073.7	-	117714007	117714087	117709155	117709241	117714331	117714469
2475	"gene-Il1rapl1"	"Il1rapl1"	chrNC_000086.8	-	86462628	86462908	86348369	86348556	86933759	86933864
2479	"gene-Lrp11"	"Lrp11"	chrNC_000076.7	+	7471867	7472028	7465531	7466377	7478592	7478718
2480	"gene-Lrp11"	"Lrp11"	chrNC_000076.7	+	7471867	7472028	7465531	7466377	7484307	7484403
2481	"gene-Lrp11"	"Lrp11"	chrNC_000076.7	+	7474455	7474612	7471867	7472028	7478592	7478718
2482	"gene-Lrp11"	"Lrp11"	chrNC_000076.7	+	7474455	7474612	7471867	7472028	7479937	7480147
2483	"gene-Lrp11"	"Lrp11"	chrNC_000076.7	+	7474455	7474612	7471867	7472028	7484307	7484403
2484	"gene-Lrp11"	"Lrp11"	chrNC_000076.7	+	7474470	7474612	7471867	7472028	7478592	7478718
2485	"gene-Lrp11"	"Lrp11"	chrNC_000076.7	+	7474470	7474612	7471867	7472028	7479937	7480147
2486	"gene-Lrp11"	"Lrp11"	chrNC_000076.7	+	7474470	7474612	7471867	7472028	7484307	7484403
2487	"gene-Lrp11"	"Lrp11"	chrNC_000076.7	+	7478592	7478718	7471867	7472028	7479937	7480147
2489	"gene-Lrp11"	"Lrp11"	chrNC_000076.7	+	7479937	7480147	7471867	7472028	7484307	7484403
2491	"gene-Lrp11"	"Lrp11"	chrNC_000076.7	+	7484307	7484403	7479937	7480147	7499393	7500532
2492	"gene-Lrp11"	"Lrp11"	chrNC_000076.7	+	7484311	7484403	7479937	7480147	7499393	7500532
2493	"gene-Asap1"	"Asap1"	chrNC_000081.7	-	63971380	63971439	63965857	63966357	63974251	63974321
2497	"gene-Asap1"	"Asap1"	chrNC_000081.7	-	64063332	64063478	64045066	64045141	64080332	64080405
2500	"gene-Asap1"	"Asap1"	chrNC_000081.7	-	64221676	64221762	64184197	64184324	64254565	64254653
2502	"gene-Zfp493"	"Zfp493"	chrNC_000079.7	+	67932512	67932608	67931908	67932035	67934277	67937201
2503	"gene-1110004F10Rik"	"1110004F10Rik"	chrNC_000073.7	+	115687508	115687649	115680595	115680647	115698674	115698758
2504	"gene-1110004F10Rik"	"1110004F10Rik"	chrNC_000073.7	+	115696996	115697188	115687508	115687649	115698674	115698758
2507	"gene-Prdx6"	"Prdx6"	chrNC_000067.7	-	161074826	161074983	161071765	161071912	161078326	161078736
2509	"gene-Prdx6"	"Prdx6"	chrNC_000067.7	-	161076928	161077039	161074826	161074983	161078326	161078736
2513	"gene-Spon1"	"Spon1"	chrNC_000073.7	+	113630999	113631182	113630007	113630083	113632170	113632341
2516	"gene-Pxmp4"	"Pxmp4"	chrNC_000068.8	-	154434084	154434283	154427677	154430012	154445436	154445592
2517	"gene-Pxmp4"	"Pxmp4"	chrNC_000068.8	-	154438121	154438184	154427677	154430012	154445436	154445592
2519	"gene-Armh4"	"Armh4"	chrNC_000080.7	-	49920068	49920203	49919016	49919873	49926723	49926755
2525	"gene-Tead1"	"Tead1"	chrNC_000073.7	+	112441246	112441309	112438622	112438687	112475281	112475455
2526	"gene-Tead1"	"Tead1"	chrNC_000073.7	+	112441246	112441309	112441094	112441157	112456004	112456139
2528	"gene-Tead1"	"Tead1"	chrNC_000073.7	+	112475281	112475455	112460638	112460763	112490925	112491066
2529	"gene-Parvaos"	"Parvaos"	chrNC_000073.7	-	112129131	112129299	112126178	112126259	112133687	112133801
2530	"gene-Parvaos"	"Parvaos"	chrNC_000073.7	-	112129131	112129360	112126178	112126259	112133687	112133801
2531	"gene-Aifm1"	"Aifm1"	chrNC_000086.8	-	47571598	47571687	47570841	47570982	47572031	47572139
2532	"gene-Aifm1"	"Aifm1"	chrNC_000086.8	-	47588648	47588748	47586210	47586335	47602112	47602440
2533	"gene-Aifm1"	"Aifm1"	chrNC_000086.8	-	47592459	47592590	47588648	47588748	47593686	47593829
2534	"gene-Aifm1"	"Aifm1"	chrNC_000086.8	-	47592459	47592590	47588648	47588748	47602112	47602440
2535	"gene-Aifm1"	"Aifm1"	chrNC_000086.8	-	47593686	47593829	47588648	47588748	47602112	47602440
2536	"gene-Aifm1"	"Aifm1"	chrNC_000086.8	-	47593686	47593829	47592459	47592590	47602112	47602440
2537	"gene-Ncstn"	"Ncstn"	chrNC_000067.7	-	171896128	171896224	171895752	171895840	171896328	171896431
2538	"gene-Ncstn"	"Ncstn"	chrNC_000067.7	-	171902971	171903095	171902481	171902603	171908778	171908883
2540	"gene-Dkk3"	"Dkk3"	chrNC_000073.7	-	111749817	111749955	111720796	111720889	111757389	111757625
2542	"gene-Tpd52l1"	"Tpd52l1"	chrNC_000076.7	-	31214180	31214241	31208368	31208965	31219007	31219022
2546	"gene-Tpd52l1"	"Tpd52l1"	chrNC_000076.7	-	31217135	31217174	31214180	31214241	31219007	31219022
2549	"gene-Tpd52l1"	"Tpd52l1"	chrNC_000076.7	-	31219007	31219022	31214180	31214241	31222606	31222708
2553	"gene-Dlg1"	"Dlg1"	chrNC_000082.7	+	31600599	31600653	31561923	31562088	31606899	31606950
2554	"gene-Dlg1"	"Dlg1"	chrNC_000082.7	+	31612321	31612458	31610532	31610702	31615683	31615783
2555	"gene-Dlg1"	"Dlg1"	chrNC_000082.7	+	31615683	31615783	31610532	31610702	31624431	31624552
2556	"gene-Dlg1"	"Dlg1"	chrNC_000082.7	+	31615683	31615828	31610532	31610702	31624431	31624552
2562	"gene-Tub"	"Tub"	chrNC_000073.7	+	108623696	108623864	108621816	108621960	108624814	108624933
2563	"gene-Eif3f"	"Eif3f"	chrNC_000073.7	+	108537242	108537322	108536952	108537023	108537615	108537753
2564	"gene-Cops7a"	"Cops7a"	chrNC_000072.7	-	124939584	124939660	124939320	124939409	124941686	124941891
2565	"gene-Cops7a"	"Cops7a"	chrNC_000072.7	-	124939584	124939660	124939320	124939409	124942247	124942475
2566	"gene-Cops7a"	"Cops7a"	chrNC_000072.7	-	124939584	124939660	124939320	124939409	124942364	124942475
2567	"gene-Cops7a"	"Cops7a"	chrNC_000072.7	-	124941686	124941891	124939320	124939409	124942247	124942475
2568	"gene-Cops7a"	"Cops7a"	chrNC_000072.7	-	124941686	124941891	124939320	124939409	124942364	124942475
2569	"gene-Cops7a"	"Cops7a"	chrNC_000072.7	-	124941686	124941891	124939584	124939660	124942181	124942229
2570	"gene-Cops7a"	"Cops7a"	chrNC_000072.7	-	124941686	124941891	124939584	124939660	124942247	124942475
2571	"gene-Cops7a"	"Cops7a"	chrNC_000072.7	-	124941686	124941891	124939584	124939660	124942364	124942475
2574	"gene-Kcna6"	"Kcna6"	chrNC_000072.7	-	126704442	126704548	126685291	126685670	126714243	126717610
2578	"gene-Ipcef1"	"Ipcef1"	chrNC_000076.7	-	6869713	6870086	6850569	6850763	6885174	6885275
2579	"gene-Ipcef1"	"Ipcef1"	chrNC_000076.7	-	6885174	6885275	6867553	6870086	6887100	6887159
2580	"gene-Ipcef1"	"Ipcef1"	chrNC_000076.7	-	6885186	6885275	6867553	6870086	6887100	6887159
2581	"gene-Zfyve16"	"Zfyve16"	chrNC_000079.7	-	92636720	92636801	92631442	92631605	92640446	92640594
2582	"gene-Zfyve16"	"Zfyve16"	chrNC_000079.7	-	92653038	92653200	92650294	92650437	92655974	92656071
2583	"gene-Zfyve16"	"Zfyve16"	chrNC_000079.7	-	92655974	92656071	92650294	92650437	92657623	92659839
2585	"gene-Atxn7l1"	"Atxn7l1"	chrNC_000078.7	+	33267710	33267815	33198431	33198500	33299849	33301156
2586	"gene-Atxn7l1"	"Atxn7l1"	chrNC_000078.7	+	33375909	33376132	33267710	33267815	33391919	33392194
2590	"gene-Atxn7l1"	"Atxn7l1"	chrNC_000078.7	+	33416970	33417913	33412971	33413093	33420981	33421056
2591	"gene-Gm10353"	"Gm10353"	chrNC_000085.7	-	8915809	8915913	8914475	8914663	8918015	8919754
2594	"gene-Sacm1l"	"Sacm1l"	chrNC_000075.7	+	123371408	123371506	123358817	123358986	123376048	123376123
2595	"gene-Sacm1l"	"Sacm1l"	chrNC_000075.7	+	123376048	123376123	123358817	123358986	123377926	123378054
2597	"gene-Sacm1l"	"Sacm1l"	chrNC_000075.7	+	123414151	123414221	123411312	123411451	123414349	123414422
2598	"gene-Use1"	"Use1"	chrNC_000074.7	+	71820287	71820337	71819817	71820013	71820413	71820492
2599	"gene-Use1"	"Use1"	chrNC_000074.7	+	71821193	71821206	71820602	71820755	71821493	71821521
2600	"gene-Use1"	"Use1"	chrNC_000074.7	+	71821493	71821521	71821193	71821206	71821772	71821947
2601	"gene-Use1"	"Use1"	chrNC_000074.7	+	71821493	71821521	71821193	71821206	71821775	71821947
2602	"gene-Use1"	"Use1"	chrNC_000074.7	+	71821772	71821947	71821493	71821521	71822170	71822375
2603	"gene-Use1"	"Use1"	chrNC_000074.7	+	71821775	71821947	71821493	71821521	71822170	71822375
2605	"gene-Ss18l1"	"Ss18l1"	chrNC_000068.8	+	179694256	179694333	179684275	179684661	179695101	179695186
2606	"gene-Ss18l1"	"Ss18l1"	chrNC_000068.8	+	179699880	179699982	179699377	179699542	179701128	179701221
2607	"gene-Tpp1"	"Tpp1"	chrNC_000073.7	-	105400796	105400936	105399386	105399537	105401188	105401260
2608	"gene-Tpp1"	"Tpp1"	chrNC_000073.7	-	105401188	105401260	105400796	105400936	105401377	105401442
2610	"gene-Msmo1"	"Msmo1"	chrNC_000074.7	-	65175497	65175624	65173375	65173530	65180657	65180942
2611	"gene-Msmo1"	"Msmo1"	chrNC_000074.7	-	65176621	65176770	65173374	65173530	65180657	65180942
2612	"gene-Msmo1"	"Msmo1"	chrNC_000074.7	-	65176621	65176770	65175497	65175624	65180657	65180942
2614	"gene-Ilk"	"Ilk"	chrNC_000073.7	+	105389977	105390074	105389719	105389815	105390166	105390250
2615	"gene-Ilk"	"Ilk"	chrNC_000073.7	+	105390786	105390914	105390580	105390690	105390993	105391115
2616	"gene-Dnhd1"	"Dnhd1"	chrNC_000073.7	+	105300708	105301513	105300278	105300478	105304828	105304990
2617	"gene-Dnhd1"	"Dnhd1"	chrNC_000073.7	+	105322996	105323251	105317652	105317809	105323626	105323678
2618	"gene-Dnhd1"	"Dnhd1"	chrNC_000073.7	+	105323357	105323495	105322996	105323251	105323626	105323678
2619	"gene-Dnhd1"	"Dnhd1"	chrNC_000073.7	+	105323626	105323678	105317652	105317809	105327000	105327263
2620	"gene-Dnhd1"	"Dnhd1"	chrNC_000073.7	+	105335147	105335346	105334923	105335051	105335700	105335795
2621	"gene-Dnhd1"	"Dnhd1"	chrNC_000073.7	+	105341848	105341974	105336384	105336592	105342319	105342417
2622	"gene-Dnhd1"	"Dnhd1"	chrNC_000073.7	+	105345604	105345770	105342527	105345405	105345929	105346122
2623	"gene-Dnhd1"	"Dnhd1"	chrNC_000073.7	+	105345604	105345770	105342527	105345405	105346363	105346652
2624	"gene-Dnhd1"	"Dnhd1"	chrNC_000073.7	+	105345929	105346122	105342527	105345405	105346363	105346652
2625	"gene-Dnhd1"	"Dnhd1"	chrNC_000073.7	+	105345929	105346122	105345604	105345770	105346363	105346652
2626	"gene-Dnhd1"	"Dnhd1"	chrNC_000073.7	+	105346363	105346652	105342527	105345405	105352244	105353853
2627	"gene-Dnhd1"	"Dnhd1"	chrNC_000073.7	+	105354730	105354833	105354453	105354658	105358367	105358799
2628	"gene-Dnhd1"	"Dnhd1"	chrNC_000073.7	+	105357688	105357838	105354730	105354833	105358074	105358257
2629	"gene-Dnhd1"	"Dnhd1"	chrNC_000073.7	+	105358074	105358257	105354730	105354833	105358367	105358799
2630	"gene-Dnhd1"	"Dnhd1"	chrNC_000073.7	+	105362521	105362700	105362190	105362343	105362821	105363787
2631	"gene-Dnhd1"	"Dnhd1"	chrNC_000073.7	+	105364000	105364184	105362821	105363787	105364383	105364497
2632	"gene-Dnhd1"	"Dnhd1"	chrNC_000073.7	+	105364383	105364497	105362821	105363787	105364584	105364783
2633	"gene-Dnhd1"	"Dnhd1"	chrNC_000073.7	+	105369318	105369468	105369078	105369170	105369666	105370478
2637	"gene-Timm10b"	"Timm10b"	chrNC_000073.7	+	105300278	105300478	105290234	105290367	105304828	105304955
2638	"gene-Timm10b"	"Timm10b"	chrNC_000073.7	+	105300278	105300478	105290234	105290435	105304828	105304955
2642	"gene-Arfip2"	"Arfip2"	chrNC_000073.7	-	105286327	105286485	105286017	105286192	105287415	105287534
2646	"gene-Neurl1a"	"Neurl1a"	chrNC_000085.7	+	47241557	47242247	47167258	47167990	47245150	47245297
2647	"gene-Neurl1a"	"Neurl1a"	chrNC_000085.7	+	47241557	47242247	47228788	47229110	47245150	47245297
2648	"gene-Fhip1b"	"Fhip1b"	chrNC_000073.7	-	105034152	105034358	105030582	105033779	105034549	105034629
2649	"gene-Fhip1b"	"Fhip1b"	chrNC_000073.7	-	105034194	105034358	105030582	105033779	105034549	105034629
2651	"gene-Fhip1b"	"Fhip1b"	chrNC_000073.7	-	105039227	105039559	105037985	105039099	105049090	105049180
2657	"gene-Crls1"	"Crls1"	chrNC_000068.8	+	132703128	132703214	132691785	132691923	132704254	132704323
2658	"gene-Crls1"	"Crls1"	chrNC_000068.8	+	132704254	132704323	132691785	132691923	132706009	132706101
2665	"gene-Katnal1"	"Katnal1"	chrNC_000071.7	-	148828438	148828509	148825688	148825823	148829319	148829478
2666	"gene-Katnal1"	"Katnal1"	chrNC_000071.7	-	148828438	148828565	148825688	148825823	148829319	148829478
2667	"gene-Katnal1"	"Katnal1"	chrNC_000071.7	-	148829319	148829478	148828438	148828565	148830492	148830598
2677	"gene-Btf3l4"	"Btf3l4"	chrNC_000070.7	-	108689609	108689648	108687710	108687780	108690339	108690770
2680	"gene-Mctp1"	"Mctp1"	chrNC_000079.7	+	76789830	76789945	76530480	76533370	76836606	76836749
2682	"gene-Mctp1"	"Mctp1"	chrNC_000079.7	+	76879889	76879928	76871786	76871898	76889412	76889472
2684	"gene-Mctp1"	"Mctp1"	chrNC_000079.7	+	76889412	76889472	76871786	76871898	76905104	76905275
2686	"gene-Mctp1"	"Mctp1"	chrNC_000079.7	+	77176740	77176838	77172901	77173011	77177998	77181396
2687	"gene-Mctp1"	"Mctp1"	chrNC_000079.7	+	77176816	77176838	77172901	77173011	77177998	77181396
2688	"gene-Map1lc3b"	"Map1lc3b"	chrNC_000074.7	+	122320228	122320284	122317176	122317303	122322724	122322831
2689	"gene-Map1lc3b"	"Map1lc3b"	chrNC_000074.7	+	122320228	122320389	122317176	122317303	122322724	122322831
2694	"gene-Ndor1"	"Ndor1"	chrNC_000068.8	-	25137971	25138066	25134824	25137866	25138133	25138252
2695	"gene-Ndor1"	"Ndor1"	chrNC_000068.8	-	25138643	25138747	25138347	25138497	25138916	25139024
2696	"gene-Ndor1"	"Ndor1"	chrNC_000068.8	-	25138643	25138758	25138347	25138497	25138916	25139024
2701	"gene-Spred1"	"Spred1"	chrNC_000068.8	+	117005824	117005926	117002408	117002567	117007782	117012760
2706	"gene-Cntn4"	"Cntn4"	chrNC_000072.7	+	106414828	106414924	106330565	106330741	106466553	106466751
2714	"gene-Stim1"	"Stim1"	chrNC_000073.7	+	102080091	102080158	102076288	102076524	102084590	102086525
2715	"gene-Stim1"	"Stim1"	chrNC_000073.7	+	102080091	102080482	102076288	102076524	102084590	102086525
2717	"gene-Stim1"	"Stim1"	chrNC_000073.7	+	102082403	102082440	102080091	102080482	102084590	102086525
2718	"gene-Adcy2"	"Adcy2"	chrNC_000079.7	-	68788828	68788936	68779028	68779143	68790575	68790722
2719	"gene-Adcy2"	"Adcy2"	chrNC_000079.7	-	68799986	68800128	68790575	68790722	68805485	68805570
2720	"gene-Adcy2"	"Adcy2"	chrNC_000079.7	-	68799986	68800145	68790575	68790722	68805485	68805570
2721	"gene-Adcy2"	"Adcy2"	chrNC_000079.7	-	68837379	68837464	68826596	68826734	68858111	68858209
2722	"gene-Adcy2"	"Adcy2"	chrNC_000079.7	-	68861176	68861246	68858111	68858209	68868822	68868903
2724	"gene-Trappc11"	"Trappc11"	chrNC_000074.7	-	47982363	47982533	47980994	47981065	47983686	47983912
2728	"gene-Magohb"	"Magohb"	chrNC_000072.7	-	131264998	131265109	131262605	131262688	131266351	131266410
2729	"gene-Magohb"	"Magohb"	chrNC_000072.7	-	131266563	131266723	131266351	131266410	131268703	131268903
2730	"gene-Magohb"	"Magohb"	chrNC_000072.7	-	131266563	131266723	131266351	131266410	131270034	131270207
2732	"gene-Magohb"	"Magohb"	chrNC_000072.7	-	131268703	131268903	131266563	131266723	131270034	131270207
2733	"gene-AW551984"	"AW551984"	chrNC_000075.7	-	39510940	39511116	39510573	39510688	39511234	39511457
2734	"gene-AW551984"	"AW551984"	chrNC_000075.7	-	39512075	39512133	39511763	39511966	39514510	39514607
2739	"gene-Arap1"	"Arap1"	chrNC_000073.7	+	101058320	101058371	101057253	101057336	101058497	101058561
2740	"gene-Arap1"	"Arap1"	chrNC_000073.7	+	101058497	101058561	101057253	101057336	101060126	101060276
2742	"gene-Orc6"	"Orc6"	chrNC_000074.7	+	86027737	86027867	86026260	86026621	86029990	86030080
2743	"gene-Orc6"	"Orc6"	chrNC_000074.7	+	86029424	86029588	86026260	86026621	86029990	86030080
2744	"gene-Orc6"	"Orc6"	chrNC_000074.7	+	86029424	86029588	86027737	86027867	86029990	86030080
2746	"gene-Stard10"	"Stard10"	chrNC_000073.7	+	100991704	100991852	100970920	100971240	100992390	100992494
2747	"gene-Stard10"	"Stard10"	chrNC_000073.7	+	100992390	100992494	100970920	100971240	100993123	100993241
2748	"gene-Stard10"	"Stard10"	chrNC_000073.7	+	100992390	100992494	100970920	100971240	100994841	100994894
2749	"gene-Stard10"	"Stard10"	chrNC_000073.7	+	100993123	100993241	100970920	100971240	100994841	100994894
2750	"gene-Stard10"	"Stard10"	chrNC_000073.7	+	100993123	100993241	100970920	100971240	100995098	100995519
2751	"gene-Stard10"	"Stard10"	chrNC_000073.7	+	100993123	100993241	100992390	100992494	100994841	100994894
2752	"gene-Stard10"	"Stard10"	chrNC_000073.7	+	100994841	100994894	100970920	100971240	100995098	100995519
2753	"gene-Stard10"	"Stard10"	chrNC_000073.7	+	100994841	100994894	100993123	100993241	100995098	100995519
2755	"gene-Fchsd2"	"Fchsd2"	chrNC_000073.7	+	100826350	100826427	100788357	100788403	100835594	100835739
2757	"gene-Fchsd2"	"Fchsd2"	chrNC_000073.7	+	100846086	100846141	100840873	100841007	100847687	100847816
2758	"gene-Fchsd2"	"Fchsd2"	chrNC_000073.7	+	100893327	100893423	100883078	100883201	100899651	100899768
2760	"gene-Fchsd2"	"Fchsd2"	chrNC_000073.7	+	100908818	100908980	100902736	100902841	100920776	100920911
2761	"gene-Fchsd2"	"Fchsd2"	chrNC_000073.7	+	100925824	100925908	100920776	100920911	100926032	100926210
2762	"gene-Clk3"	"Clk3"	chrNC_000075.7	-	57659019	57659110	57657903	57658404	57659397	57659477
2765	"gene-Flywch2"	"Flywch2"	chrNC_000083.7	-	23998601	23999030	23995889	23996073	24004974	24005055
2767	"gene-Kcne3"	"Kcne3"	chrNC_000073.7	+	99830342	99830481	99827889	99827973	99833344	99834076
2768	"gene-Kcne3"	"Kcne3"	chrNC_000073.7	+	99830357	99830481	99827889	99827973	99833344	99834076
2769	"gene-Kcne3"	"Kcne3"	chrNC_000073.7	+	99831888	99832030	99830342	99830481	99833344	99834076
2770	"gene-Kcne3"	"Kcne3"	chrNC_000073.7	+	99831888	99832281	99830357	99830481	99833344	99834076
2771	"gene-Kcne3"	"Kcne3"	chrNC_000073.7	+	99831939	99832030	99830342	99830481	99833344	99834076
2772	"gene-Chrdl2"	"Chrdl2"	chrNC_000073.7	+	99666184	99666297	99655610	99655854	99670094	99670188
2773	"gene-Xrra1"	"Xrra1"	chrNC_000073.7	+	99516553	99516651	99511496	99511564	99520488	99520664
2775	"gene-Nfe2l3"	"Nfe2l3"	chrNC_000072.7	+	51427946	51428123	51409648	51410393	51433573	51433657
2776	"gene-Nfe2l3"	"Nfe2l3"	chrNC_000072.7	+	51433573	51433657	51427946	51428123	51434209	51435752
2778	"gene-Chchd2"	"Chchd2"	chrNC_000071.7	-	129911269	129911420	129910001	129910237	129912774	129913024
2779	"gene-Chchd2"	"Chchd2"	chrNC_000071.7	-	129912774	129913024	129911269	129911420	129916038	129916311
2780	"gene-Dgat2"	"Dgat2"	chrNC_000073.7	-	98818904	98819033	98808039	98808244	98831598	98831920
2781	"gene-Dgat2"	"Dgat2"	chrNC_000073.7	-	98818904	98819033	98814288	98814396	98831598	98831920
2782	"gene-Thap12"	"Thap12"	chrNC_000073.7	+	98356203	98356324	98352254	98352685	98359332	98359440
2784	"gene-Thap12"	"Thap12"	chrNC_000073.7	+	98359332	98359440	98352254	98352685	98362065	98362102
2785	"gene-Thap12"	"Thap12"	chrNC_000073.7	+	98362065	98362102	98359332	98359440	98364188	98367269
2786	"gene-Thap12"	"Thap12"	chrNC_000073.7	+	98362065	98362160	98359332	98359440	98364188	98367269
2795	"gene-Capn5"	"Capn5"	chrNC_000073.7	-	97811122	97811317	97801018	97801150	97827250	97827481
2797	"gene-Pak1"	"Pak1"	chrNC_000073.7	+	97514678	97514779	97503642	97503856	97515268	97515416
2798	"gene-Pak1"	"Pak1"	chrNC_000073.7	+	97520781	97520819	97515268	97515416	97532678	97532795
2799	"gene-Pak1"	"Pak1"	chrNC_000073.7	+	97532678	97532795	97520781	97520819	97535504	97535679
2800	"gene-Pak1"	"Pak1"	chrNC_000073.7	+	97532678	97532795	97520781	97520819	97538163	97538227
2802	"gene-Pak1"	"Pak1"	chrNC_000073.7	+	97535504	97535679	97520781	97520819	97538163	97538227
2803	"gene-Pak1"	"Pak1"	chrNC_000073.7	+	97535504	97535679	97532678	97532795	97538163	97538227
2804	"gene-Pak1"	"Pak1"	chrNC_000073.7	+	97538163	97538227	97520781	97520819	97547731	97547844
2805	"gene-Pak1"	"Pak1"	chrNC_000073.7	+	97538163	97538227	97535504	97535679	97543171	97543220
2806	"gene-Pak1"	"Pak1"	chrNC_000073.7	+	97543171	97543220	97538163	97538227	97547731	97547844
2807	"gene-Pak1"	"Pak1"	chrNC_000073.7	+	97547731	97547844	97543171	97543220	97549546	97549664
2808	"gene-Pak1"	"Pak1"	chrNC_000073.7	+	97549546	97549664	97543171	97543220	97552843	97552943
2809	"gene-Grik3"	"Grik3"	chrNC_000070.7	+	125517273	125517450	125384024	125384738	125526060	125526318
2810	"gene-Grik3"	"Grik3"	chrNC_000070.7	+	125526060	125526318	125517273	125517450	125533073	125533255
2811	"gene-Grik3"	"Grik3"	chrNC_000070.7	+	125535336	125535390	125533073	125533255	125543471	125543645
2813	"gene-Ppan"	"Ppan"	chrNC_000075.7	+	20800633	20800735	20799702	20799873	20800929	20800980
2814	"gene-Tnik"	"Tnik"	chrNC_000069.7	+	28413139	28413205	28317361	28317848	28548115	28548172
2815	"gene-Tnik"	"Tnik"	chrNC_000069.7	+	28593562	28593653	28587036	28587147	28596116	28596247
2816	"gene-Tnik"	"Tnik"	chrNC_000069.7	+	28625015	28625082	28618223	28618399	28631517	28631722
2820	"gene-Nars2"	"Nars2"	chrNC_000073.7	+	96622688	96622769	96608877	96609018	96652004	96652099
2822	"gene-Nars2"	"Nars2"	chrNC_000073.7	+	96672824	96672957	96622688	96622769	96680544	96680643
2828	"gene-Rab4a"	"Rab4a"	chrNC_000074.7	+	124554062	124554177	124550552	124550633	124555734	124555797
2829	"gene-Rab4a"	"Rab4a"	chrNC_000074.7	+	124555734	124555797	124550552	124550633	124556971	124557126
2830	"gene-Rab4a"	"Rab4a"	chrNC_000074.7	+	124555734	124555797	124550552	124550633	124557009	124557126
2831	"gene-Rab4a"	"Rab4a"	chrNC_000074.7	+	124559541	124559637	124556971	124557126	124560753	124560886
2833	"gene-Tenm4"	"Tenm4"	chrNC_000073.7	+	96004562	96004618	95858981	95859616	96199218	96199506
2834	"gene-Tenm4"	"Tenm4"	chrNC_000073.7	+	96004562	96004618	95859843	95859977	96085966	96086065
2835	"gene-Tenm4"	"Tenm4"	chrNC_000073.7	+	96004562	96004618	95860843	95861197	96085966	96086065
2836	"gene-Tenm4"	"Tenm4"	chrNC_000073.7	+	96085966	96086065	95859200	95859616	96199218	96199506
2837	"gene-Tenm4"	"Tenm4"	chrNC_000073.7	+	96085966	96086065	96004562	96004618	96145450	96145547
2839	"gene-Tenm4"	"Tenm4"	chrNC_000073.7	+	96145450	96145547	96004562	96004618	96199218	96199506
2843	"gene-Tenm4"	"Tenm4"	chrNC_000073.7	+	96353132	96353368	96343976	96344232	96378555	96378732
2844	"gene-Tenm4"	"Tenm4"	chrNC_000073.7	+	96353132	96353368	96343976	96344232	96384891	96385106
2845	"gene-Tenm4"	"Tenm4"	chrNC_000073.7	+	96378555	96378732	96343976	96344232	96384891	96385106
2846	"gene-Tenm4"	"Tenm4"	chrNC_000073.7	+	96378555	96378732	96353132	96353368	96384891	96385106
2849	"gene-Trmt6"	"Trmt6"	chrNC_000068.8	-	132650123	132650209	132648816	132648919	132650580	132650936
2850	"gene-Trmt6"	"Trmt6"	chrNC_000068.8	-	132653967	132654095	132652908	132653018	132657550	132657957
2851	"gene-Trmt6"	"Trmt6"	chrNC_000068.8	-	132653967	132654095	132652908	132653018	132657723	132657784
2852	"gene-Letm1"	"Letm1"	chrNC_000071.7	-	33918066	33918270	33909835	33909955	33918923	33919061
2853	"gene-Letm1"	"Letm1"	chrNC_000071.7	-	33926704	33927155	33919802	33919946	33935951	33936012
2856	"gene-Hectd1"	"Hectd1"	chrNC_000078.7	-	51809206	51809329	51807796	51807953	51810809	51810937
2859	"gene-Hectd1"	"Hectd1"	chrNC_000078.7	-	51821433	51821573	51820609	51820933	51823278	51823413
2860	"gene-Hectd1"	"Hectd1"	chrNC_000078.7	-	51823278	51823413	51821433	51821573	51829264	51829367
2861	"gene-Hectd1"	"Hectd1"	chrNC_000078.7	-	51845436	51845551	51844619	51844794	51847497	51847596
2862	"gene-Hectd1"	"Hectd1"	chrNC_000078.7	-	51853144	51853379	51850451	51850679	51874134	51874296
2863	"gene-Hectd1"	"Hectd1"	chrNC_000078.7	-	51874134	51874296	51853144	51853379	51875985	51876160
