ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
2597	"gene-Ssbp2"	"Ssbp2"	chrNC_000079.7	+	91790420	91790510	91812236	91812296	91752396	91752574	91817794	91817861
2598	"gene-Ssbp2"	"Ssbp2"	chrNC_000079.7	+	91841149	91841178	91842137	91842236	91838978	91839057	91848784	91849364
2599	"gene-Tor1aip2"	"Tor1aip2"	chrNC_000067.7	+	155916820	155916880	155927039	155927369	155911462	155911666	155935156	155935333
2600	"gene-Mgat5"	"Mgat5"	chrNC_000067.7	+	127177526	127177576	127200543	127200600	127132704	127133164	127234373	127234753
2601	"gene-Stra6l"	"Stra6l"	chrNC_000070.7	+	45864872	45865003	45866174	45866295	45859935	45860036	45867203	45867249
2602	"gene-Fgd4"	"Fgd4"	chrNC_000082.7	-	16253804	16253930	16254396	16254489	16243630	16243771	16254873	16254904
2603	"gene-Pias4"	"Pias4"	chrNC_000076.7	-	80993766	80993851	80999618	81000024	80993484	80993526	81003518	81003554
2604	"gene-P4ha2"	"P4ha2"	chrNC_000077.7	+	54017063	54017123	54017171	54017237	54016588	54016642	54019873	54019942
2605	"gene-Ndufs1"	"Ndufs1"	chrNC_000067.7	-	63203888	63204019	63204107	63204189	63202825	63203011	63205449	63205526
2606	"gene-Ndufs1"	"Ndufs1"	chrNC_000067.7	-	63203888	63204054	63204107	63204189	63202825	63203011	63205449	63205526
2607	"gene-Ndufs1"	"Ndufs1"	chrNC_000067.7	-	63204107	63204189	63205449	63205526	63203888	63204019	63208387	63208495
2608	"gene-Ndufs1"	"Ndufs1"	chrNC_000067.7	-	63205449	63205526	63208387	63208495	63204107	63204189	63209208	63209300
2609	"gene-Ndufs1"	"Ndufs1"	chrNC_000067.7	-	63208387	63208495	63209208	63209300	63205449	63205526	63210007	63210073
2610	"gene-Ndufs1"	"Ndufs1"	chrNC_000067.7	-	63209208	63209300	63210007	63210073	63208387	63208495	63215586	63215676
2611	"gene-1600020E01Rik"	"1600020E01Rik"	chrNC_000072.7	+	86509174	86509289	86540413	86540519	86504872	86504956	86541257	86541431
2612	"gene-Ildr2"	"Ildr2"	chrNC_000067.7	+	166118984	166119041	166123320	166123497	166098067	166098187	166131070	166131184
2613	"gene-Ildr2"	"Ildr2"	chrNC_000067.7	+	166122159	166122306	166131070	166131184	166098067	166098187	166135288	166135502
2614	"gene-Ildr2"	"Ildr2"	chrNC_000067.7	+	166122159	166122306	166131070	166131184	166118984	166119041	166135288	166135502
2615	"gene-Vps26a"	"Vps26a"	chrNC_000076.7	-	62306838	62306914	62316336	62316486	62305679	62305836	62322436	62322584
2616	"gene-Lingo2"	"Lingo2"	chrNC_000070.7	-	35765049	35765156	35855443	35855521	35696777	35710013	35890025	35890183
2617	"gene-Lingo2"	"Lingo2"	chrNC_000070.7	-	35765049	35765156	35886320	35886411	35696777	35710013	35890025	35890183
2618	"gene-Lingo2"	"Lingo2"	chrNC_000070.7	-	35855443	35855521	35886320	35886411	35696777	35710013	35890025	35890183
2619	"gene-Lingo2"	"Lingo2"	chrNC_000070.7	-	35890025	35890183	35967853	35967937	35696777	35710013	36056641	36056804
2620	"gene-Lingo2"	"Lingo2"	chrNC_000070.7	-	36056641	36056804	36122140	36122180	35890025	35890183	36136453	36136486
2621	"gene-Lingo2"	"Lingo2"	chrNC_000070.7	-	36259856	36259936	36409700	36409783	36056641	36056804	36437506	36437586
2622	"gene-Lingo2"	"Lingo2"	chrNC_000070.7	-	36279206	36279316	36339565	36339630	36259856	36259936	36437506	36437586
2623	"gene-Lingo2"	"Lingo2"	chrNC_000070.7	-	36279206	36279316	36409700	36409783	36259856	36259936	36437506	36437586
2624	"gene-Lingo2"	"Lingo2"	chrNC_000070.7	-	36339565	36339630	36409700	36409783	36259856	36259936	36437506	36437586
2625	"gene-Pdcd2l"	"Pdcd2l"	chrNC_000073.7	-	33895490	33895551	33895696	33895863	33892160	33892531	33895960	33896095
2626	"gene-Klhl18"	"Klhl18"	chrNC_000075.7	-	110275741	110275940	110279787	110279928	110267965	110268126	110284424	110284555
2627	"gene-Nit1"	"Nit1"	chrNC_000067.7	-	171171631	171171735	171171855	171172107	171171261	171171395	171172481	171172568
2628	"gene-Nit1"	"Nit1"	chrNC_000067.7	-	171171855	171172107	171172481	171172568	171171261	171171395	171172758	171173209
2629	"gene-Kcnt1"	"Kcnt1"	chrNC_000068.8	+	25790900	25791068	25791220	25791370	25790383	25790492	25791763	25792002
2630	"gene-Kcnt1"	"Kcnt1"	chrNC_000068.8	+	25798056	25798168	25798190	25798341	25797527	25797662	25799216	25799318
2631	"gene-Ext2"	"Ext2"	chrNC_000068.8	-	93650374	93650494	93651954	93652026	93643743	93644309	93652731	93652913
2632	"gene-Arl6ip6"	"Arl6ip6"	chrNC_000068.8	+	53084295	53084349	53092930	53093063	53082095	53082534	53107306	53109233
2633	"gene-Phf14"	"Phf14"	chrNC_000072.7	+	11941428	11941573	11953286	11953446	11926725	11926836	11961548	11961660
2634	"gene-Phf14"	"Phf14"	chrNC_000072.7	+	12039209	12044489	12045583	12045763	12006983	12007105	12047825	12047943
2635	"gene-Phf14"	"Phf14"	chrNC_000072.7	+	12044463	12044489	12045583	12045763	12006983	12007105	12047825	12047943
2636	"gene-Phf14"	"Phf14"	chrNC_000072.7	+	12045583	12045763	12047123	12047153	12039209	12044489	12047825	12047943
2637	"gene-Phf14"	"Phf14"	chrNC_000072.7	+	12045648	12045763	12047123	12047153	12044463	12044489	12047825	12047943
2638	"gene-Mrps24"	"Mrps24"	chrNC_000077.7	-	5657297	5657409	5657486	5657555	5653981	5654732	5657623	5657701
2639	"gene-Tmco6"	"Tmco6"	chrNC_000084.7	+	36871414	36871500	36871680	36871797	36871053	36871253	36872005	36872117
2640	"gene-Rnasel"	"Rnasel"	chrNC_000067.7	+	153629352	153630959	153631696	153631782	153628590	153628693	153634128	153634334
2641	"gene-Rnasel"	"Rnasel"	chrNC_000067.7	+	153629380	153630959	153631696	153631782	153628590	153628693	153634128	153634334
2642	"gene-Serpine2"	"Serpine2"	chrNC_000067.7	-	79794444	79794672	79798993	79799274	79788270	79788468	79836227	79836382
2643	"gene-Ssb"	"Ssb"	chrNC_000068.8	+	69697795	69697896	69699122	69699194	69697615	69697723	69699485	69699525
2644	"gene-Ssb"	"Ssb"	chrNC_000068.8	+	69697795	69697896	69699122	69699194	69697615	69697723	69700223	69700364
2645	"gene-Ssb"	"Ssb"	chrNC_000068.8	+	69699122	69699194	69699485	69699525	69697795	69697896	69700223	69700364
2646	"gene-Dtnbp1"	"Dtnbp1"	chrNC_000079.7	-	45084471	45084627	45100340	45105856	45076624	45076768	45106647	45106670
2647	"gene-Dtnbp1"	"Dtnbp1"	chrNC_000079.7	-	45084471	45084627	45106647	45106670	45076624	45076768	45123521	45123654
2648	"gene-Dtnbp1"	"Dtnbp1"	chrNC_000079.7	-	45106647	45106670	45123521	45123654	45084471	45084627	45136216	45136349
2649	"gene-Dtnbp1"	"Dtnbp1"	chrNC_000079.7	-	45123521	45123654	45136216	45136349	45106647	45106670	45139510	45139571
2650	"gene-Oscp1"	"Oscp1"	chrNC_000070.7	+	125958742	125958772	125967597	125967752	125949435	125952585	125970509	125970677
2651	"gene-Grm5"	"Grm5"	chrNC_000073.7	+	87235722	87235926	87251553	87252409	87233211	87233748	87453022	87453272
2652	"gene-Mir9-3hg"	"Mir9-3hg"	chrNC_000073.7	+	79173664	79173724	79177510	79177617	79149773	79149998	79180933	79184151
2653	"gene-Phf20"	"Phf20"	chrNC_000068.8	+	156093695	156093867	156106200	156106280	156065254	156065369	156109074	156109462
2654	"gene-Phf20"	"Phf20"	chrNC_000068.8	+	156096145	156096230	156106200	156106280	156093695	156093867	156109074	156109462
2655	"gene-Phf20"	"Phf20"	chrNC_000068.8	+	156096145	156096230	156109074	156109462	156093695	156093867	156114461	156114575
2656	"gene-Phf20"	"Phf20"	chrNC_000068.8	+	156129720	156129999	156134385	156134484	156118408	156118588	156135333	156135498
2657	"gene-Cope"	"Cope"	chrNC_000074.7	+	70760599	70760653	70761144	70761226	70759148	70759301	70762985	70763141
2658	"gene-Casp8"	"Casp8"	chrNC_000067.7	+	58837786	58837855	58843157	58843273	58834552	58834897	58863073	58863406
2659	"gene-Casp8"	"Casp8"	chrNC_000067.7	+	58843157	58843273	58849101	58849159	58841666	58841852	58863073	58863406
2660	"gene-Khdrbs2"	"Khdrbs2"	chrNC_000067.7	+	32658251	32658334	32683173	32683232	32511647	32511846	32696524	32696696
2661	"gene-Mov10"	"Mov10"	chrNC_000069.7	-	104707013	104707111	104707261	104707365	104706707	104706924	104707590	104707749
2662	"gene-Ppp1r12b"	"Ppp1r12b"	chrNC_000067.7	-	134797805	134797988	134800005	134800048	134793515	134793698	134800544	134800670
2663	"gene-Ppp1r12b"	"Ppp1r12b"	chrNC_000067.7	-	134824080	134824199	134830115	134830246	134821087	134821247	134883229	134883678
2664	"gene-Smyd2"	"Smyd2"	chrNC_000067.7	-	189629619	189629680	189632014	189632125	189628767	189628892	189642047	189642111
2665	"gene-Tut1"	"Tut1"	chrNC_000085.7	+	8936450	8936766	8939707	8940186	8932750	8932941	8941383	8941493
2666	"gene-Tut1"	"Tut1"	chrNC_000085.7	+	8937106	8937207	8939707	8940186	8936450	8936766	8941383	8941493
2667	"gene-Sctr"	"Sctr"	chrNC_000067.7	+	119971037	119971151	119971180	119971278	119964064	119964168	119972360	119972493
2668	"gene-Tecr"	"Tecr"	chrNC_000074.7	-	84299177	84299221	84299309	84299382	84299026	84299084	84299469	84299575
2669	"gene-Tecr"	"Tecr"	chrNC_000074.7	-	84300039	84300084	84300499	84300551	84299848	84299952	84301106	84301157
2670	"gene-Dap3"	"Dap3"	chrNC_000069.7	-	88834317	88834377	88835515	88835674	88832600	88832718	88835753	88835834
2671	"gene-Dap3"	"Dap3"	chrNC_000069.7	-	88840871	88840973	88843455	88843560	88838218	88838327	88850081	88850135
2672	"gene-Dap3"	"Dap3"	chrNC_000069.7	-	88840871	88840973	88850081	88850135	88838218	88838327	88857174	88857288
2673	"gene-Xrn2"	"Xrn2"	chrNC_000068.8	+	146868300	146868359	146868434	146868524	146867114	146867226	146869226	146869299
2674	"gene-Xrn2"	"Xrn2"	chrNC_000068.8	+	146871646	146871704	146871788	146871896	146871414	146871548	146876773	146876818
2675	"gene-Clk1"	"Clk1"	chrNC_000067.7	-	58453748	58453843	58456425	58456542	58453530	58453660	58458825	58458892
2676	"gene-Ttc27"	"Ttc27"	chrNC_000083.7	+	75077237	75077351	75084638	75084734	75058056	75058123	75087777	75087900
2677	"gene-Ttc27"	"Ttc27"	chrNC_000083.7	+	75106178	75106406	75136486	75136585	75087777	75087900	75142327	75142380
2678	"gene-Ttc27"	"Ttc27"	chrNC_000083.7	+	75136486	75136585	75142327	75142380	75106178	75106406	75147293	75147459
2679	"gene-Emc4"	"Emc4"	chrNC_000068.8	-	112195123	112195355	112197677	112197861	112194496	112194650	112198163	112198323
2680	"gene-Emc4"	"Emc4"	chrNC_000068.8	-	112195123	112195355	112197746	112197861	112194496	112194650	112198163	112198323
2681	"gene-Clta"	"Clta"	chrNC_000070.7	+	44019873	44019991	44025448	44025560	44018812	44018850	44030214	44030268
2682	"gene-Clta"	"Clta"	chrNC_000070.7	+	44025448	44025560	44030214	44030268	44019873	44019991	44031399	44031435
2683	"gene-Clta"	"Clta"	chrNC_000070.7	+	44025448	44025560	44030214	44030268	44019873	44019991	44031426	44031435
2684	"gene-Clta"	"Clta"	chrNC_000070.7	+	44025448	44025560	44030214	44030268	44019873	44019991	44032400	44032846
2685	"gene-Clta"	"Clta"	chrNC_000070.7	+	44030214	44030268	44031399	44031435	44025448	44025560	44032400	44032846
2686	"gene-Clta"	"Clta"	chrNC_000070.7	+	44030214	44030268	44031426	44031435	44025448	44025560	44032400	44032846
2687	"gene-Dcaf8"	"Dcaf8"	chrNC_000067.7	+	171976815	171976888	171993414	171993485	171975634	171975735	171999895	172000548
2688	"gene-Dcaf8"	"Dcaf8"	chrNC_000067.7	+	172014421	172014479	172014919	172015027	172013862	172013935	172016505	172016636
2689	"gene-Dcaf8"	"Dcaf8"	chrNC_000067.7	+	172014919	172015027	172016505	172016636	172014421	172014479	172020084	172020204
2690	"gene-Dcaf8"	"Dcaf8"	chrNC_000067.7	+	172016505	172016636	172020084	172020204	172014919	172015027	172021351	172021468
2691	"gene-Dcaf17"	"Dcaf17"	chrNC_000068.8	+	70903464	70903543	70905790	70905880	70893702	70893839	70908403	70908508
2692	"gene-Gm29260"	"Gm29260"	chrNC_000067.7	+	41796723	41796802	41934730	41934870	41782191	41782930	41935408	41935540
2693	"gene-Gm29260"	"Gm29260"	chrNC_000067.7	+	41876351	41876538	41939598	41940328	41782182	41782930	41959068	41959181
2694	"gene-Gm29260"	"Gm29260"	chrNC_000067.7	+	41935408	41935540	41936519	41936691	41934730	41934870	41953583	41953664
2695	"gene-Gm29260"	"Gm29260"	chrNC_000067.7	+	41935408	41935540	41936519	41936691	41934730	41934870	41959068	41959181
2696	"gene-Gm29260"	"Gm29260"	chrNC_000067.7	+	41936519	41936691	41953583	41953664	41935408	41935540	41959068	41959181
2697	"gene-Gm29260"	"Gm29260"	chrNC_000067.7	+	41939598	41940328	41953583	41953664	41936519	41936691	41959068	41959181
2698	"gene-Sergef"	"Sergef"	chrNC_000073.7	-	46165091	46165128	46240030	46240197	46092591	46092959	46264041	46264200
2699	"gene-Sergef"	"Sergef"	chrNC_000073.7	-	46240030	46240197	46264041	46264200	46165091	46165128	46268119	46268182
2700	"gene-Sergef"	"Sergef"	chrNC_000073.7	-	46240030	46240197	46264041	46264200	46165091	46165128	46270984	46271098
2701	"gene-Sergef"	"Sergef"	chrNC_000073.7	-	46264041	46264200	46268119	46268182	46240030	46240197	46270984	46271098
2702	"gene-Sergef"	"Sergef"	chrNC_000073.7	-	46270984	46271098	46282083	46282178	46264041	46264200	46283178	46283334
2703	"gene-Evl"	"Evl"	chrNC_000078.7	+	108614573	108614742	108619180	108619358	108520978	108521472	108639547	108639611
2704	"gene-Evl"	"Evl"	chrNC_000078.7	+	108619180	108619358	108639547	108639611	108614573	108614742	108640665	108640724
2705	"gene-Gdap2"	"Gdap2"	chrNC_000069.7	+	100089992	100090069	100093885	100094045	100085549	100085638	100095189	100095349
2706	"gene-Gdap2"	"Gdap2"	chrNC_000069.7	+	100093923	100094045	100095189	100095349	100089992	100090069	100098201	100098278
2707	"gene-Sox5"	"Sox5"	chrNC_000072.7	-	143819698	143819876	143853112	143853259	143807109	143807255	143887076	143887162
2708	"gene-Sox5"	"Sox5"	chrNC_000072.7	-	143853112	143853259	143887076	143887162	143819698	143819876	143906522	143906643
2709	"gene-Sox5"	"Sox5"	chrNC_000072.7	-	144062169	144062380	144100717	144100949	143986994	143987081	144155056	144155294
2710	"gene-Grik4"	"Grik4"	chrNC_000075.7	-	42502645	42502849	42509149	42509257	42477594	42477708	42533354	42533459
2711	"gene-Grik4"	"Grik4"	chrNC_000075.7	-	42599228	42599393	42719788	42719920	42586508	42586606	42730165	42730270
2712	"gene-Grik4"	"Grik4"	chrNC_000075.7	-	42719788	42719920	42730165	42730270	42599228	42599393	42855622	42856296
2713	"gene-Sh3glb2"	"Sh3glb2"	chrNC_000068.8	-	30238566	30238629	30239237	30239249	30237092	30237116	30240299	30240392
2714	"gene-Wipf3"	"Wipf3"	chrNC_000072.7	+	54465992	54466094	54473464	54473541	54464892	54465015	54477977	54480753
2715	"gene-Brinp3"	"Brinp3"	chrNC_000067.7	+	146440202	146440268	146536691	146536801	146390405	146390691	146558313	146558504
2716	"gene-Azi2"	"Azi2"	chrNC_000075.7	+	117888687	117888734	117890517	117890585	117888124	117888243	117890781	117892648
2717	"gene-Lmo2"	"Lmo2"	chrNC_000068.8	+	103799582	103799647	103800455	103800605	103788308	103788428	103800837	103801057
2718	"gene-Grb10"	"Grb10"	chrNC_000077.7	-	11904743	11904908	11907751	11907826	11901502	11901659	11917531	11917685
2719	"gene-Tmem241"	"Tmem241"	chrNC_000084.7	-	12180621	12180691	12191982	12192017	12176270	12176364	12197260	12197296
2720	"gene-Tmem241"	"Tmem241"	chrNC_000084.7	-	12207674	12207700	12217048	12217126	12203136	12203188	12237155	12237237
2721	"gene-Tmem241"	"Tmem241"	chrNC_000084.7	-	12207674	12207700	12217048	12217126	12203136	12203188	12246451	12246529
2722	"gene-Tmem241"	"Tmem241"	chrNC_000084.7	-	12217048	12217126	12237155	12237237	12207674	12207700	12246451	12246529
2723	"gene-Tmem241"	"Tmem241"	chrNC_000084.7	-	12237155	12237237	12246451	12246529	12217048	12217126	12251460	12251507
2724	"gene-Tmem241"	"Tmem241"	chrNC_000084.7	-	12237155	12237237	12246451	12246529	12217048	12217126	12254437	12254522
2725	"gene-Mok"	"Mok"	chrNC_000078.7	-	110792871	110792946	110800559	110800674	110781564	110781643	110807179	110807372
2726	"gene-Mok"	"Mok"	chrNC_000078.7	-	110792875	110792946	110800559	110800674	110781564	110781643	110807179	110807372
2727	"gene-Parn"	"Parn"	chrNC_000082.7	-	13384433	13384602	13420891	13420966	13358918	13359112	13424011	13424098
2728	"gene-Parn"	"Parn"	chrNC_000082.7	-	13458116	13458194	13465106	13465163	13449393	13449437	13466282	13466363
2729	"gene-Parn"	"Parn"	chrNC_000082.7	-	13465106	13465163	13466282	13466363	13458116	13458194	13468498	13468541
2730	"gene-Nfs1"	"Nfs1"	chrNC_000068.8	-	155974552	155974646	155976325	155976478	155973572	155973707	155981648	155981732
2731	"gene-Nfs1"	"Nfs1"	chrNC_000068.8	-	155981648	155981732	155984045	155984162	155974552	155974646	155985286	155985378
2732	"gene-Rnf215"	"Rnf215"	chrNC_000077.7	+	4089934	4090078	4090297	4090400	4089738	4089858	4090486	4091177
2733	"gene-Tarbp2"	"Tarbp2"	chrNC_000081.7	+	102427556	102427726	102428909	102429012	102426750	102427037	102429555	102429648
2734	"gene-Tarbp2"	"Tarbp2"	chrNC_000081.7	+	102427556	102427726	102428909	102429012	102427160	102427279	102429572	102429648
2735	"gene-Ccser1"	"Ccser1"	chrNC_000072.7	+	61615422	61615497	61695128	61695212	61547653	61547861	61787614	61787692
2736	"gene-Ranbp10"	"Ranbp10"	chrNC_000074.7	-	106513258	106513426	106532163	106532216	106508911	106508934	106552709	106552821
2737	"gene-Tmem87a"	"Tmem87a"	chrNC_000068.8	-	120193359	120193421	120193842	120193916	120190519	120190575	120199724	120199828
2738	"gene-Tmem87a"	"Tmem87a"	chrNC_000068.8	-	120204391	120204460	120204968	120205040	120202004	120202113	120205899	120205993
2739	"gene-Tmem87a"	"Tmem87a"	chrNC_000068.8	-	120227842	120227928	120233190	120233251	120224842	120224956	120234385	120234512
2740	"gene-Rnf2"	"Rnf2"	chrNC_000067.7	-	151356705	151356890	151358876	151359104	151354287	151354376	151376469	151376562
2741	"gene-Rnf2"	"Rnf2"	chrNC_000067.7	-	151356705	151356890	151359481	151359616	151354287	151354376	151376469	151376562
2742	"gene-Rnf2"	"Rnf2"	chrNC_000067.7	-	151356705	151356890	151363022	151363206	151354287	151354376	151376469	151376562
2743	"gene-Rnf2"	"Rnf2"	chrNC_000067.7	-	151358876	151359104	151359481	151359616	151354287	151354376	151376469	151376562
2744	"gene-Rnf2"	"Rnf2"	chrNC_000067.7	-	151358876	151359104	151363022	151363206	151354287	151354376	151376469	151376562
2745	"gene-Rnf2"	"Rnf2"	chrNC_000067.7	-	151359481	151359616	151363022	151363206	151354287	151354376	151376469	151376562
2746	"gene-Ncoa2"	"Ncoa2"	chrNC_000067.7	-	13295490	13295649	13327106	13327283	13294832	13294937	13356192	13356249
2747	"gene-Ncoa2"	"Ncoa2"	chrNC_000067.7	-	13356192	13356249	13369886	13369946	13294832	13294937	13380968	13381068
2748	"gene-Snx6"	"Snx6"	chrNC_000078.7	-	54803820	54803860	54807183	54807259	54801074	54801161	54810404	54810510
2749	"gene-Snx6"	"Snx6"	chrNC_000078.7	-	54807183	54807259	54810404	54810510	54803820	54803860	54812368	54812464
2750	"gene-Snx6"	"Snx6"	chrNC_000078.7	-	54817503	54817625	54830187	54830298	54814803	54814927	54830799	54830904
2751	"gene-Dedd"	"Dedd"	chrNC_000067.7	+	171158074	171158175	171158820	171158853	171157212	171157260	171165819	171166208
2752	"gene-Dedd"	"Dedd"	chrNC_000067.7	+	171158074	171158175	171158824	171158853	171157212	171157260	171165819	171166208
2753	"gene-Gnas"	"Gnas"	chrNC_000068.8	+	174170159	174172227	174176004	174176077	174169900	174169924	174183602	174183722
2754	"gene-Gnas"	"Gnas"	chrNC_000068.8	+	174176004	174176077	174183602	174183722	174169900	174172227	174184992	174185090
2755	"gene-Gnas"	"Gnas"	chrNC_000068.8	+	174183442	174183500	174183602	174183722	174176004	174176077	174184992	174185090
2756	"gene-Gnas"	"Gnas"	chrNC_000068.8	+	174183445	174183500	174183602	174183722	174176004	174176077	174184992	174185090
2757	"gene-Gnas"	"Gnas"	chrNC_000068.8	+	174187441	174187572	174187782	174187850	174187175	174187355	174188034	174188537
2758	"gene-Rab40c"	"Rab40c"	chrNC_000083.7	-	26109611	26109672	26110259	26110320	26104048	26104126	26138338	26138523
2759	"gene-Rab40c"	"Rab40c"	chrNC_000083.7	-	26110259	26110320	26138338	26138523	26109611	26109672	26138625	26138688
2760	"gene-Nqo2"	"Nqo2"	chrNC_000079.7	+	34150027	34150109	34152172	34152260	34148723	34148783	34156294	34156459
2761	"gene-Nqo2"	"Nqo2"	chrNC_000079.7	+	34165407	34165521	34166430	34166532	34163514	34163645	34169298	34172426
2762	"gene-Zkscan1"	"Zkscan1"	chrNC_000071.7	+	138092253	138092401	138095328	138095420	138091181	138091694	138095714	138095841
2763	"gene-Mapkbp1"	"Mapkbp1"	chrNC_000068.8	+	119841482	119841540	119842413	119842584	119841223	119841286	119843073	119843211
2764	"gene-Sntg1"	"Sntg1"	chrNC_000067.7	-	8852986	8853121	8874140	8874194	8752196	8752253	9066770	9066842
2765	"gene-Sntg1"	"Sntg1"	chrNC_000067.7	-	8874140	8874194	9066770	9066842	8852986	8853121	9069409	9069473
2766	"gene-Sntg1"	"Sntg1"	chrNC_000067.7	-	8952384	8952438	9066770	9066842	8874140	8874194	9069409	9069473
2767	"gene-Rasgrp2"	"Rasgrp2"	chrNC_000085.7	+	6453060	6453116	6453461	6453593	6451745	6451893	6454329	6454480
2768	"gene-Rasgrp2"	"Rasgrp2"	chrNC_000085.7	+	6453060	6453116	6453461	6454125	6451745	6451893	6454329	6454480
2769	"gene-Atp2b2"	"Atp2b2"	chrNC_000072.7	-	113774070	113774112	113779446	113779506	113773199	113773358	113782421	113782547
2770	"gene-Invs"	"Invs"	chrNC_000070.7	+	48382104	48382278	48385104	48385272	48307682	48307849	48389958	48390139
2771	"gene-Il15ra"	"Il15ra"	chrNC_000068.8	+	11724823	11724916	11728223	11728421	11723074	11723153	11728906	11728939
2772	"gene-Il15ra"	"Il15ra"	chrNC_000068.8	+	11724823	11724916	11728223	11728421	11723074	11723269	11728906	11728939
2773	"gene-Il15ra"	"Il15ra"	chrNC_000068.8	+	11732573	11732644	11733619	11733752	11728906	11728939	11735381	11735457
2774	"gene-Klhl32"	"Klhl32"	chrNC_000070.7	-	24649539	24650266	24682054	24682235	24632642	24632701	24708952	24709051
2775	"gene-Klhl32"	"Klhl32"	chrNC_000070.7	-	24649539	24650266	24682054	24682270	24632642	24632701	24708952	24709051
2776	"gene-Klhl32"	"Klhl32"	chrNC_000070.7	-	24649539	24650266	24682054	24682235	24632642	24632701	24743857	24743965
2777	"gene-Klhl32"	"Klhl32"	chrNC_000070.7	-	24649539	24650266	24682054	24682270	24632642	24632701	24743857	24743965
2778	"gene-Klhl32"	"Klhl32"	chrNC_000070.7	-	24682054	24682235	24708952	24709051	24649539	24650266	24743857	24743965
2779	"gene-Klhl32"	"Klhl32"	chrNC_000070.7	-	24682054	24682270	24708952	24709051	24649539	24650266	24743857	24743965
2780	"gene-Klhl32"	"Klhl32"	chrNC_000070.7	-	24708952	24709051	24743857	24743965	24649539	24650266	24792616	24792797
2781	"gene-Klhl32"	"Klhl32"	chrNC_000070.7	-	24708952	24709051	24743857	24743965	24682054	24682235	24792616	24792797
2782	"gene-Klhl32"	"Klhl32"	chrNC_000070.7	-	24708952	24709051	24743857	24743965	24682054	24682270	24792616	24792797
2783	"gene-Kcnt2"	"Kcnt2"	chrNC_000067.7	+	140411862	140411971	140435437	140435587	140377933	140378042	140437121	140437351
2784	"gene-Kcnt2"	"Kcnt2"	chrNC_000067.7	+	140450825	140450998	140458490	140458562	140446603	140446709	140461598	140461733
2785	"gene-Marchf7"	"Marchf7"	chrNC_000068.8	+	60062543	60062711	60064242	60065341	60060027	60060223	60067097	60067270
2786	"gene-Tnnt3"	"Tnnt3"	chrNC_000073.7	+	142056476	142056494	142057784	142057802	142055565	142055579	142057986	142058001
2787	"gene-Tnnt3"	"Tnnt3"	chrNC_000073.7	+	142056476	142056494	142057784	142057802	142055565	142055579	142059252	142059267
2788	"gene-Tnnt3"	"Tnnt3"	chrNC_000073.7	+	142057784	142057802	142057986	142058001	142056476	142056494	142059024	142059036
2789	"gene-Tnnt3"	"Tnnt3"	chrNC_000073.7	+	142057784	142057802	142059252	142059267	142056476	142056494	142062071	142062090
2790	"gene-Tnnt3"	"Tnnt3"	chrNC_000073.7	+	142057986	142058001	142059024	142059036	142057784	142057802	142059252	142059267
2791	"gene-Tnnt3"	"Tnnt3"	chrNC_000073.7	+	142059024	142059036	142059252	142059267	142057784	142057802	142062071	142062090
2792	"gene-Tnnt3"	"Tnnt3"	chrNC_000073.7	+	142059024	142059036	142059252	142059267	142057986	142058001	142062071	142062090
2793	"gene-Tnnt3"	"Tnnt3"	chrNC_000073.7	+	142067401	142067442	142068062	142068103	142066268	142066359	142069512	142069746
2794	"gene-Fmnl2"	"Fmnl2"	chrNC_000068.8	+	53018728	53018854	53020423	53020470	53016864	53016988	53021851	53023816
2795	"gene-Fmnl2"	"Fmnl2"	chrNC_000068.8	+	53018728	53018854	53020423	53020517	53016864	53016988	53021851	53023816
2796	"gene-Stk35"	"Stk35"	chrNC_000068.8	+	129643323	129643924	129652407	129653157	129642436	129642766	129669693	129674207
2797	"gene-Acsl3"	"Acsl3"	chrNC_000067.7	+	78638049	78638107	78640857	78640997	78635599	78635820	78659309	78659727
2798	"gene-Acsl3"	"Acsl3"	chrNC_000067.7	+	78640857	78640997	78659309	78659727	78635599	78635820	78665953	78666131
2799	"gene-Acsl3"	"Acsl3"	chrNC_000067.7	+	78659309	78659727	78665953	78666131	78635599	78635820	78667985	78668095
2800	"gene-Acsl3"	"Acsl3"	chrNC_000067.7	+	78659309	78659727	78665953	78666131	78640857	78640997	78667985	78668095
2801	"gene-Phf3"	"Phf3"	chrNC_000067.7	-	30868923	30870640	30876185	30876347	30863290	30863600	30902067	30902244
2802	"gene-Fbxw5"	"Fbxw5"	chrNC_000068.8	+	25391947	25392163	25392412	25392570	25390761	25390898	25392868	25393057
2803	"gene-Fbxw5"	"Fbxw5"	chrNC_000068.8	+	25391947	25392163	25392412	25392570	25390761	25390898	25392882	25393057
2804	"gene-Gabrb3"	"Gabrb3"	chrNC_000073.7	+	57438613	57438696	57461801	57461954	57415171	57415392	57466022	57466267
2805	"gene-Gpr173"	"Gpr173"	chrNC_000086.8	-	151150116	151150265	151150416	151150506	151126593	151130568	151151046	151151714
2806	"gene-Trpc7"	"Trpc7"	chrNC_000079.7	-	56974662	56974786	56979098	56979263	56970237	56970454	57008702	57008885
2807	"gene-Trpc7"	"Trpc7"	chrNC_000079.7	-	56979098	56979263	57008702	57008885	56970237	56970454	57035151	57035929
