ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1111	"gene-Brcc3"	"Brcc3"	chrNC_000086.8	+	74493574	74497607	74493574	74493751	74494289	74497607	1111	11,15,28,17	13,16,8,2	17,13,29,14	22,8,23,9	78	39	0.265480731302525	0.693075209961986	0.297,0.319,0.636,0.81	0.279,0.448,0.387,0.438	0.128
1113	"gene-Dcun1d1"	"Dcun1d1"	chrNC_000069.7	-	35960128	35963428	35960128	35962896	35963340	35963428	1113	5,9,6,13	0,0,1,3	4,7,16,11	0,0,1,0	78	39	0.203231518658093	0.639740870673182	1.0,1.0,0.75,0.684	1.0,1.0,0.889,1.0	-0.114
1116	"gene-Ypel4"	"Ypel4"	chrNC_000068.8	+	84565344	84567309	84565344	84566776	84566982	84567309	1116	32,30,31,24	0,0,2,5	37,38,48,34	1,0,3,0	78	39	0.999202115572178	0.999202115572178	1.0,1.0,0.886,0.706	0.949,1.0,0.889,1.0	-0.061
1122	"gene-Sec62"	"Sec62"	chrNC_000069.7	+	30872648	30875412	30872648	30873085	30873724	30875412	1122	506,420,444,455	11,5,10,7	498,387,558,526	9,5,7,7	78	39	0.346546018627103	0.747072811280315	0.958,0.977,0.957,0.97	0.965,0.975,0.976,0.974	-0.007
1124	"gene-Gm29975"	"Gm29975"	chrNC_000081.7	-	27971447	27971666	27971447	27971491	27971583	27971666	1124	4,6,11,4	1,0,1,0	12,2,4,0	1,0,2,0	78	39	0.528764184568678	0.853961898858587	0.667,1.0,0.846,1.0	0.857,1.0,0.5,NA	0.093
1125	"gene-Gm29975"	"Gm29975"	chrNC_000081.7	-	27971724	27971920	27971724	27971781	27971838	27971920	1125	1,1,3,3	1,1,3,1	0,0,6,2	3,0,4,0	78	39	0.804529985212958	0.999202115572178	0.333,0.333,0.333,0.6	0.0,NA,0.429,1.0	-0.077
1126	"gene-Gm29975"	"Gm29975"	chrNC_000081.7	-	27971762	27995160	27971762	27971920	27972155	27995160	1126	6,6,8,5	0,0,1,1	2,10,4,5	0,0,1,0	78	39	0.691154911904639	0.955526345403513	1.0,1.0,0.8,0.714	1.0,1.0,0.667,1.0	-0.038
1127	"gene-Gm29975"	"Gm29975"	chrNC_000081.7	-	27972155	27995160	27972155	27972798	27972849	27995160	1127	3,5,4,3	2,0,1,0	5,7,12,8	2,4,4,4	78	39	0.11368983529961	0.533375167013538	0.429,1.0,0.667,1.0	0.556,0.467,0.6,0.5	0.243
1128	"gene-Ints2"	"Ints2"	chrNC_000077.7	-	86146848	86147323	86146848	86147155	86147247	86147323	1128	14,18,22,20	3,4,4,6	22,16,25,29	7,4,2,2	78	39	0.318840007161674	0.72901960816243	0.7,0.692,0.733,0.625	0.611,0.667,0.862,0.879	-0.067
1129	"gene-Ints2"	"Ints2"	chrNC_000077.7	-	86146848	86147323	86146848	86147155	86147262	86147323	1129	15,26,26,26	0,0,3,2	25,16,26,32	0,2,0,0	78	39	0.175374508955975	0.626478751660924	1.0,1.0,0.812,0.867	1.0,0.8,1.0,1.0	-0.03
1130	"gene-Ints2"	"Ints2"	chrNC_000077.7	-	86146848	86148420	86146848	86147155	86148029	86148420	1130	19,24,33,22	20,16,22,18	28,23,28,28	12,8,6,15	78	39	0.00875244235276074	0.326195370029739	0.322,0.429,0.429,0.379	0.538,0.59,0.7,0.483	-0.188
1136	"gene-Alpk1"	"Alpk1"	chrNC_000069.7	-	127460366	127464780	127460366	127464520	127464591	127464780	1136	5,1,7,9	0,0,0,0	6,7,12,7	0,0,0,1	78	39	0.234208700100359	0.675487641095855	1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.778	0.055
1137	"gene-Nelfb"	"Nelfb"	chrNC_000068.8	-	25100720	25101501	25100720	25100884	25101113	25101501	1137	10,20,19,12	117,79,72,81	24,23,16,16	95,85,74,96	78	39	0.291699543686586	0.713386617673792	0.041,0.112,0.117,0.069	0.112,0.119,0.098,0.077	-0.017
1139	"gene-Itpripl1"	"Itpripl1"	chrNC_000068.8	-	126980688	126984134	126980688	126983646	126983893	126984134	1139	37,31,49,29	0,0,2,1	38,36,37,34	1,0,2,1	78	39	0.999202115572178	0.999202115572178	1.0,1.0,0.925,0.935	0.95,1.0,0.902,0.944	0.016
1142	"gene-Atp13a2"	"Atp13a2"	chrNC_000070.7	+	140721258	140721702	140721258	140721373	140721622	140721702	1142	15,33,41,15	206,216,226,227	12,13,12,9	211,194,214,270	78	39	0.00652521761030611	0.324133232753245	0.035,0.071,0.083,0.032	0.028,0.032,0.027,0.016	0.03
1143	"gene-Atp13a2"	"Atp13a2"	chrNC_000070.7	+	140721258	140721702	140721258	140721373	140721625	140721702	1143	25,41,47,22	13,14,21,21	20,22,17,16	17,13,15,13	78	39	0.134244083885318	0.578278347510898	0.49,0.594,0.528,0.344	0.37,0.458,0.362,0.381	0.096
1146	"gene-Metap1d"	"Metap1d"	chrNC_000068.8	+	71340084	71341904	71340084	71340234	71341755	71341904	1146	70,62,79,60	26,17,27,27	127,77,105,75	27,11,10,22	78	39	0.0186283917485277	0.347747394684344	0.574,0.646,0.594,0.526	0.702,0.778,0.84,0.63	-0.152
1148	"gene-Pts"	"Pts"	chrNC_000075.7	-	50436452	50437091	50436452	50436584	50436930	50437091	1148	17,30,28,24	2,4,3,3	43,34,42,34	1,5,1,0	78	39	0.0482804654477649	0.448681533992025	0.81,0.789,0.824,0.8	0.956,0.773,0.955,1.0	-0.115
1149	"gene-Pts"	"Pts"	chrNC_000075.7	-	50436561	50437091	50436561	50436584	50436991	50437091	1149	21,35,29,30	1,0,1,1	43,41,39,40	0,0,0,0	78	39	0.011039244317243	0.327812219330967	0.913,1.0,0.935,0.938	1.0,1.0,1.0,1.0	-0.054
1150	"gene-Vps16"	"Vps16"	chrNC_000068.8	+	130282150	130282499	130282150	130282282	130282371	130282499	1150	26,43,45,31	80,89,78,98	50,40,46,52	78,77,76,100	78	39	0.0344363727261662	0.389309898985785	0.14,0.195,0.224,0.137	0.243,0.206,0.232,0.206	-0.048
1151	"gene-Mettl5"	"Mettl5"	chrNC_000068.8	-	69701541	69702125	69701541	69701660	69702075	69702125	1151	2,7,3,4	8,10,14,8	5,7,8,9	15,17,11,13	78	39	0.420229199656443	0.785171611925245	0.111,0.259,0.097,0.2	0.143,0.171,0.267,0.257	-0.043
1158	"gene-Arhgap21"	"Arhgap21"	chrNC_000068.8	-	20857848	20859043	20857848	20857880	20858768	20859043	1158	31,65,62,59	17,15,13,25	52,37,60,78	24,8,18,11	78	39	0.371952087475982	0.759448339362338	0.477,0.684,0.705,0.541	0.52,0.698,0.625,0.78	-0.054
1159	"gene-Arhgap21"	"Arhgap21"	chrNC_000068.8	-	20858768	20859851	20858768	20858792	20859745	20859851	1159	61,67,78,68	2,1,0,1	62,50,63,78	0,0,2,0	78	39	0.325994254356937	0.73408486127809	0.938,0.971,1.0,0.971	1.0,1.0,0.94,1.0	-0.015
1160	"gene-Arhgap21"	"Arhgap21"	chrNC_000068.8	-	20858768	20859851	20858768	20859043	20859745	20859851	1160	41,50,82,45	8,6,9,11	45,49,51,52	12,11,18,10	78	39	0.0327032220937227	0.389309898985785	0.719,0.806,0.82,0.672	0.652,0.69,0.586,0.722	0.092
1162	"gene-Dnai1"	"Dnai1"	chrNC_000070.7	+	41632139	41632488	41632139	41632288	41632388	41632488	1162	0,2,2,1	3,0,0,1	2,1,1,9	2,0,0,1	78	39	0.26479256683207	0.692168270725647	0.0,1.0,1.0,0.333	0.333,1.0,1.0,0.818	-0.205
1163	"gene-Tial1"	"Tial1"	chrNC_000073.7	-	128045530	128045824	128045530	128045670	128045765	128045824	1163	194,272,261,189	14,18,21,12	273,247,257,286	23,11,20,26	78	39	0.68727723150874	0.952808324464952	0.874,0.883,0.861,0.887	0.856,0.918,0.865,0.846	0.005
1164	"gene-Tial1"	"Tial1"	chrNC_000073.7	-	128045765	128046128	128045765	128045824	128046004	128046128	1164	234,304,298,212	9,16,22,16	307,317,330,328	19,13,17,25	78	39	0.802838983376812	0.999202115572178	0.929,0.905,0.871,0.869	0.89,0.924,0.907,0.868	-0.004
1165	"gene-Tial1"	"Tial1"	chrNC_000073.7	-	128048454	128048831	128048454	128048522	128048762	128048831	1165	93,92,142,63	1,2,0,2	111,99,98,123	3,3,4,5	78	39	0.0269762257339263	0.37344186536291	0.979,0.958,1.0,0.94	0.949,0.943,0.925,0.925	0.034
1166	"gene-Tial1"	"Tial1"	chrNC_000073.7	-	128048454	128048831	128048454	128048522	128048765	128048831	1166	95,93,147,68	0,0,0,0	116,101,99,126	4,1,0,0	78	39	0.0400261242524848	0.413736321973371	1.0,1.0,1.0,1.0	0.935,0.981,1.0,1.0	0.021
1167	"gene-Tial1"	"Tial1"	chrNC_000073.7	-	128048454	128049932	128048454	128048522	128049844	128049932	1167	111,187,185,111	16,36,30,14	167,142,117,153	20,22,26,28	78	39	0.896354605212552	0.999202115572178	0.776,0.722,0.755,0.799	0.807,0.763,0.692,0.732	0.015
1168	"gene-Tial1"	"Tial1"	chrNC_000073.7	-	128048454	128049932	128048454	128048831	128049844	128049932	1168	86,150,145,99	8,8,17,5	145,118,94,128	20,12,19,16	78	39	0.00963781039030731	0.327812219330967	0.843,0.904,0.81,0.908	0.784,0.831,0.712,0.8	0.085
1169	"gene-Cd40"	"Cd40"	chrNC_000068.8	+	164911548	164911768	164911548	164911635	164911736	164911768	1169	2,1,3,3	3,0,4,2	0,1,2,1	6,0,1,3	78	39	0.503396055572063	0.841939044519135	0.25,1.0,0.273,0.429	0.0,1.0,0.5,0.143	0.077
1170	"gene-Cd40"	"Cd40"	chrNC_000068.8	+	164911548	164911768	164911548	164911635	164911741	164911768	1170	2,1,3,3	1,2,0,0	0,1,2,1	3,0,0,2	78	39	0.57217361137372	0.88024258809888	0.5,0.2,1.0,1.0	0.0,1.0,1.0,0.2	0.125
1172	"gene-Catip"	"Catip"	chrNC_000067.7	+	74401525	74402106	74401525	74401681	74401908	74402106	1172	0,0,7,2	0,1,0,0	1,8,4,1	0,0,0,1	78	39	0.999202115572178	0.999202115572178	NA,0.0,1.0,1.0	1.0,1.0,1.0,0.333	-0.167
1173	"gene-Catip"	"Catip"	chrNC_000067.7	+	74401525	74402106	74401525	74401818	74401908	74402106	1173	1,0,6,0	0,0,0,2	1,3,6,0	0,4,0,0	78	39	0.999202115572178	0.999202115572178	1.0,NA,1.0,0.0	1.0,0.273,1.0,NA	-0.091
1178	"gene-Gm46455"	"Gm46455"	chrNC_000080.7	+	55416325	55417638	55416325	55416368	55416505	55417638	1178	0,0,1,0	0,0,0,0	0,0,0,0	0,0,1,0	78	39	0.0667554651442214	0.46045891553299	NA,NA,1.0,NA	NA,NA,0.0,NA	1.0
1180	"gene-Gm26578"	"Gm26578"	chrNC_000074.7	+	32505241	32508413	32505241	32505301	32506099	32508413	1180	0,0,2,1	0,0,0,1	1,3,3,2	0,0,0,0	78	39	0.186326426200031	0.626478751660924	NA,NA,1.0,0.333	1.0,1.0,1.0,1.0	-0.334
1181	"gene-Tspan17"	"Tspan17"	chrNC_000079.7	+	54943969	54944588	54943969	54944031	54944410	54944588	1181	43,40,18,32	8,19,1,15	34,28,35,45	7,4,3,6	78	39	0.106545599339013	0.518701915620627	0.729,0.513,0.9,0.516	0.708,0.778,0.854,0.789	-0.118
1183	"gene-Gm36167"	"Gm36167"	chrNC_000071.7	+	100258429	100263520	100258429	100258623	100259076	100263520	1183	2,0,0,0	1,0,1,0	1,1,1,1	0,0,0,0	78	39	0.107994964709945	0.52166099212164	0.5,NA,0.0,NA	1.0,1.0,1.0,1.0	-0.75
1191	"gene-Dusp15"	"Dusp15"	chrNC_000068.8	-	152782914	152785373	152782914	152784289	152784392	152785373	1191	26,40,39,23	0,4,3,2	29,34,22,34	1,2,2,4	78	39	0.999202115572178	0.999202115572178	1.0,0.833,0.867,0.852	0.935,0.895,0.846,0.81	0.016
1194	"gene-Rtkn"	"Rtkn"	chrNC_000072.7	+	83113974	83115227	83113974	83114437	83114941	83115227	1194	6,5,2,2	1,5,4,4	9,5,6,4	2,0,1,3	78	39	0.024675727321971	0.366442659991311	0.75,0.333,0.2,0.2	0.692,1.0,0.75,0.4	-0.34
1199	"gene-Cnot6"	"Cnot6"	chrNC_000077.7	-	49579991	49580178	49579991	49580085	49580173	49580178	1199	250,279,280,228	4,5,10,6	194,241,194,232	8,4,4,4	78	39	0.926241244033581	0.999202115572178	0.969,0.965,0.933,0.95	0.924,0.968,0.96,0.967	-0.0
1200	"gene-Gtpbp3"	"Gtpbp3"	chrNC_000074.7	+	71943709	71944234	71943709	71943853	71944068	71944234	1200	20,33,25,28	16,19,17,18	28,22,36,26	24,22,15,11	78	39	0.854412777989306	0.999202115572178	0.385,0.465,0.424,0.438	0.368,0.333,0.545,0.542	-0.019
1216	"gene-Kmt2d"	"Kmt2d"	chrNC_000081.7	-	98754150	98754709	98754150	98754270	98754487	98754709	1216	16,15,18,16	41,25,30,39	13,18,6,13	21,21,15,18	78	39	0.145638382180967	0.590675733369728	0.163,0.231,0.231,0.17	0.236,0.3,0.167,0.265	-0.043
1217	"gene-Kmt2d"	"Kmt2d"	chrNC_000081.7	-	98754150	98754709	98754150	98754270	98754493	98754709	1217	19,14,18,17	20,19,5,11	13,16,7,13	13,4,2,15	78	39	0.502094099587365	0.840779392218115	0.322,0.269,0.643,0.436	0.333,0.667,0.636,0.302	-0.067
1223	"gene-Cntrl"	"Cntrl"	chrNC_000068.8	+	35022062	35023124	35022062	35022425	35022980	35023124	1223	7,14,0,4	0,1,0,1	4,5,4,5	1,0,0,0	78	39	0.999202115572178	0.999202115572178	1.0,0.875,NA,0.667	0.667,1.0,1.0,1.0	-0.069
1224	"gene-Rbm12b1"	"Rbm12b1"	chrNC_000070.7	+	12140120	12140605	12140120	12140383	12140540	12140605	1224	14,23,21,13	0,2,0,0	12,15,11,16	0,0,0,0	78	39	0.29658882296363	0.718837647235536	1.0,0.852,1.0,1.0	1.0,1.0,1.0,1.0	-0.037
1225	"gene-Rbm12b1"	"Rbm12b1"	chrNC_000070.7	+	12140120	12140605	12140120	12140401	12140540	12140605	1225	14,27,21,13	4,6,4,2	16,16,11,18	2,2,2,1	78	39	0.133313055324777	0.578278347510898	0.636,0.692,0.724,0.765	0.8,0.8,0.733,0.9	-0.104
1226	"gene-Rbm12b1"	"Rbm12b1"	chrNC_000070.7	+	12140120	12140605	12140120	12140446	12140540	12140605	1226	9,23,20,13	0,0,0,2	15,14,9,14	0,0,0,0	78	39	0.396064816870194	0.771465458440307	1.0,1.0,1.0,0.765	1.0,1.0,1.0,1.0	-0.059
1227	"gene-Cln3"	"Cln3"	chrNC_000073.7	-	126182171	126182619	126182171	126182268	126182474	126182619	1227	19,23,17,14	6,8,4,2	13,15,15,12	4,13,9,5	78	39	0.0379047501585676	0.410709116424009	0.613,0.59,0.68,0.778	0.619,0.366,0.455,0.545	0.169
1228	"gene-Cln3"	"Cln3"	chrNC_000073.7	-	126182171	126182619	126182171	126182272	126182474	126182619	1228	19,23,17,14	3,1,1,0	13,15,15,12	4,1,1,6	78	39	0.147528000455735	0.591610834919007	0.76,0.92,0.895,1.0	0.619,0.882,0.882,0.5	0.173
1229	"gene-Arhgap45"	"Arhgap45"	chrNC_000076.7	+	79857379	79857693	79857379	79857517	79857628	79857693	1229	0,1,0,0	1,1,1,0	1,1,0,2	5,0,3,0	78	39	0.999202115572178	0.999202115572178	0.0,0.333,0.0,NA	0.091,1.0,0.0,1.0	-0.412
1230	"gene-Ints13"	"Ints13"	chrNC_000072.7	-	146451584	146452272	146451584	146451662	146452136	146452272	1230	20,31,23,21	12,8,10,8	26,31,22,22	9,10,8,15	78	39	0.884994731839246	0.999202115572178	0.455,0.66,0.535,0.568	0.591,0.608,0.579,0.423	0.004
1231	"gene-Gm13596"	"Gm13596"	chrNC_000068.8	+	68303307	68306480	68303307	68304349	68306191	68306480	1231	2,0,1,0	0,0,0,0	0,1,0,1	0,0,1,0	78	39	0.0667554651442214	0.46045891553299	1.0,NA,1.0,NA	NA,1.0,0.0,1.0	0.333
1232	"gene-Vps33b"	"Vps33b"	chrNC_000073.7	+	79935303	79935646	79935303	79935378	79935581	79935646	1232	53,65,56,48	34,49,41,45	78,54,66,81	56,49,42,65	78	39	0.999202115572178	0.999202115572178	0.438,0.399,0.406,0.348	0.411,0.355,0.44,0.384	0.0
1233	"gene-Eng"	"Eng"	chrNC_000068.8	+	32571207	32572681	32571207	32571309	32571448	32572681	1233	7,5,5,3	31,23,26,36	5,9,3,0	36,34,44,41	78	39	0.194859436939711	0.63600527969106	0.101,0.098,0.088,0.04	0.065,0.117,0.033,0.0	0.028
1237	"gene-Hook2"	"Hook2"	chrNC_000074.7	+	85722364	85722566	85722364	85722395	85722467	85722566	1237	117,125,99,81	6,6,6,2	107,88,101,144	8,9,7,6	78	39	0.181395561147802	0.626478751660924	0.907,0.912,0.892,0.953	0.87,0.83,0.878,0.923	0.041
1238	"gene-Hook2"	"Hook2"	chrNC_000074.7	+	85724832	85725020	85724832	85724920	85725011	85725020	1238	50,97,74,60	6,10,12,9	93,77,90,82	7,14,7,8	78	39	0.304456870009941	0.72901960816243	0.806,0.829,0.755,0.769	0.869,0.733,0.865,0.837	-0.036
1239	"gene-Hook2"	"Hook2"	chrNC_000074.7	+	85724832	85725020	85724832	85724920	85725014	85725020	1239	51,98,74,60	24,18,20,14	98,77,93,82	18,27,24,33	78	39	0.749348120390923	0.982767749210561	0.515,0.731,0.649,0.682	0.731,0.588,0.66,0.554	0.011
1240	"gene-Hook2"	"Hook2"	chrNC_000074.7	+	85724832	85725153	85724832	85724920	85725118	85725153	1240	43,99,44,45	4,0,1,3	78,60,59,51	4,0,8,0	78	39	0.599820603270701	0.898755057937607	0.843,1.0,0.957,0.882	0.907,1.0,0.787,1.0	-0.003
1241	"gene-Hook2"	"Hook2"	chrNC_000074.7	+	85724832	85725153	85724832	85725020	85725118	85725153	1241	24,56,26,35	44,50,60,47	46,41,33,35	62,67,62,71	78	39	0.519681311506608	0.851190122714536	0.214,0.359,0.178,0.271	0.271,0.234,0.21,0.198	0.027
1242	"gene-Dzip1"	"Dzip1"	chrNC_000080.7	-	119112926	119114674	119112926	119113121	119114405	119114674	1242	127,135,156,114	2,1,1,2	177,149,183,175	3,6,6,1	78	39	0.13417008599576	0.578278347510898	0.969,0.985,0.987,0.966	0.967,0.925,0.938,0.989	0.022
1243	"gene-Rps6kb2"	"Rps6kb2"	chrNC_000085.7	-	4208064	4208716	4208064	4208127	4208608	4208716	1243	28,50,41,19	48,64,54,41	44,43,49,40	86,79,58,75	78	39	0.453071404421359	0.807115596657778	0.226,0.281,0.275,0.188	0.204,0.214,0.297,0.211	0.011
1244	"gene-Rps6kb2"	"Rps6kb2"	chrNC_000085.7	-	4208064	4208716	4208064	4208362	4208608	4208716	1244	28,33,47,27	2,3,7,0	44,47,37,39	2,1,2,1	78	39	0.203317415804134	0.639740870673182	0.875,0.846,0.77,1.0	0.917,0.959,0.902,0.951	-0.059
1245	"gene-Rps6kb2"	"Rps6kb2"	chrNC_000085.7	-	4208064	4208716	4208064	4208365	4208608	4208716	1245	27,33,48,28	0,2,0,0	43,43,36,41	0,2,6,2	78	39	0.154987208223816	0.600392263870806	1.0,0.892,1.0,1.0	1.0,0.915,0.75,0.911	0.079
1246	"gene-Rps6kb2"	"Rps6kb2"	chrNC_000085.7	-	4208608	4208918	4208608	4208716	4208801	4208918	1246	47,97,83,45	5,4,2,2	99,70,79,103	1,3,2,1	78	39	0.0438274865181433	0.43094428914459	0.825,0.924,0.954,0.918	0.98,0.921,0.952,0.981	-0.053
1247	"gene-Rps6kb2"	"Rps6kb2"	chrNC_000085.7	-	4208608	4208918	4208608	4208716	4208827	4208918	1247	51,116,91,57	27,12,13,14	111,78,98,120	17,28,26,19	78	39	0.913231124720448	0.999202115572178	0.486,0.829,0.778,0.671	0.766,0.582,0.653,0.759	0.001
1248	"gene-Rps6kb2"	"Rps6kb2"	chrNC_000085.7	-	4208608	4208918	4208608	4208716	4208849	4208918	1248	65,130,109,61	3,3,6,1	133,94,115,139	8,4,4,4	78	39	0.66903610613819	0.939132386439496	0.915,0.956,0.901,0.968	0.893,0.922,0.935,0.946	0.011
1252	"gene-Myh7b"	"Myh7b"	chrNC_000068.8	+	155474767	155475189	155474767	155474938	155475084	155475189	1252	2,0,0,0	0,0,1,2	0,0,1,0	0,1,1,1	78	39	0.0864052129510181	0.501013578428873	1.0,NA,0.0,0.0	NA,0.0,0.333,0.0	0.222
1256	"gene-Uimc1"	"Uimc1"	chrNC_000079.7	-	55223070	55223807	55223070	55223271	55223568	55223807	1256	38,57,62,52	0,0,0,1	88,68,71,63	0,0,1,1	78	39	0.999202115572178	0.999202115572178	1.0,1.0,1.0,0.963	1.0,1.0,0.973,0.969	0.005
1257	"gene-Phkb"	"Phkb"	chrNC_000074.7	+	86785933	86790880	86785933	86789902	86790018	86790880	1257	4,1,5,13	0,0,1,0	6,11,11,4	0,0,0,0	78	39	0.284659747666781	0.70879073022373	1.0,1.0,0.714,1.0	1.0,1.0,1.0,1.0	-0.072
1259	"gene-Fubp3"	"Fubp3"	chrNC_000068.8	+	31505509	31507533	31505509	31505637	31506190	31507533	1259	65,100,64,60	32,40,48,36	69,73,77,74	56,36,59,65	78	39	0.0404286185085616	0.413736321973371	0.504,0.556,0.4,0.455	0.381,0.503,0.395,0.363	0.068
1260	"gene-Fubp3"	"Fubp3"	chrNC_000068.8	+	31505509	31507533	31505509	31505698	31506190	31507533	1260	65,96,58,54	6,5,13,15	63,75,72,77	9,19,6,9	78	39	0.999202115572178	0.999202115572178	0.844,0.906,0.69,0.643	0.778,0.664,0.857,0.811	-0.007
1266	"gene-Hs3st4"	"Hs3st4"	chrNC_000073.7	+	123592957	123598873	123592957	123593060	123598410	123598873	1266	2,0,3,2	0,0,0,0	0,0,1,4	0,0,0,1	78	39	0.0496226997072363	0.451437449159197	1.0,NA,1.0,1.0	NA,NA,1.0,0.667	0.166
1267	"gene-Tars2"	"Tars2"	chrNC_000069.7	-	95649627	95649990	95649627	95649729	95649889	95649990	1267	23,15,12,13	47,55,53,46	25,21,19,16	76,48,54,60	78	39	0.649191940644717	0.927063031643168	0.197,0.12,0.102,0.124	0.141,0.179,0.15,0.118	-0.011
1269	"gene-Zbtb1"	"Zbtb1"	chrNC_000078.7	+	76435350	76443729	76435350	76435414	76441717	76443729	1269	7,3,13,11	0,0,0,0	14,5,9,11	0,0,0,1	78	39	0.16506196307928	0.613057805693407	1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.846	0.038
1270	"gene-Mbd5"	"Mbd5"	chrNC_000068.8	+	49135553	49136218	49135553	49135811	49135911	49136218	1270	42,39,48,41	1,1,2,0	42,38,17,21	2,0,1,6	78	39	0.39427315902591	0.769877553631511	0.955,0.951,0.923,1.0	0.913,1.0,0.895,0.636	0.096
1271	"gene-Fndc4"	"Fndc4"	chrNC_000071.7	-	31449588	31450830	31449588	31450508	31450757	31450830	1271	393,444,330,336	44,38,48,36	424,399,409,441	65,48,59,48	78	39	0.115266807749966	0.536941138223473	0.817,0.854,0.775,0.824	0.765,0.806,0.776,0.821	0.025
1272	"gene-Vldlr"	"Vldlr"	chrNC_000085.7	+	27190069	27195096	27190069	27194348	27194942	27195096	1272	30,31,35,30	3,2,6,5	21,25,17,20	1,2,1,4	78	39	0.542785095905005	0.860421812957848	0.833,0.886,0.745,0.75	0.913,0.862,0.895,0.714	-0.042
1273	"gene-Vldlr"	"Vldlr"	chrNC_000085.7	+	27194357	27195096	27194357	27194532	27194942	27195096	1273	45,37,39,32	0,1,0,1	25,30,23,20	3,3,0,2	78	39	0.0229373190649712	0.364889415520622	1.0,0.949,1.0,0.941	0.806,0.833,1.0,0.833	0.104
1274	"gene-Vldlr"	"Vldlr"	chrNC_000085.7	+	27194357	27195096	27194357	27194774	27194942	27195096	1274	32,33,38,34	2,6,0,0	23,26,16,25	0,0,0,0	78	39	0.0120299746056353	0.327812219330967	0.889,0.733,1.0,1.0	1.0,1.0,1.0,1.0	-0.095
1275	"gene-Gm35679"	"Gm35679"	chrNC_000080.7	-	75517415	75519620	75517415	75517476	75517587	75519620	1275	2,3,0,1	0,0,2,1	0,0,1,0	0,1,0,0	78	39	0.924532182129231	0.999202115572178	1.0,1.0,0.0,0.333	NA,0.0,1.0,NA	0.083
1277	"gene-Rpl7a"	"Rpl7a"	chrNC_000068.8	+	26802682	26803069	26802682	26802813	26802999	26803069	1277	64,81,49,62	2152,2054,2008,2053	43,67,61,88	2113,1874,2037,2112	78	39	0.932494977298661	0.999202115572178	0.015,0.019,0.012,0.015	0.01,0.018,0.015,0.02	-0.001
1279	"gene-Taok3"	"Taok3"	chrNC_000071.7	+	117342363	117344591	117342363	117342460	117344156	117344591	1279	4,7,11,3	0,2,1,2	9,4,6,2	0,0,0,0	78	39	0.0156475442185863	0.335174341526449	1.0,0.636,0.846,0.429	1.0,1.0,1.0,1.0	-0.272
1282	"gene-Lmln"	"Lmln"	chrNC_000082.7	+	32943891	32948065	32943891	32944728	32945410	32948065	1282	16,41,31,36	1,1,0,1	38,16,25,24	0,0,0,0	78	39	0.0465743797406016	0.442216533413341	0.889,0.953,1.0,0.947	1.0,1.0,1.0,1.0	-0.053
1283	"gene-Lmln"	"Lmln"	chrNC_000082.7	+	32943891	32948065	32943891	32945220	32945410	32948065	1283	25,31,31,37	0,0,1,0	38,29,34,36	2,0,1,2	78	39	0.0856010499074815	0.501013578428873	1.0,1.0,0.939,1.0	0.905,1.0,0.944,0.9	0.047
1284	"gene-Lmln"	"Lmln"	chrNC_000082.7	+	32943891	32948065	32943891	32944728	32945413	32948065	1284	16,41,28,34	0,0,1,0	36,16,22,23	0,0,0,0	78	39	0.350296092625386	0.747950330359409	1.0,1.0,0.933,1.0	1.0,1.0,1.0,1.0	-0.017
1287	"gene-Map2k7"	"Map2k7"	chrNC_000074.7	+	4295694	4297897	4295694	4295825	4297656	4297897	1287	166,177,150,136	3,0,3,1	157,180,163,158	0,0,1,0	78	39	0.0197316117809518	0.354015865914091	0.965,1.0,0.962,0.986	1.0,1.0,0.988,1.0	-0.019
1293	"gene-Gm17224"	"Gm17224"	chrNC_000067.7	+	172034593	172036821	172034593	172036523	172036715	172036821	1293	0,0,3,2	0,0,0,0	0,5,1,4	1,0,4,0	78	39	0.428000483265354	0.790484849774179	NA,NA,1.0,1.0	0.0,1.0,0.111,1.0	0.472
1297	"gene-Iffo1"	"Iffo1"	chrNC_000072.7	+	125128757	125129734	125128757	125128766	125129576	125129734	1297	14,15,19,11	8,2,3,1	20,18,18,26	7,3,1,0	78	39	0.221793432559233	0.663938520217942	0.467,0.789,0.76,0.846	0.588,0.75,0.9,1.0	-0.094
1298	"gene-Iffo1"	"Iffo1"	chrNC_000072.7	+	125137495	125138746	125137495	125137607	125137719	125138746	1298	74,69,61,70	0,1,1,0	58,55,95,85	0,0,0,0	78	39	0.0928824446145412	0.504192916443963	1.0,0.972,0.968,1.0	1.0,1.0,1.0,1.0	-0.015
1299	"gene-Arhgap23"	"Arhgap23"	chrNC_000077.7	+	97354209	97354527	97354209	97354336	97354458	97354527	1299	128,125,118,123	8,3,14,6	123,73,149,156	10,14,8,12	78	39	0.245518867139221	0.681100871748244	0.889,0.954,0.808,0.911	0.86,0.723,0.903,0.867	0.052
