ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
1416	"gene-Trappc14"	"Trappc14"	chrNC_000071.7	-	138259814	138260000	138259814	138259978	138260063	138260146
1417	"gene-Gla"	"Gla"	chrNC_000086.8	-	133492813	133492975	133492813	133492875	133494382	133494474
1418	"gene-Mup13"	"Mup13"	chrNC_000070.7	-	61181349	61181436	61181349	61181395	61181558	61181660
1419	"gene-Gm32178"	"Gm32178"	chrNC_000073.7	-	80630794	80631028	80630794	80630964	80642867	80643371
1420	"gene-Asb1"	"Asb1"	chrNC_000067.7	+	91471872	91472019	91471877	91472019	91468286	91468586
1421	"gene-Itprid1"	"Itprid1"	chrNC_000072.7	+	55953324	55953439	55953327	55953439	55952572	55952700
1422	"gene-Itprid1"	"Itprid1"	chrNC_000072.7	+	55955147	55955728	55955150	55955728	55953324	55953439
1423	"gene-Gm34441"	"Gm34441"	chrNC_000072.7	+	55557214	55557646	55557580	55557646	55555348	55555417
1424	"gene-Gm34441"	"Gm34441"	chrNC_000072.7	+	55623057	55623157	55623061	55623157	55588443	55588547
1425	"gene-Gm34441"	"Gm34441"	chrNC_000072.7	+	55623057	55623157	55623061	55623157	55622629	55622964
1426	"gene-Klrd1"	"Klrd1"	chrNC_000072.7	+	129572372	129572524	129572441	129572524	129570690	129570753
1427	"gene-Il6"	"Il6"	chrNC_000071.7	+	30224378	30224973	30224436	30224973	30223002	30223152
1428	"gene-Gm53184"	"Gm53184"	chrNC_000081.7	+	3076831	3076989	3076888	3076989	3065950	3066107
1429	"gene-Gm30541"	"Gm30541"	chrNC_000085.7	-	53301502	53313621	53301502	53313609	53314076	53314246
1430	"gene-Gm26550"	"Gm26550"	chrNC_000073.7	-	24328475	24331280	24328475	24329936	24333345	24333400
1431	"gene-Tnpo2"	"Tnpo2"	chrNC_000074.7	+	85764963	85765118	85765006	85765118	85763501	85763606
1432	"gene-Tnpo2"	"Tnpo2"	chrNC_000074.7	+	85764963	85765118	85765006	85765118	85763814	85763920
1433	"gene-Tnpo2"	"Tnpo2"	chrNC_000074.7	+	85781320	85781426	85781350	85781426	85780954	85781050
1434	"gene-9530036M11Rik"	"9530036M11Rik"	chrNC_000072.7	-	54114919	54120684	54114919	54117698	54121674	54125012
1435	"gene-9530036M11Rik"	"9530036M11Rik"	chrNC_000072.7	-	54114919	54125012	54114919	54124983	54126504	54127223
1436	"gene-9530036M11Rik"	"9530036M11Rik"	chrNC_000072.7	-	54126504	54127223	54126504	54126652	54127786	54129472
1437	"gene-Cpvl"	"Cpvl"	chrNC_000072.7	-	53951606	53951878	53951606	53951792	53955619	53955658
1438	"gene-Cage1"	"Cage1"	chrNC_000079.7	-	38203142	38203289	38203142	38203237	38206388	38207444
1439	"gene-H60c"	"H60c"	chrNC_000076.7	-	3217240	3217353	3217240	3217350	3217645	3217865
1440	"gene-Srgap2"	"Srgap2"	chrNC_000067.7	-	131220258	131223277	131220258	131220583	131224057	131224204
1441	"gene-Srgap2"	"Srgap2"	chrNC_000067.7	-	131224057	131224937	131224057	131224204	131226069	131226250
1442	"gene-Hoxa9"	"Hoxa9"	chrNC_000072.7	-	52202507	52202597	52202507	52202590	52202770	52203169
1443	"gene-Leng8"	"Leng8"	chrNC_000073.7	+	4146257	4146696	4146292	4146696	4145832	4146036
1444	"gene-Leng8"	"Leng8"	chrNC_000073.7	+	4146257	4146696	4146417	4146696	4145832	4146036
1445	"gene-Leng8"	"Leng8"	chrNC_000073.7	+	4146292	4146696	4146417	4146696	4145832	4146036
1446	"gene-Leng8"	"Leng8"	chrNC_000073.7	+	4146762	4146927	4146786	4146927	4146417	4146696
1447	"gene-Leng8"	"Leng8"	chrNC_000073.7	+	4148264	4151172	4149939	4151172	4148053	4148183
1448	"gene-Gm40728"	"Gm40728"	chrNC_000076.7	-	84633812	84634382	84633812	84633980	84640238	84640333
1449	"gene-Ccdc106"	"Ccdc106"	chrNC_000073.7	+	5059033	5059239	5059131	5059239	5057499	5057551
1450	"gene-Ccdc106"	"Ccdc106"	chrNC_000073.7	+	5060338	5060658	5060497	5060658	5059131	5059239
1451	"gene-Ccdc106"	"Ccdc106"	chrNC_000073.7	+	5060338	5060658	5060546	5060658	5059131	5059239
1452	"gene-Ccdc106"	"Ccdc106"	chrNC_000073.7	+	5060497	5060658	5060546	5060658	5059131	5059239
1453	"gene-Ccdc106"	"Ccdc106"	chrNC_000073.7	+	5060338	5060658	5060497	5060658	5059712	5059796
1454	"gene-Ccdc106"	"Ccdc106"	chrNC_000073.7	+	5060338	5060658	5060546	5060658	5059712	5059796
1455	"gene-Ccdc106"	"Ccdc106"	chrNC_000073.7	+	5060497	5060658	5060546	5060658	5059712	5059796
1456	"gene-Ccdc106"	"Ccdc106"	chrNC_000073.7	+	5060338	5060658	5060497	5060658	5059712	5059865
1457	"gene-Ccdc106"	"Ccdc106"	chrNC_000073.7	+	5060338	5060658	5060497	5060658	5059712	5059966
1458	"gene-Ccdc106"	"Ccdc106"	chrNC_000073.7	+	5060990	5061167	5060992	5061167	5060797	5060902
1459	"gene-Spmip4"	"Spmip4"	chrNC_000072.7	-	50572777	50573120	50572777	50572933	50573422	50573577
1460	"gene-Gsdme"	"Gsdme"	chrNC_000072.7	-	50193329	50193434	50193329	50193403	50196216	50196418
1461	"gene-Fam221a"	"Fam221a"	chrNC_000072.7	+	49362306	49362389	49362309	49362389	49359896	49360013
1462	"gene-Tra2a"	"Tra2a"	chrNC_000072.7	-	49221801	49221866	49221801	49221863	49222409	49222541
1463	"gene-Tra2a"	"Tra2a"	chrNC_000072.7	-	49221801	49221869	49221801	49221863	49222409	49222541
1464	"gene-Tra2a"	"Tra2a"	chrNC_000072.7	-	49221801	49221869	49221801	49221866	49222409	49222541
1465	"gene-Tra2a"	"Tra2a"	chrNC_000072.7	-	49221801	49221869	49221801	49221866	49222415	49222541
1466	"gene-Tra2a"	"Tra2a"	chrNC_000072.7	-	49221801	49221866	49221801	49221863	49222415	49222544
1467	"gene-Tra2a"	"Tra2a"	chrNC_000072.7	-	49221801	49221869	49221801	49221863	49222415	49222544
1468	"gene-Tra2a"	"Tra2a"	chrNC_000072.7	-	49222409	49222544	49222409	49222541	49223782	49223898
1469	"gene-Tra2a"	"Tra2a"	chrNC_000072.7	-	49227796	49227956	49227796	49227950	49229315	49229449
1470	"gene-Tra2a"	"Tra2a"	chrNC_000072.7	-	49229315	49229449	49229315	49229446	49240771	49240967
1471	"gene-Tra2a"	"Tra2a"	chrNC_000072.7	-	49229315	49230042	49229315	49229446	49240771	49240967
1472	"gene-Tra2a"	"Tra2a"	chrNC_000072.7	-	49229315	49230042	49229315	49229449	49240771	49240967
1473	"gene-Igf2bp3"	"Igf2bp3"	chrNC_000072.7	-	49067909	49068099	49067909	49067984	49071073	49071190
1474	"gene-Zkscan3"	"Zkscan3"	chrNC_000079.7	-	21580269	21580747	21580269	21580744	21586561	21586920
1475	"gene-Zkscan3"	"Zkscan3"	chrNC_000079.7	-	21580269	21580747	21580269	21580744	21586841	21586925
1476	"gene-Gm44764"	"Gm44764"	chrNC_000072.7	-	48824506	48824690	48824506	48824618	48825072	48825140
1477	"gene-Tmem176b"	"Tmem176b"	chrNC_000072.7	-	48815105	48815299	48815105	48815296	48817294	48817382
1478	"gene-Gimap1"	"Gimap1"	chrNC_000072.7	+	48718253	48718351	48718259	48718351	48715980	48716090
1479	"gene-5330425B07Rik"	"5330425B07Rik"	chrNC_000069.7	+	115933948	115934423	115933991	115934423	115928588	115928693
1480	"gene-Sspo"	"Sspo"	chrNC_000072.7	+	48425104	48425212	48425107	48425212	48423163	48424770
1481	"gene-Sspo"	"Sspo"	chrNC_000072.7	+	48462247	48462414	48462253	48462414	48461759	48461959
1482	"gene-Sspo"	"Sspo"	chrNC_000072.7	+	48477304	48478196	48478010	48478196	48475577	48475708
1483	"gene-Parp11"	"Parp11"	chrNC_000072.7	+	127447664	127447793	127447667	127447793	127444994	127445115
1484	"gene-Parp11"	"Parp11"	chrNC_000072.7	+	127454721	127454879	127454806	127454879	127451198	127451274
1485	"gene-Gm20362"	"Gm20362"	chrNC_000072.7	+	79011070	79012852	79011084	79012852	79010023	79010256
1486	"gene-Hnrnph1"	"Hnrnph1"	chrNC_000077.7	+	50269085	50269254	50269117	50269254	50268140	50268629
1487	"gene-Hnrnph1"	"Hnrnph1"	chrNC_000077.7	+	50269085	50269254	50269117	50269254	50268627	50268685
1488	"gene-Hnrnph1"	"Hnrnph1"	chrNC_000077.7	+	50270647	50272424	50272285	50272424	50270294	50270450
1489	"gene-Hnrnph1"	"Hnrnph1"	chrNC_000077.7	+	50273754	50273888	50273775	50273888	50273626	50273698
1490	"gene-Gm36225"	"Gm36225"	chrNC_000082.7	-	37797350	37797728	37797350	37797682	37799096	37799309
1491	"gene-Pdrg1"	"Pdrg1"	chrNC_000068.8	-	152854300	152854375	152854300	152854372	152855929	152856005
1492	"gene-Pdrg1"	"Pdrg1"	chrNC_000068.8	-	152855929	152856050	152855929	152856005	152857153	152857309
1493	"gene-Pias2"	"Pias2"	chrNC_000084.7	+	77234398	77237794	77237756	77237794	77232698	77232838
1494	"gene-Pias2"	"Pias2"	chrNC_000084.7	+	77240307	77241220	77240336	77241220	77237756	77237794
1495	"gene-Pias2"	"Pias2"	chrNC_000084.7	+	77240307	77243200	77240310	77243200	77237756	77237794
1496	"gene-Pias2"	"Pias2"	chrNC_000084.7	+	77240310	77243200	77240336	77243200	77237756	77237794
1497	"gene-5730409E04Rik"	"5730409E04Rik"	chrNC_000070.7	+	126505468	126508164	126505473	126508164	126503637	126503805
1498	"gene-Slc35f5"	"Slc35f5"	chrNC_000067.7	+	125517547	125517702	125517575	125517702	125515101	125515192
1499	"gene-Zfp746"	"Zfp746"	chrNC_000072.7	-	48039324	48041886	48039324	48041883	48043362	48043488
1500	"gene-Zfp746"	"Zfp746"	chrNC_000072.7	-	48039324	48041886	48039324	48041883	48044102	48044294
1501	"gene-Zfp746"	"Zfp746"	chrNC_000072.7	-	48060026	48060153	48060026	48060108	48060239	48060539
1502	"gene-Zfp212"	"Zfp212"	chrNC_000072.7	+	47907644	47909573	47907647	47909573	47905983	47906064
1503	"gene-Bmp1"	"Bmp1"	chrNC_000080.7	-	70715292	70715543	70715292	70715484	70716984	70717198
1504	"gene-Bmp1"	"Bmp1"	chrNC_000080.7	-	70723586	70724370	70723586	70723712	70725909	70726621
1505	"gene-Bmp1"	"Bmp1"	chrNC_000080.7	-	70723586	70724370	70723586	70723712	70727459	70727640
1506	"gene-Bmp1"	"Bmp1"	chrNC_000080.7	-	70745438	70745654	70745438	70745617	70745895	70746013
1507	"gene-Gm40371"	"Gm40371"	chrNC_000072.7	-	47621540	47623935	47621540	47622858	47626052	47626244
1508	"gene-Gm40371"	"Gm40371"	chrNC_000072.7	-	47621540	47623938	47621540	47622858	47626052	47626244
1509	"gene-Gm40371"	"Gm40371"	chrNC_000072.7	-	47621540	47623938	47621540	47623935	47626052	47626244
1510	"gene-Anapc2"	"Anapc2"	chrNC_000068.8	+	25168310	25168517	25168335	25168517	25167647	25167765
1511	"gene-Atp8b5"	"Atp8b5"	chrNC_000070.7	+	43370950	43371099	43370960	43371099	43370575	43370821
1512	"gene-Nobox"	"Nobox"	chrNC_000072.7	-	43281798	43282103	43281798	43281875	43282437	43282669
1513	"gene-Il18bp"	"Il18bp"	chrNC_000073.7	-	101666803	101666871	101666803	101666844	101667316	101667439
1514	"gene-Phrf1"	"Phrf1"	chrNC_000073.7	+	140812331	140812454	140812334	140812454	140811139	140811255
1515	"gene-Phrf1"	"Phrf1"	chrNC_000073.7	+	140837944	140840620	140837961	140840620	140837256	140837411
1516	"gene-Phrf1"	"Phrf1"	chrNC_000073.7	+	140840827	140841027	140840872	140841027	140837944	140840620
1517	"gene-Phrf1"	"Phrf1"	chrNC_000073.7	+	140841125	140841455	140841200	140841455	140837944	140840620
1518	"gene-Phrf1"	"Phrf1"	chrNC_000073.7	+	140841125	140841455	140841200	140841455	140840827	140841027
1519	"gene-Phrf1"	"Phrf1"	chrNC_000073.7	+	140841661	140841817	140841688	140841817	140841125	140841455
1520	"gene-Ppargc1a"	"Ppargc1a"	chrNC_000071.7	-	51647358	51647463	51647358	51647432	51647541	51647587
1521	"gene-Spata6"	"Spata6"	chrNC_000070.7	+	111625896	111626037	111625912	111626037	111624859	111624901
1522	"gene-Rin1"	"Rin1"	chrNC_000085.7	+	5101101	5101282	5101228	5101282	5100034	5100899
1523	"gene-Rin1"	"Rin1"	chrNC_000085.7	+	5101101	5101282	5101228	5101282	5100812	5100969
1524	"gene-Rin1"	"Rin1"	chrNC_000085.7	+	5101768	5101860	5101801	5101860	5101585	5101658
1525	"gene-Lmbrd1"	"Lmbrd1"	chrNC_000067.7	+	24753989	24754063	24753992	24754063	24750592	24750681
1526	"gene-Clcn1"	"Clcn1"	chrNC_000072.7	+	42271008	42271090	42271011	42271090	42270377	42270456
1527	"gene-Clcn1"	"Clcn1"	chrNC_000072.7	+	42286826	42287107	42286874	42287107	42284459	42284593
1528	"gene-Tmem139"	"Tmem139"	chrNC_000072.7	+	42239828	42240439	42240177	42240439	42239360	42239409
1529	"gene-Osgepl1"	"Osgepl1"	chrNC_000067.7	+	53357060	53357448	53357065	53357448	53354014	53354258
1530	"gene-Snx10"	"Snx10"	chrNC_000072.7	+	51546773	51546888	51546778	51546888	51538997	51539044
1531	"gene-Fignl1"	"Fignl1"	chrNC_000077.7	-	11750375	11751696	11750375	11751450	11752850	11753063
1532	"gene-Fignl1"	"Fignl1"	chrNC_000077.7	-	11750375	11752761	11750375	11751450	11752850	11753063
1533	"gene-Fignl1"	"Fignl1"	chrNC_000077.7	-	11750375	11752761	11750375	11751696	11752850	11753063
1534	"gene-Trmt10b"	"Trmt10b"	chrNC_000070.7	+	45308449	45308564	45308496	45308564	45307891	45307970
1535	"gene-Fes"	"Fes"	chrNC_000073.7	-	80032060	80032179	80032060	80032144	80032268	80032455
1536	"gene-Tsen34"	"Tsen34"	chrNC_000073.7	+	3697596	3697843	3697600	3697843	3696736	3696888
1537	"gene-Tsen34"	"Tsen34"	chrNC_000073.7	+	3697596	3697843	3697600	3697843	3697094	3697413
1538	"gene-Tsen34"	"Tsen34"	chrNC_000073.7	+	3697596	3697843	3697600	3697843	3697111	3697402
1539	"gene-Tsen34"	"Tsen34"	chrNC_000073.7	+	3698350	3698620	3698362	3698620	3697976	3698226
1540	"gene-Tsen34"	"Tsen34"	chrNC_000073.7	+	3698350	3698620	3698383	3698620	3697976	3698226
1541	"gene-Tsen34"	"Tsen34"	chrNC_000073.7	+	3698362	3698620	3698383	3698620	3697976	3698226
1542	"gene-Tsen34"	"Tsen34"	chrNC_000073.7	+	3703526	3704009	3703613	3704009	3698350	3698620
1543	"gene-Tsen34"	"Tsen34"	chrNC_000073.7	+	3703526	3704009	3703613	3704009	3700823	3700927
1544	"gene-Grk6"	"Grk6"	chrNC_000079.7	+	55599515	55599656	55599530	55599656	55599332	55599396
1545	"gene-Grk6"	"Grk6"	chrNC_000079.7	+	55599947	55600138	55600049	55600138	55599515	55599656
1546	"gene-Grk6"	"Grk6"	chrNC_000079.7	+	55607145	55608740	55607596	55608740	55606825	55606960
1547	"gene-Mecr"	"Mecr"	chrNC_000070.7	+	131575188	131576244	131576127	131576244	131573097	131574622
1548	"gene-Mecr"	"Mecr"	chrNC_000070.7	+	131575525	131576244	131575528	131576244	131575188	131575325
1549	"gene-Mecr"	"Mecr"	chrNC_000070.7	+	131575525	131576244	131576127	131576244	131575188	131575325
1550	"gene-Mecr"	"Mecr"	chrNC_000070.7	+	131575528	131576244	131576127	131576244	131575188	131575325
1551	"gene-Bbs12"	"Bbs12"	chrNC_000069.7	+	37373198	37375599	37373284	37375599	37366702	37366734
1552	"gene-Tex9"	"Tex9"	chrNC_000075.7	-	72387205	72387283	72387205	72387280	72387878	72388057
1553	"gene-Gpat4"	"Gpat4"	chrNC_000074.7	-	23665523	23665670	23665523	23665652	23669430	23669516
1554	"gene-Cdh18"	"Cdh18"	chrNC_000081.7	+	23460401	23460653	23460507	23460653	23446063	23446181
1555	"gene-Cdh18"	"Cdh18"	chrNC_000081.7	+	23460401	23460653	23460510	23460653	23446063	23446181
1556	"gene-Cdh18"	"Cdh18"	chrNC_000081.7	+	23460507	23460653	23460510	23460653	23446063	23446181
1557	"gene-Hipk2"	"Hipk2"	chrNC_000072.7	-	38698389	38698532	38698389	38698529	38706855	38706977
1558	"gene-Hipk2"	"Hipk2"	chrNC_000072.7	-	38707803	38708011	38707803	38707930	38714292	38714455
1559	"gene-Zfp790"	"Zfp790"	chrNC_000073.7	+	29522404	29522569	29522408	29522569	29510861	29518623
1560	"gene-Zfp790"	"Zfp790"	chrNC_000073.7	+	29522404	29522569	29522494	29522569	29510861	29518623
1561	"gene-Zfp790"	"Zfp790"	chrNC_000073.7	+	29522408	29522569	29522494	29522569	29510861	29518623
1562	"gene-Zfp790"	"Zfp790"	chrNC_000073.7	+	29522404	29522569	29522494	29522569	29515496	29515714
1563	"gene-Prnd"	"Prnd"	chrNC_000068.8	+	131796710	131798051	131796740	131798051	131794928	131795502
1564	"gene-Luc7l2"	"Luc7l2"	chrNC_000072.7	+	38545781	38547539	38547444	38547539	38522995	38528843
1565	"gene-Luc7l2"	"Luc7l2"	chrNC_000072.7	+	38534234	38536239	38536138	38536239	38531914	38531998
1566	"gene-Luc7l2"	"Luc7l2"	chrNC_000072.7	+	38546866	38547539	38547444	38547539	38531914	38531998
1567	"gene-Luc7l2"	"Luc7l2"	chrNC_000072.7	+	38545781	38547539	38547444	38547539	38534234	38536239
1568	"gene-Luc7l2"	"Luc7l2"	chrNC_000072.7	+	38545781	38547539	38547444	38547539	38542589	38542657
1569	"gene-Luc7l2"	"Luc7l2"	chrNC_000072.7	+	38546866	38547539	38547444	38547539	38545781	38546469
1570	"gene-Gimap8"	"Gimap8"	chrNC_000072.7	+	48632975	48633602	48633463	48633602	48627994	48628037
1571	"gene-Rbpms2"	"Rbpms2"	chrNC_000075.7	+	65566719	65567818	65567261	65567818	65566416	65566486
1572	"gene-Dcdc2a"	"Dcdc2a"	chrNC_000079.7	+	25240168	25240546	25240186	25240546	25239125	25239424
1573	"gene-Gm38920"	"Gm38920"	chrNC_000072.7	-	142488277	142488476	142488277	142488436	142489525	142489687
1574	"gene-Gm33046"	"Gm33046"	chrNC_000072.7	+	35111182	35111505	35111187	35111505	35110780	35111041
1575	"gene-Ptdss2"	"Ptdss2"	chrNC_000073.7	+	140732645	140732801	140732687	140732801	140732104	140732155
1576	"gene-Zfp646"	"Zfp646"	chrNC_000073.7	+	127477074	127477279	127477131	127477279	127476080	127476295
1577	"gene-Zfp646"	"Zfp646"	chrNC_000073.7	+	127477074	127477279	127477131	127477279	127476080	127476384
1578	"gene-Lrguk"	"Lrguk"	chrNC_000072.7	+	34078606	34088145	34078609	34088145	34072458	34072554
1579	"gene-Gm41352"	"Gm41352"	chrNC_000081.7	+	77202923	77206063	77205915	77206063	77202192	77202291
1580	"gene-Ankrd29"	"Ankrd29"	chrNC_000084.7	-	12385418	12388463	12385418	12387758	12393990	12394089
1581	"gene-Dcx"	"Dcx"	chrNC_000086.8	-	142706084	142706425	142706084	142706418	142713936	142714322
1582	"gene-Copg2"	"Copg2"	chrNC_000072.7	-	30749404	30749503	30749404	30749500	30749759	30749898
1583	"gene-Copg2"	"Copg2"	chrNC_000072.7	-	30749759	30749943	30749759	30749898	30750536	30750634
1584	"gene-Tmem209"	"Tmem209"	chrNC_000072.7	-	30508664	30508841	30508664	30508801	30509683	30509782
1585	"gene-Strip2"	"Strip2"	chrNC_000072.7	+	29931762	29931828	29931766	29931828	29931118	29931354
1586	"gene-Strip2"	"Strip2"	chrNC_000072.7	+	29955430	29955635	29955514	29955635	29953347	29953452
1587	"gene-Ahcyl2"	"Ahcyl2"	chrNC_000072.7	+	29863138	29863250	29863141	29863250	29768441	29768905
1588	"gene-Ahcyl2"	"Ahcyl2"	chrNC_000072.7	+	29863138	29863250	29863141	29863250	29854014	29854138
1589	"gene-Ahcyl2"	"Ahcyl2"	chrNC_000072.7	+	29863138	29863250	29863141	29863250	29860492	29860555
1590	"gene-Tnpo3"	"Tnpo3"	chrNC_000072.7	-	29554793	29554979	29554793	29554961	29555151	29555308
1591	"gene-Kcp"	"Kcp"	chrNC_000072.7	-	29489027	29489271	29489027	29489152	29490064	29490147
1592	"gene-Kcp"	"Kcp"	chrNC_000072.7	-	29489031	29489152	29489031	29489149	29490064	29490147
1593	"gene-Kcp"	"Kcp"	chrNC_000072.7	-	29489031	29489271	29489031	29489149	29490064	29490147
1594	"gene-Kcp"	"Kcp"	chrNC_000072.7	-	29502776	29502974	29502776	29502873	29504231	29504308
1595	"gene-Ccdc136"	"Ccdc136"	chrNC_000072.7	+	29421989	29422096	29422035	29422096	29411246	29411384
1596	"gene-Ccdc136"	"Ccdc136"	chrNC_000072.7	+	29421989	29422096	29422035	29422096	29412900	29413086
1597	"gene-Ccdc136"	"Ccdc136"	chrNC_000072.7	+	29421989	29422096	29422035	29422096	29417070	29417577
1598	"gene-Ccdc136"	"Ccdc136"	chrNC_000072.7	+	29421989	29422096	29422035	29422096	29417930	29418152
1599	"gene-Ccdc136"	"Ccdc136"	chrNC_000072.7	+	29419985	29422096	29421989	29422096	29419100	29419382
1600	"gene-Ccdc136"	"Ccdc136"	chrNC_000072.7	+	29419985	29422096	29422035	29422096	29419100	29419382
1601	"gene-Ccdc136"	"Ccdc136"	chrNC_000072.7	+	29421989	29422096	29422035	29422096	29419100	29419382
1602	"gene-Ccdc136"	"Ccdc136"	chrNC_000072.7	+	29423278	29426954	29426623	29426954	29422035	29422096
1603	"gene-Tomm40"	"Tomm40"	chrNC_000073.7	-	19447593	19447831	19447593	19447686	19448217	19448285
1604	"gene-Calu"	"Calu"	chrNC_000072.7	+	29356469	29356696	29356652	29356696	29348104	29348207
1605	"gene-Impdh1"	"Impdh1"	chrNC_000072.7	-	29212067	29212169	29212067	29212166	29216070	29216363
1606	"gene-Mup7"	"Mup7"	chrNC_000070.7	-	60067509	60067596	60067509	60067555	60067719	60067821
1607	"gene-Pax4"	"Pax4"	chrNC_000072.7	-	28443440	28443582	28443440	28443579	28443871	28443888
1608	"gene-Pax4"	"Pax4"	chrNC_000072.7	-	28443871	28443927	28443871	28443888	28444337	28444407
1609	"gene-Gm35177"	"Gm35177"	chrNC_000075.7	+	40470980	40471156	40470986	40471156	40469192	40469299
1610	"gene-Hyal5"	"Hyal5"	chrNC_000072.7	+	24875943	24877082	24876672	24877082	24857981	24858110
1611	"gene-Cadps2"	"Cadps2"	chrNC_000072.7	-	23262771	23263888	23262771	23263715	23269244	23269349
1612	"gene-Tmem82"	"Tmem82"	chrNC_000070.7	-	141342255	141342446	141342255	141342421	141343514	141343932
1613	"gene-Npy5r"	"Npy5r"	chrNC_000074.7	-	67132616	67134803	67132616	67134800	67140616	67140746
1614	"gene-Slc25a22"	"Slc25a22"	chrNC_000073.7	-	141011933	141012071	141011933	141012052	141012575	141012666
1615	"gene-Phf23"	"Phf23"	chrNC_000077.7	+	69889126	69889958	69889327	69889958	69888571	69888664
1616	"gene-Gm36503"	"Gm36503"	chrNC_000072.7	+	16572293	16572516	16572305	16572516	16524753	16524912
1617	"gene-Foxp2"	"Foxp2"	chrNC_000072.7	+	15377886	15378087	15377949	15378087	15376687	15376825
1618	"gene-Gm33496"	"Gm33496"	chrNC_000072.7	+	126585122	126585972	126585803	126585972	126577750	126577890
1619	"gene-Gpr85"	"Gpr85"	chrNC_000072.7	-	13838277	13838415	13838277	13838379	13838558	13839178
1620	"gene-Gpr85"	"Gpr85"	chrNC_000072.7	-	13838558	13839178	13838558	13839174	13839273	13839527
1621	"gene-Gpr85"	"Gpr85"	chrNC_000072.7	-	13838558	13839178	13838558	13839174	13839640	13839941
1622	"gene-Hps4"	"Hps4"	chrNC_000071.7	+	112491607	112492914	112491909	112492914	112490960	112491029
1623	"gene-Hps4"	"Hps4"	chrNC_000071.7	+	112491607	112492914	112492406	112492914	112490960	112491029
1624	"gene-Hps4"	"Hps4"	chrNC_000071.7	+	112491909	112492914	112492406	112492914	112490960	112491029
1625	"gene-2610008E11Rik"	"2610008E11Rik"	chrNC_000076.7	-	78900207	78903885	78900207	78903881	78904467	78904562
1626	"gene-2610008E11Rik"	"2610008E11Rik"	chrNC_000076.7	-	78900207	78903885	78900207	78903881	78904551	78904562
1627	"gene-Kcnn4"	"Kcnn4"	chrNC_000073.7	+	24078558	24078694	24078562	24078694	24076707	24077129
1628	"gene-Kcnn4"	"Kcnn4"	chrNC_000073.7	+	24081586	24081705	24081592	24081705	24081076	24081187
1629	"gene-Kcnn4"	"Kcnn4"	chrNC_000073.7	+	24081586	24081705	24081595	24081705	24081076	24081187
1630	"gene-Kcnn4"	"Kcnn4"	chrNC_000073.7	+	24081586	24081705	24081599	24081705	24081076	24081187
1631	"gene-Kcnn4"	"Kcnn4"	chrNC_000073.7	+	24081592	24081705	24081595	24081705	24081076	24081187
1632	"gene-Kcnn4"	"Kcnn4"	chrNC_000073.7	+	24081592	24081705	24081599	24081705	24081076	24081187
1633	"gene-Kcnn4"	"Kcnn4"	chrNC_000073.7	+	24081595	24081705	24081599	24081705	24081076	24081187
1634	"gene-Kcnn4"	"Kcnn4"	chrNC_000073.7	+	24084061	24084635	24084119	24084635	24083433	24083607
1635	"gene-Kcnn4"	"Kcnn4"	chrNC_000073.7	+	24084061	24084635	24084146	24084635	24083433	24083607
1636	"gene-Kcnn4"	"Kcnn4"	chrNC_000073.7	+	24084119	24084635	24084146	24084635	24083433	24083607
1637	"gene-Mtmr12"	"Mtmr12"	chrNC_000081.7	+	12266692	12266854	12266697	12266854	12265629	12265797
1638	"gene-Dlx5"	"Dlx5"	chrNC_000072.7	-	6879525	6879710	6879525	6879628	6881531	6882068
1639	"gene-Uba2"	"Uba2"	chrNC_000073.7	-	33840120	33840891	33840120	33840885	33842162	33842299
1640	"gene-Uba2"	"Uba2"	chrNC_000073.7	-	33845629	33845726	33845629	33845722	33846940	33847100
1641	"gene-Uba2"	"Uba2"	chrNC_000073.7	-	33853908	33854069	33853908	33854066	33855309	33855409
1642	"gene-Uba2"	"Uba2"	chrNC_000073.7	-	33857403	33857471	33857403	33857467	33858242	33858364
1643	"gene-Gm34871"	"Gm34871"	chrNC_000072.7	-	6753980	6755341	6753980	6754110	6757382	6758929
1644	"gene-Dmxl1"	"Dmxl1"	chrNC_000084.7	+	49981734	49981861	49981759	49981861	49979651	49979730
1645	"gene-Gm38523"	"Gm38523"	chrNC_000074.7	-	111786824	111787560	111786824	111787557	111787725	111787871
1646	"gene-Pcgf6"	"Pcgf6"	chrNC_000085.7	-	47025676	47025763	47025676	47025759	47028482	47028581
1647	"gene-Pcgf6"	"Pcgf6"	chrNC_000085.7	-	47028482	47030578	47028482	47028581	47031204	47031232
1648	"gene-Pcgf6"	"Pcgf6"	chrNC_000085.7	-	47036385	47036468	47036385	47036445	47036546	47036602
1649	"gene-Pcgf6"	"Pcgf6"	chrNC_000085.7	-	47036385	47036476	47036385	47036445	47036546	47036602
1650	"gene-Pcgf6"	"Pcgf6"	chrNC_000085.7	-	47036385	47036476	47036385	47036468	47036546	47036602
1651	"gene-Med1"	"Med1"	chrNC_000077.7	-	98042979	98045075	98042979	98043951	98046002	98049295
1652	"gene-Med1"	"Med1"	chrNC_000077.7	-	98042979	98045732	98042979	98043951	98046002	98049295
1653	"gene-Med1"	"Med1"	chrNC_000077.7	-	98042979	98045732	98042979	98045075	98046002	98049295
1654	"gene-Med1"	"Med1"	chrNC_000077.7	-	98042979	98043951	98042979	98043789	98049154	98049295
