ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
709	"gene-Plekha5"	"Plekha5"	chrNC_000072.7	+	140518590	140518692	140522952	140523064	140516046	140516196	140525155	140525202	709	48,73,75,56	61,73,69,75	62,62,67,65	61,62,80,65	141	151	0.635903689851685	0.9111506877556	0.457,0.517,0.538,0.444	0.521,0.517,0.473,0.517	-0.018
710	"gene-Plekha5"	"Plekha5"	chrNC_000072.7	+	140529558	140529674	140532034	140532226	140527693	140527814	140534900	140535041	710	68,96,73,75	137,169,178,147	99,90,101,83	159,145,223,143	155	231	0.173708892586545	0.638988386889225	0.425,0.458,0.379,0.432	0.481,0.481,0.403,0.464	-0.034
711	"gene-Plekha5"	"Plekha5"	chrNC_000072.7	+	140537353	140537490	140539280	140539383	140535371	140535481	140541974	140542836	711	145,134,160,138	43,30,47,47	165,122,167,155	48,48,58,51	176	142	0.127169426348777	0.586336438578779	0.731,0.783,0.733,0.703	0.735,0.672,0.699,0.71	0.033
712	"gene-Prkab1"	"Prkab1"	chrNC_000071.7	-	116156006	116156140	116158062	116158177	116152972	116153041	116158432	116158526	712	45,33,25,33	56,71,53,57	45,38,40,33	72,80,66,82	154	173	0.495547750777316	0.851456968515666	0.474,0.343,0.346,0.394	0.412,0.348,0.405,0.311	0.02
713	"gene-Lmo3"	"Lmo3"	chrNC_000072.7	-	138351817	138351963	138352573	138352644	138339915	138343045	138354197	138354323	713	1,9,19,6	13,9,12,4	10,7,8,7	14,17,9,5	110	185	0.88664923442426	0.999202115572178	0.115,0.627,0.727,0.716	0.546,0.409,0.599,0.702	-0.018
714	"gene-Nt5m"	"Nt5m"	chrNC_000077.7	+	59743616	59743717	59751575	59751636	59730232	59730582	59765378	59765493	714	16,13,8,12	20,22,23,23	10,17,17,15	27,31,26,16	140	100	0.760136627188117	0.95575024275192	0.364,0.297,0.199,0.271	0.209,0.281,0.318,0.401	-0.019
715	"gene-Nt5m"	"Nt5m"	chrNC_000077.7	+	59743616	59743717	59751575	59751636	59738889	59739198	59765378	59765493	715	33,32,30,34	20,20,23,21	37,32,27,29	26,31,25,15	140	100	0.285197700177471	0.729521569938197	0.541,0.533,0.482,0.536	0.504,0.424,0.435,0.58	0.037
716	"gene-Nt5m"	"Nt5m"	chrNC_000077.7	+	59743616	59743721	59751575	59751636	59730232	59730582	59765378	59765493	716	13,12,7,12	20,22,23,23	7,14,16,14	27,31,26,16	144	100	0.927101210501123	0.999202115572178	0.311,0.275,0.174,0.266	0.153,0.239,0.299,0.378	-0.011
717	"gene-Trak2"	"Trak2"	chrNC_000067.7	-	58965809	58965886	58974904	58975099	58962680	58962797	58985405	58985694	717	75,76,77,56	32,34,47,29	51,49,51,50	25,32,28,32	234	116	0.291183962295782	0.733564689493861	0.537,0.526,0.448,0.489	0.503,0.432,0.474,0.436	0.039
718	"gene-4833418N02Rik"	"4833418N02Rik"	chrNC_000083.7	-	87584839	87585010	87587986	87588190	87583873	87583902	87589601	87590242	718	3,3,3,3	1,0,3,0	5,3,3,2	2,0,0,0	243	210	0.562808160740502	0.881216771649267	0.722,1.0,0.464,1.0	0.684,1.0,1.0,1.0	-0.125
719	"gene-Pcbp2"	"Pcbp2"	chrNC_000081.7	+	102394382	102394475	102395522	102395564	102392588	102392675	102396639	102396712	719	328,333,283,325	699,706,601,699	392,372,372,415	884,787,828,970	132	81	0.141986485209926	0.609017574831726	0.224,0.224,0.224,0.222	0.214,0.225,0.216,0.208	0.008
720	"gene-Frmd5"	"Frmd5"	chrNC_000068.8	-	121393365	121393454	121399373	121399461	121388304	121388368	121404025	121404149	720	40,76,67,59	32,46,46,39	62,61,55,51	27,34,40,47	127	128	0.736460901633414	0.948788530080629	0.557,0.625,0.595,0.604	0.698,0.644,0.581,0.522	-0.016
722	"gene-Rgs6"	"Rgs6"	chrNC_000078.7	+	82698582	82698686	83032068	83032168	82663680	82664157	83094332	83094383	722	26,18,14,24	30,26,28,29	24,17,18,18	24,15,29,22	143	139	0.433048341785455	0.815736931867328	0.457,0.402,0.327,0.446	0.493,0.524,0.376,0.443	-0.051
723	"gene-Rgs6"	"Rgs6"	chrNC_000078.7	+	83117371	83117433	83138521	83138632	83116268	83116367	83153531	83153657	723	12,14,20,12	20,30,30,32	18,12,8,12	28,19,16,25	101	150	0.688658085088634	0.931024975593648	0.471,0.409,0.498,0.358	0.488,0.484,0.426,0.416	-0.02
724	"gene-Rgs6"	"Rgs6"	chrNC_000078.7	+	83184159	83184213	83196958	83197025	83180428	83180518	83204694	83208830	724	0,1,3,0	0,1,2,0	5,0,0,5	1,0,3,1	93	106	0.113795810091956	0.569722084082635	NA,0.533,0.631,NA	0.851,NA,0.0,0.851	0.015
725	"gene-Tulp3"	"Tulp3"	chrNC_000072.7	-	128302386	128302954	128303734	128303847	128301942	128302041	128304502	128304700	725	26,34,32,20	19,44,51,36	29,30,35,35	34,29,19,35	152	607	0.0567330507068078	0.481750971901839	0.845,0.755,0.715,0.689	0.773,0.805,0.88,0.8	-0.064
726	"gene-Tulp3"	"Tulp3"	chrNC_000072.7	-	128302839	128302954	128303734	128303847	128301942	128302041	128304502	128304700	726	26,34,32,20	11,7,15,15	29,30,35,35	12,19,23,20	152	154	0.222427023130608	0.682183471740321	0.705,0.831,0.684,0.575	0.71,0.615,0.607,0.639	0.056
727	"gene-Elp4"	"Elp4"	chrNC_000068.8	-	105696303	105696425	105727246	105727282	105672576	105672705	105734613	105734909	727	12,7,9,7	36,47,49,38	12,5,5,6	45,36,26,35	75	161	0.873079462991527	0.996108693430593	0.417,0.242,0.283,0.283	0.364,0.23,0.292,0.269	0.018
728	"gene-Prom1"	"Prom1"	chrNC_000071.7	-	44158118	44158187	44158611	44158635	44152416	44152456	44159127	44159243	728	4,3,5,9	12,5,11,7	10,2,7,3	9,5,4,4	63	108	0.173759325516743	0.638988386889225	0.364,0.507,0.438,0.688	0.656,0.407,0.75,0.562	-0.095
729	"gene-Prom1"	"Prom1"	chrNC_000071.7	-	44173907	44173992	44178149	44178273	44172099	44172246	44184024	44184177	729	26,29,26,14	29,11,13,15	30,15,21,24	24,14,16,16	163	124	0.687273419545159	0.930324826948971	0.405,0.667,0.603,0.415	0.487,0.449,0.5,0.533	0.03
730	"gene-Nnat"	"Nnat"	chrNC_000068.8	+	157402367	157402455	157403132	157403159	157401997	157402180	157403461	157404445	730	318,220,207,254	1411,1057,1107,1371	251,217,217,233	979,1193,1132,1231	127	66	0.864726771468707	0.993192951586018	0.105,0.098,0.089,0.088	0.118,0.086,0.091,0.09	-0.001
731	"gene-Nnat"	"Nnat"	chrNC_000068.8	+	157402367	157402455	157403132	157403208	157401997	157402180	157403461	157404445	731	318,220,207,254	2437,1814,1869,2254	251,217,217,233	1695,2026,1992,2144	127	115	0.820423053816508	0.977767116945694	0.106,0.099,0.091,0.093	0.118,0.088,0.09,0.09	0.001
732	"gene-Nnat"	"Nnat"	chrNC_000068.8	+	157402367	157402455	157403132	157403213	157401997	157402180	157403461	157404445	732	318,220,207,254	4786,3748,3886,4621	251,217,217,233	3431,4123,3961,4184	127	120	0.875608095350189	0.996811073921635	0.059,0.053,0.048,0.049	0.065,0.047,0.049,0.05	-0.001
733	"gene-Ndufa9"	"Ndufa9"	chrNC_000072.7	-	126819083	126819175	126821270	126821368	126817460	126817602	126821753	126821924	733	91,102,69,102	182,158,151,208	81,61,81,93	149,166,172,192	137	131	0.206121078555601	0.667301150535337	0.323,0.382,0.304,0.319	0.342,0.26,0.31,0.317	0.025
734	"gene-Esrra"	"Esrra"	chrNC_000085.7	-	6891446	6891660	6897430	6897767	6891187	6891316	6898989	6899182	734	96,59,48,69	74,78,72,61	62,56,81,54	77,60,87,91	376	253	0.284042343518626	0.729445143539438	0.466,0.337,0.31,0.432	0.351,0.386,0.385,0.285	0.035
735	"gene-Trim41"	"Trim41"	chrNC_000077.7	-	48699291	48699314	48699876	48700107	48698951	48699079	48703126	48703222	735	178,161,138,153	10,4,9,10	217,135,199,154	3,17,6,7	270	62	0.576255762693425	0.884666640515914	0.803,0.902,0.779,0.778	0.943,0.646,0.884,0.835	-0.011
736	"gene-Trim41"	"Trim41"	chrNC_000077.7	-	48699291	48699314	48699876	48700107	48698951	48699184	48703126	48703222	736	177,161,136,152	0,4,2,0	217,136,199,153	0,4,0,0	270	62	0.537530729932326	0.868134064606988	1.0,0.902,0.94,1.0	1.0,0.886,1.0,1.0	-0.011
737	"gene-Trim41"	"Trim41"	chrNC_000077.7	-	48699876	48700107	48703126	48703222	48699291	48699314	48706669	48708218	737	96,57,68,76	182,152,143,155	81,72,94,68	192,138,175,163	135	270	0.946678677344273	0.999202115572178	0.513,0.429,0.487,0.495	0.458,0.511,0.518,0.455	-0.005
738	"gene-Ncapd2"	"Ncapd2"	chrNC_000072.7	-	125151187	125151321	125153105	125153190	125150742	125150875	125153614	125153789	738	57,63,72,60	92,75,77,77	96,74,69,87	104,84,103,135	124	173	0.815245880238986	0.976016783443707	0.464,0.54,0.566,0.521	0.563,0.551,0.483,0.473	0.005
739	"gene-Sh3rf3"	"Sh3rf3"	chrNC_000076.7	+	58819742	58820018	58842863	58842959	58649180	58649948	58885042	58885402	739	120,118,124,112	35,61,34,42	129,113,121,124	53,42,46,34	315	135	0.999202115572178	0.999202115572178	0.595,0.453,0.61,0.533	0.511,0.536,0.53,0.61	0.001
740	"gene-Sh3rf3"	"Sh3rf3"	chrNC_000076.7	+	58842863	58842959	58885042	58885402	58819742	58820018	58907757	58907858	740	30,38,43,34	143,149,133,169	39,20,31,31	158,124,135,161	135	399	0.255205217954175	0.709368082413761	0.383,0.43,0.489,0.373	0.422,0.323,0.404,0.363	0.041
741	"gene-Zfp384"	"Zfp384"	chrNC_000072.7	+	125000995	125001233	125001467	125001515	125000641	125000712	125001708	125002045	741	173,188,175,191	23,18,17,24	160,144,177,147	30,21,27,29	277	87	0.00827237589315744	0.281736031089964	0.703,0.766,0.764,0.714	0.626,0.683,0.673,0.614	0.088
742	"gene-Zfp384"	"Zfp384"	chrNC_000072.7	+	125002810	125002903	125003219	125003282	125001708	125002045	125007760	125007985	742	52,35,48,59	2,4,6,2	60,52,65,54	9,4,2,4	132	102	0.792341561800602	0.96706994901387	0.953,0.871,0.861,0.958	0.837,0.909,0.962,0.913	0.005
743	"gene-Wiz"	"Wiz"	chrNC_000083.7	-	32597813	32598092	32600029	32600130	32586797	32587121	32606546	32606791	743	26,16,24,24	31,22,16,26	26,27,13,29	30,21,19,26	140	318	0.8290306074532	0.98051421353971	0.656,0.623,0.773,0.677	0.663,0.745,0.608,0.717	-0.001
744	"gene-Wiz"	"Wiz"	chrNC_000083.7	-	32597813	32598092	32600057	32600130	32586797	32587121	32606546	32606791	744	50,34,33,52	31,22,16,26	41,26,33,49	30,21,19,26	112	318	0.430338576812514	0.814437303220881	0.821,0.814,0.854,0.85	0.795,0.779,0.831,0.843	0.023
745	"gene-Foxj2"	"Foxj2"	chrNC_000072.7	+	122809896	122809965	122810119	122810260	122808394	122808469	122810639	122810835	745	18,21,12,11	37,53,45,34	16,10,18,15	47,34,43,28	108	180	0.748238533947355	0.95289771002704	0.448,0.398,0.308,0.35	0.362,0.329,0.411,0.472	-0.018
746	"gene-Csde1"	"Csde1"	chrNC_000069.7	+	102946007	102946206	102947248	102947358	102936104	102936528	102948460	102948558	746	719,837,808,713	302,290,323,330	643,620,571,629	267,290,268,284	238	149	0.0572566983495759	0.481750971901839	0.598,0.644,0.61,0.575	0.601,0.572,0.572,0.581	0.025
747	"gene-Rgs10"	"Rgs10"	chrNC_000073.7	-	128012055	128012442	128013915	128014098	128006082	128006201	128019789	128019896	747	1,2,1,2	4,0,1,2	0,1,0,0	2,0,0,0	222	426	0.546544267681591	0.873524886288788	0.324,1.0,0.657,0.657	0.0,1.0,NA,NA	0.159
748	"gene-Iqsec3"	"Iqsec3"	chrNC_000072.7	-	121355918	121356868	121356953	121357003	121349885	121353473	121358607	121358700	748	20,27,29,20	99,171,134,112	12,15,11,14	79,48,72,69	89	989	0.788152429550337	0.966795521814952	0.692,0.637,0.706,0.665	0.628,0.776,0.629,0.693	-0.006
749	"gene-Iqsec3"	"Iqsec3"	chrNC_000072.7	-	121389466	121390575	121421115	121421199	121387572	121387734	121449983	121450609	749	32,21,21,21	216,323,252,279	19,11,26,21	172,142,189,211	123	1148	0.328803572596956	0.751852732016401	0.58,0.378,0.438,0.413	0.508,0.42,0.562,0.482	-0.041
750	"gene-Iqsec3"	"Iqsec3"	chrNC_000072.7	-	121405255	121405526	121421115	121421199	121389466	121390575	121449983	121450609	750	40,33,29,33	44,40,33,42	23,14,35,36	20,16,23,17	123	310	0.0312345065475945	0.406880852534574	0.696,0.675,0.689,0.664	0.743,0.688,0.793,0.842	-0.086
751	"gene-Stx3"	"Stx3"	chrNC_000085.7	-	11758930	11759044	11760389	11760500	11754451	11756537	11762753	11762888	751	1,2,2,1	5,1,3,3	1,3,1,0	7,2,3,1	150	153	0.737645447030663	0.948788530080629	0.169,0.671,0.405,0.254	0.127,0.605,0.254,0.0	0.128
752	"gene-Stx3"	"Stx3"	chrNC_000085.7	-	11767411	11767457	11769109	11769209	11766920	11766995	11780857	11780941	752	18,32,9,15	2,6,2,1	13,8,22,7	0,0,1,5	139	85	0.320936964713271	0.749040286516419	0.846,0.765,0.733,0.902	1.0,1.0,0.931,0.461	-0.036
753	"gene-Chd2"	"Chd2"	chrNC_000073.7	-	73157553	73157661	73169224	73169456	73154735	73154876	73190519	73190652	753	46,33,27,40	18,10,16,18	29,37,34,38	7,12,11,19	271	147	0.41472286625218	0.80327078938325	0.581,0.642,0.478,0.547	0.692,0.626,0.626,0.52	-0.054
754	"gene-Chd2"	"Chd2"	chrNC_000073.7	-	73169224	73169456	73190519	73190652	73165473	73165560	73190993	73191494	754	29,17,17,16	62,37,43,44	13,17,8,21	30,37,39,40	172	271	0.787091568899611	0.966447219401207	0.424,0.42,0.384,0.364	0.406,0.42,0.244,0.453	0.017
755	"gene-Bcl2l13"	"Bcl2l13"	chrNC_000072.7	+	120825416	120825512	120839815	120839923	120813166	120813318	120842528	120842685	755	42,22,26,42	39,38,41,36	20,45,31,51	25,44,42,63	135	147	0.977290350314276	0.999202115572178	0.54,0.387,0.408,0.56	0.466,0.527,0.446,0.469	-0.003
756	"gene-Bcl2l13"	"Bcl2l13"	chrNC_000072.7	+	120842528	120842685	120847726	120847796	120825416	120825577	120853163	120853307	756	1,3,0,4	19,19,27,21	4,3,5,3	35,12,22,26	196	109	0.19146966092997	0.658107672452019	0.028,0.081,0.0,0.096	0.06,0.122,0.112,0.06	-0.037
757	"gene-Kdm5a"	"Kdm5a"	chrNC_000072.7	+	120371047	120371210	120375898	120376018	120367614	120367796	120379466	120379661	757	61,58,49,58	31,33,45,35	40,33,43,51	25,24,28,30	202	159	0.999202115572178	0.999202115572178	0.608,0.58,0.462,0.566	0.557,0.52,0.547,0.572	0.005
758	"gene-Ccdc77"	"Ccdc77"	chrNC_000072.7	-	120311729	120311878	120318933	120319030	120306294	120306420	120325348	120325491	758	6,7,12,5	0,1,0,2	10,3,2,9	0,2,0,2	136	188	0.634212938463925	0.91082490609533	1.0,0.906,1.0,0.776	1.0,0.675,1.0,0.862	0.036
759	"gene-Ccdc77"	"Ccdc77"	chrNC_000072.7	-	120311729	120311878	120318933	120319038	120306294	120306420	120325348	120325491	759	0,0,0,0	0,1,0,2	0,0,0,1	0,2,0,2	144	188	0.0712928801486596	0.496382571527755	NA,0.0,NA,0.0	NA,0.0,NA,0.395	-0.198
760	"gene-Rad52"	"Rad52"	chrNC_000072.7	+	119888008	119888102	119892194	119892313	119878780	119879796	119892927	119893003	760	15,8,17,12	24,25,32,21	7,16,16,11	29,25,20,23	133	158	0.965430520407155	0.999202115572178	0.426,0.275,0.387,0.404	0.223,0.432,0.487,0.362	-0.003
761	"gene-Rad52"	"Rad52"	chrNC_000072.7	+	119888008	119888102	119892927	119893003	119878780	119879796	119895547	119895747	761	15,8,18,12	14,14,17,18	7,14,16,11	15,23,19,13	133	115	0.421344541564085	0.808168586415673	0.481,0.331,0.478,0.366	0.287,0.345,0.421,0.423	0.045
762	"gene-Il3ra"	"Il3ra"	chrNC_000080.7	-	8118795	8118825	8118956	8119075	8118598	8118713	8119495	8119728	762	2,5,6,9	1,1,0,4	3,3,18,14	2,0,4,2	158	69	0.729015425360711	0.945599388402208	0.466,0.686,1.0,0.496	0.396,1.0,0.663,0.754	-0.041
764	"gene-Il3ra"	"Il3ra"	chrNC_000080.7	-	8120818	8120942	8122574	8122753	8120390	8120520	8123250	8123357	764	3,3,2,0	3,1,4,6	4,0,1,4	3,7,6,8	218	163	0.514612770504896	0.858953871164631	0.428,0.692,0.272,0.0	0.499,0.0,0.111,0.272	0.127
765	"gene-Il3ra"	"Il3ra"	chrNC_000080.7	-	8120818	8120942	8122574	8122969	8120390	8120520	8123250	8123357	765	13,6,13,2	3,1,4,6	11,3,1,7	3,7,6,8	434	163	0.112581013591171	0.567411039391283	0.619,0.693,0.55,0.111	0.579,0.139,0.059,0.247	0.237
766	"gene-Zfp637"	"Zfp637"	chrNC_000072.7	+	117818968	117819075	117819590	117819757	117818164	117818229	117820213	117820353	766	0,0,0,0	3,1,2,0	0,1,0,0	1,1,0,0	146	206	0.0693904405796458	0.493753383268353	0.0,0.0,0.0,NA	0.0,0.585,NA,NA	-0.292
767	"gene-Unkl"	"Unkl"	chrNC_000083.7	+	25418740	25418917	25420015	25420149	25408439	25408649	25424572	25424708	767	34,30,26,30	28,22,31,20	23,37,21,25	26,31,26,38	216	173	0.0943089809161485	0.539926036650476	0.493,0.522,0.402,0.546	0.415,0.489,0.393,0.345	0.08
768	"gene-Tmcc1"	"Tmcc1"	chrNC_000072.7	-	116019831	116020766	116110727	116110990	116001762	116001898	116115155	116115211	768	63,54,51,54	825,706,621,706	60,67,47,56	688,565,610,670	302	974	0.145654995194676	0.609634811806602	0.198,0.198,0.209,0.198	0.22,0.277,0.199,0.212	-0.026
769	"gene-Tmcc1"	"Tmcc1"	chrNC_000072.7	-	116019831	116020766	116110727	116111414	116001762	116001898	116115155	116115211	769	226,265,254,237	825,706,621,706	222,205,189,227	688,565,610,670	726	974	0.675732328991182	0.925939725055339	0.269,0.335,0.354,0.311	0.302,0.327,0.294,0.312	0.009
770	"gene-Tmcc1"	"Tmcc1"	chrNC_000072.7	-	116019831	116020766	116110727	116111418	116001762	116001898	116115155	116115211	770	256,319,296,279	825,706,621,706	254,226,214,248	688,565,610,670	730	974	0.349775336209843	0.76430959882975	0.293,0.376,0.389,0.345	0.33,0.348,0.319,0.331	0.019
771	"gene-Poln"	"Poln"	chrNC_000071.7	-	34166930	34166998	34170845	34170924	34166183	34166245	34171586	34171697	771	0,0,0,2	2,0,0,0	0,0,0,0	0,0,0,1	118	107	0.0624617818923167	0.482046108555901	0.0,NA,NA,1.0	NA,NA,NA,0.0	0.5
772	"gene-Cyb5r4"	"Cyb5r4"	chrNC_000075.7	+	86929526	86929559	86931154	86931277	86924832	86924926	86937817	86937958	772	23,25,19,22	124,79,67,83	23,20,24,13	78,79,101,81	72	162	0.665070223311638	0.921386668768632	0.294,0.416,0.39,0.374	0.399,0.363,0.348,0.265	0.025
773	"gene-Raf1"	"Raf1"	chrNC_000072.7	-	115600424	115600509	115603251	115603369	115599837	115600014	115603672	115603800	773	179,190,186,183	162,152,160,131	211,210,174,211	183,159,186,156	157	124	0.663263919120586	0.92087979148199	0.466,0.497,0.479,0.525	0.477,0.511,0.425,0.517	0.009
774	"gene-Nell1"	"Nell1"	chrNC_000073.7	+	50350903	50350999	50476007	50476148	50210514	50210637	50498230	50498424	774	32,31,31,31	14,16,11,13	20,17,19,18	10,14,21,6	135	180	0.142263536630365	0.609017574831726	0.753,0.721,0.79,0.761	0.727,0.618,0.547,0.8	0.083
776	"gene-Rpl32"	"Rpl32"	chrNC_000072.7	-	115783946	115784128	115784762	115784863	115782474	115782649	115785658	115785704	776	39,30,32,45	2668,2728,2306,2542	36,23,33,32	2383,1997,2432,2345	140	221	0.675199379252358	0.925668801262872	0.023,0.017,0.021,0.027	0.023,0.018,0.021,0.021	0.001
777	"gene-Tatdn2"	"Tatdn2"	chrNC_000072.7	+	113684226	113684354	113686420	113686604	113680994	113681867	113687001	113687175	777	83,94,68,88	112,111,81,104	77,74,94,86	73,125,129,130	167	223	0.329602886352078	0.752068842965286	0.497,0.531,0.529,0.53	0.585,0.442,0.493,0.469	0.024
778	"gene-Tatdn2"	"Tatdn2"	chrNC_000072.7	+	113684226	113684354	113686782	113686880	113680994	113681867	113687001	113687175	778	83,94,68,88	5,9,3,7	77,74,94,86	4,1,5,9	167	137	0.421171413071924	0.808022994930924	0.932,0.895,0.949,0.912	0.94,0.984,0.939,0.887	-0.016
779	"gene-Tatdn2"	"Tatdn2"	chrNC_000072.7	+	113686420	113686604	113686782	113686880	113680994	113681867	113687001	113687175	779	112,111,81,104	5,9,3,7	73,125,129,130	4,1,5,9	223	137	0.255012964103756	0.709070841306898	0.932,0.883,0.943,0.901	0.918,0.987,0.941,0.899	-0.022
780	"gene-Emc3"	"Emc3"	chrNC_000072.7	-	113497437	113497542	113499274	113499368	113496875	113496957	113499710	113499768	780	65,82,56,71	76,83,55,91	66,60,79,79	85,87,71,83	133	144	0.778212608972942	0.962639452146355	0.481,0.517,0.524,0.458	0.457,0.427,0.546,0.508	0.01
781	"gene-Emc3"	"Emc3"	chrNC_000072.7	-	113499274	113499368	113499710	113499768	113497437	113497542	113508288	113508599	781	46,44,30,39	73,83,65,56	30,24,30,36	72,46,60,59	97	133	0.377915439374496	0.785712948757323	0.464,0.421,0.388,0.488	0.364,0.417,0.407,0.456	0.029
782	"gene-Col11a1"	"Col11a1"	chrNC_000069.7	+	113888165	113888282	113888509	113888662	113883780	113883906	113888849	113888942	782	41,58,50,28	0,0,0,0	25,26,31,40	0,1,1,0	156	192	0.00861962549560513	0.281736031089964	1.0,1.0,1.0,1.0	1.0,0.97,0.974,1.0	0.014
783	"gene-Edem1"	"Edem1"	chrNC_000072.7	+	108821787	108821971	108823632	108823807	108819887	108820059	108825670	108825791	783	24,40,35,36	24,27,22,33	31,38,38,38	27,40,34,22	223	214	0.611637679105914	0.901777674480973	0.49,0.587,0.604,0.511	0.524,0.477,0.518,0.624	0.012
784	"gene-Gm16070"	"Gm16070"	chrNC_000067.7	-	17777893	17777950	17794745	17794813	17767219	17767377	17797322	17797870	784	0,0,0,1	0,0,1,1	0,0,1,0	0,1,0,0	107	96	0.066001004302161	0.487853662219689	NA,NA,0.0,0.473	NA,0.0,1.0,NA	-0.264
786	"gene-Zfp454"	"Zfp454"	chrNC_000077.7	-	50768869	50768932	50774010	50774100	50763544	50765114	50777195	50777325	786	1,0,2,0	12,6,9,16	1,0,0,2	7,9,13,10	129	102	0.900670354260077	0.999202115572178	0.062,0.0,0.149,0.0	0.101,0.0,0.0,0.137	-0.007
787	"gene-Klhdc2"	"Klhdc2"	chrNC_000078.7	+	69352556	69352615	69353963	69354073	69352401	69352482	69354391	69354464	787	234,224,198,239	340,373,351,318	190,178,226,230	358,326,342,333	98	149	0.344502038605857	0.760396093662305	0.511,0.477,0.462,0.533	0.447,0.454,0.501,0.512	0.017
788	"gene-Klhdc2"	"Klhdc2"	chrNC_000078.7	+	69353963	69354073	69354391	69354464	69352556	69352615	69355731	69355819	788	451,399,371,404	300,264,238,246	409,394,382,434	270,231,248,223	149	112	0.258049017887888	0.7114644144194	0.531,0.532,0.54,0.552	0.532,0.562,0.537,0.594	-0.017
789	"gene-Klhdc2"	"Klhdc2"	chrNC_000078.7	+	69354391	69354464	69355731	69355819	69353963	69354073	69356760	69356813	789	268,259,302,280	302,361,294,323	276,277,238,264	300,308,316,270	112	127	0.792815299772345	0.967074940083306	0.502,0.449,0.538,0.496	0.511,0.505,0.461,0.526	-0.005
790	"gene-Klhdc2"	"Klhdc2"	chrNC_000078.7	+	69355731	69355819	69356760	69356813	69354391	69354464	69356926	69357461	790	292,309,258,273	114,88,93,122	280,251,272,248	110,93,92,104	127	92	0.716298751782219	0.94121089740111	0.65,0.718,0.668,0.618	0.648,0.662,0.682,0.633	0.007
792	"gene-Vps26b"	"Vps26b"	chrNC_000075.7	-	26926452	26926617	26930613	26930770	26924020	26924196	26940694	26941390	792	301,251,220,292	247,254,236,226	228,254,266,282	273,257,235,255	196	204	0.330423985298045	0.752068842965286	0.559,0.507,0.492,0.574	0.465,0.507,0.541,0.535	0.021
793	"gene-Nr2c2"	"Nr2c2"	chrNC_000072.7	+	92082262	92082346	92115967	92116007	92068425	92068723	92116760	92116871	793	10,5,5,3	25,14,39,31	9,6,6,4	17,25,9,27	123	79	0.214121512923135	0.67158720118322	0.204,0.187,0.076,0.059	0.254,0.134,0.3,0.087	-0.062
794	"gene-Nr2c2"	"Nr2c2"	chrNC_000072.7	+	92082262	92082346	92115967	92116007	92069382	92069795	92116760	92116871	794	2,0,4,0	16,10,26,12	4,0,0,1	11,16,6,18	123	79	0.999202115572178	0.999202115572178	0.074,0.0,0.09,0.0	0.189,0.0,0.0,0.034	-0.015
795	"gene-Nr2c2"	"Nr2c2"	chrNC_000072.7	+	92116760	92116871	92126584	92126785	92068425	92068723	92131315	92131495	795	2,0,0,0	47,42,31,39	2,5,1,2	27,36,19,39	150	240	0.0065321161717744	0.27856951260498	0.064,0.0,0.0,0.0	0.106,0.182,0.078,0.076	-0.095
796	"gene-Iqsec1"	"Iqsec1"	chrNC_000072.7	-	90641003	90641053	90644881	90645058	90636577	90638007	90645622	90645784	796	117,99,95,97	9,2,4,15	85,101,115,112	4,9,9,10	216	89	0.642556706118309	0.91413614305064	0.843,0.953,0.907,0.727	0.897,0.822,0.84,0.822	0.012
797	"gene-Iqsec1"	"Iqsec1"	chrNC_000072.7	-	90641003	90641053	90644881	90645058	90636577	90639937	90645622	90645784	797	126,102,99,101	16,8,12,7	88,105,120,119	5,8,10,4	216	89	0.0548202301375501	0.476562070602337	0.764,0.84,0.773,0.856	0.879,0.844,0.832,0.925	-0.062
799	"gene-Iqsec1"	"Iqsec1"	chrNC_000072.7	-	90671540	90671832	90764099	90764144	90666561	90667808	90850421	90850451	799	6,7,9,10	175,170,127,154	9,4,3,4	138,99,99,128	84	331	0.525121369019212	0.863924807934133	0.119,0.14,0.218,0.204	0.204,0.137,0.107,0.11	0.031
801	"gene-Csf3r"	"Csf3r"	chrNC_000070.7	+	125920981	125921109	125921109	125921193	125919873	125919972	125923555	125923855	801	0,0,0,1	0,1,0,0	0,0,0,0	0,2,0,0	167	123	0.974071087713998	0.999202115572178	NA,0.0,NA,1.0	NA,0.0,NA,NA	0.5
802	"gene-Tpra1"	"Tpra1"	chrNC_000072.7	+	88883519	88883694	88884551	88884808	88882930	88883060	88884922	88885054	802	4,9,2,2	7,1,13,2	3,7,1,2	5,7,12,4	214	296	0.218190128123057	0.676633639862212	0.441,0.926,0.175,0.58	0.454,0.58,0.103,0.409	0.144
803	"gene-Tpra1"	"Tpra1"	chrNC_000072.7	+	88883519	88883694	88884557	88884808	88882930	88883060	88884922	88885054	803	4,9,2,2	5,3,11,3	3,7,1,2	2,7,10,4	214	290	0.394261504549058	0.793851111642255	0.52,0.803,0.198,0.475	0.67,0.575,0.119,0.404	0.057
