ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
250	"gene-Tusc3"	"Tusc3"	chrNC_000074.7	+	39538529	39538670	39564078	39564168	39513668	39513838	39593682	39593746	250	66,77,71,67	208,199,219,208	64,52,78,74	158,218,213,210	78	78	0.907376675750164	0.999202115572178	0.241,0.279,0.245,0.244	0.288,0.193,0.268,0.261	-0.0
251	"gene-Tusc3"	"Tusc3"	chrNC_000074.7	+	39538529	39538670	39564078	39564168	39530344	39530462	39593682	39593746	251	70,77,72,71	211,199,219,209	71,52,83,74	160,219,213,210	78	78	0.999202115572178	0.999202115572178	0.249,0.279,0.247,0.254	0.307,0.192,0.28,0.261	-0.003
252	"gene-Tusc3"	"Tusc3"	chrNC_000074.7	+	39538529	39538670	39564078	39564168	39534775	39534916	39593682	39593746	252	446,439,472,450	232,219,235,229	401,430,429,398	173,233,227,214	78	78	0.832918978905704	0.981700174367204	0.658,0.667,0.668,0.663	0.699,0.649,0.654,0.65	0.001
253	"gene-Tusc3"	"Tusc3"	chrNC_000074.7	+	39539346	39539466	39564078	39564168	39538529	39538670	39593682	39593746	253	0,3,0,1	584,561,538,568	5,2,0,3	453,527,612,579	78	78	0.236196701169234	0.683030156704835	0.0,0.005,0.0,0.002	0.011,0.004,0.0,0.005	-0.003
254	"gene-Osbpl1a"	"Osbpl1a"	chrNC_000084.7	-	12952561	12952718	12974240	12974403	12921376	12921452	12995163	12996112	254	20,36,24,14	70,70,69,71	32,24,18,9	73,70,78,68	78	78	0.381073828264628	0.773069598052151	0.222,0.34,0.258,0.165	0.305,0.255,0.188,0.117	0.03
255	"gene-Osbpl1a"	"Osbpl1a"	chrNC_000084.7	-	12952561	12952718	12974240	12974403	12921376	12921452	13004134	13004241	255	24,27,45,16	56,57,61,50	25,32,25,18	62,57,59,53	78	78	0.578070986110478	0.884077260954526	0.3,0.321,0.425,0.242	0.287,0.36,0.298,0.254	0.022
256	"gene-Osbpl1a"	"Osbpl1a"	chrNC_000084.7	-	12952561	12952718	12974240	12974403	12921376	12921452	13015252	13015334	256	1,1,1,0	53,57,60,51	2,5,1,1	62,55,59,51	78	78	0.152476405753903	0.600380392136376	0.019,0.017,0.016,0.0	0.031,0.083,0.017,0.019	-0.024
257	"gene-Osbpl1a"	"Osbpl1a"	chrNC_000084.7	-	12974240	12974403	13004134	13004241	12952561	12952718	13015252	13015334	257	14,18,21,25	57,61,42,37	13,17,16,22	52,40,47,39	78	78	0.806939772099266	0.971835136847088	0.197,0.228,0.333,0.403	0.2,0.298,0.254,0.361	0.012
258	"gene-Osbpl1a"	"Osbpl1a"	chrNC_000084.7	-	12974240	12974403	13015252	13015334	12952561	12952718	13025223	13025346	258	14,18,13,21	57,61,48,37	21,24,10,16	52,39,47,38	78	78	0.371216215837862	0.767434224880628	0.197,0.228,0.213,0.362	0.288,0.381,0.175,0.296	-0.035
259	"gene-Osbpl1a"	"Osbpl1a"	chrNC_000084.7	-	12974240	12974403	13015252	13015334	12952561	12952718	13031259	13031358	259	0,1,4,3	57,61,42,38	0,0,2,2	52,40,47,38	78	78	0.303372600654446	0.737569771269945	0.0,0.016,0.087,0.073	0.0,0.0,0.041,0.05	0.021
260	"gene-Osbpl1a"	"Osbpl1a"	chrNC_000084.7	-	13015252	13015334	13025223	13025346	12974240	12974403	13031259	13031358	260	17,23,25,19	0,1,4,2	16,18,10,17	0,1,2,2	78	78	0.999202115572178	0.999202115572178	1.0,0.958,0.862,0.905	1.0,0.947,0.833,0.895	0.012
261	"gene-Mbnl1"	"Mbnl1"	chrNC_000069.7	+	60528843	60528879	60529566	60529661	60523040	60523194	60532544	60532619	261	6,9,8,8	19,30,20,23	3,5,10,5	13,20,21,17	75	78	0.999202115572178	0.999202115572178	0.247,0.238,0.294,0.266	0.194,0.206,0.331,0.234	0.02
263	"gene-Ube2v2"	"Ube2v2"	chrNC_000082.7	-	15394878	15395004	15398922	15399071	15368849	15374407	15412323	15412382	263	173,184,148,160	123,144,136,143	115,117,146,124	116,122,113,112	78	78	0.154278995194068	0.600887577036518	0.584,0.561,0.521,0.528	0.498,0.49,0.564,0.525	0.029
264	"gene-Caln1"	"Caln1"	chrNC_000071.7	+	130534904	130535029	130646683	130646827	130477632	130478299	130698367	130698480	264	84,96,58,69	81,97,77,95	53,49,44,50	65,66,71,62	78	78	0.174568623460504	0.624838473317932	0.509,0.497,0.43,0.421	0.449,0.426,0.383,0.446	0.038
265	"gene-Caln1"	"Caln1"	chrNC_000071.7	+	130534904	130535029	130698367	130698480	130477632	130478299	130851713	130851870	265	82,95,57,68	56,98,74,86	52,49,42,50	46,59,46,47	78	78	0.936360642737082	0.999202115572178	0.594,0.492,0.435,0.442	0.531,0.454,0.477,0.515	-0.004
266	"gene-Caln1"	"Caln1"	chrNC_000071.7	+	130646683	130646827	130698367	130698480	130534904	130535029	130851713	130851870	266	80,97,100,80	59,99,75,87	61,44,57,48	48,57,48,47	78	78	0.562236871240863	0.875615895709166	0.576,0.495,0.571,0.479	0.56,0.436,0.543,0.505	0.019
267	"gene-Unc5d"	"Unc5d"	chrNC_000074.7	-	29215175	29215190	29231507	29231540	29214248	29214434	29248985	29249150	267	28,23,50,30	3,0,3,4	29,24,10,20	1,2,5,3	72	54	0.453745798149512	0.819169434296149	0.875,1.0,0.926,0.849	0.956,0.9,0.6,0.833	0.09
268	"gene-Zfyve1"	"Zfyve1"	chrNC_000078.7	-	83615622	83615837	83621405	83621910	83605387	83605494	83641171	83642092	268	72,63,84,73	56,48,75,63	85,83,76,55	76,74,62,81	78	78	0.210620724543682	0.663896791448149	0.562,0.568,0.528,0.537	0.528,0.529,0.551,0.404	0.046
269	"gene-Zfyve1"	"Zfyve1"	chrNC_000078.7	-	83621405	83621910	83641171	83642092	83615622	83615837	83643770	83643944	269	8,10,4,15	69,40,61,61	12,9,13,20	77,64,57,61	78	78	0.298789868904547	0.733167294961322	0.104,0.2,0.062,0.197	0.135,0.123,0.186,0.247	-0.032
270	"gene-Zfyve1"	"Zfyve1"	chrNC_000078.7	-	83621405	83621910	83641171	83642096	83615622	83615837	83643770	83643996	270	47,64,51,41	69,40,61,61	51,35,40,30	77,64,57,61	78	78	0.0288002516433757	0.375426659399456	0.405,0.615,0.455,0.402	0.398,0.354,0.412,0.33	0.096
271	"gene-Cenpp"	"Cenpp"	chrNC_000079.7	-	49794701	49794790	49801041	49801130	49780730	49780827	49803596	49803775	271	6,9,8,4	4,5,4,6	14,0,10,7	6,1,7,8	78	78	0.999202115572178	0.999202115572178	0.6,0.643,0.667,0.4	0.7,0.0,0.588,0.467	0.139
272	"gene-Tacc1"	"Tacc1"	chrNC_000074.7	-	25671838	25672946	25690106	25690222	25667949	25668010	25691137	25691568	272	7,7,19,17	5,3,11,9	11,11,6,20	4,8,9,6	78	78	0.964377523058129	0.999202115572178	0.583,0.7,0.633,0.654	0.733,0.579,0.4,0.769	0.022
273	"gene-Tm2d2"	"Tm2d2"	chrNC_000074.7	+	25508081	25508169	25510454	25510570	25507226	25507608	25512581	25513276	273	102,106,94,96	141,120,120,154	97,84,85,86	135,130,146,150	78	78	0.0648730524508144	0.469247277629308	0.42,0.469,0.439,0.384	0.418,0.393,0.368,0.364	0.042
274	"gene-Kat6a"	"Kat6a"	chrNC_000074.7	+	23413530	23413672	23415296	23415458	23409340	23409456	23416392	23416486	274	89,92,62,74	85,49,67,70	85,81,64,74	86,74,73,76	78	78	0.290789116003415	0.727369200496878	0.511,0.652,0.481,0.514	0.497,0.523,0.467,0.493	0.045
275	"gene-Vps36"	"Vps36"	chrNC_000074.7	+	22700284	22700317	22700404	22700482	22697872	22697959	22701553	22701688	275	29,24,12,17	85,61,81,74	18,21,19,15	75,69,65,72	72	78	0.923836325249332	0.999202115572178	0.27,0.299,0.138,0.199	0.206,0.248,0.241,0.184	0.007
276	"gene-Dtx1"	"Dtx1"	chrNC_000071.7	-	120820632	120820803	120821125	120821187	120820368	120820530	120821359	120821521	276	77,73,70,72	27,31,25,27	77,80,80,82	45,25,26,31	78	78	0.750497622521847	0.952776578899583	0.74,0.702,0.737,0.727	0.631,0.762,0.755,0.726	0.008
277	"gene-Dtx1"	"Dtx1"	chrNC_000071.7	-	120820644	120820803	120821125	120821187	120820368	120820530	120821359	120821521	277	77,73,70,72	180,184,119,123	77,80,80,82	188,151,169,192	78	78	0.541149639398419	0.865273542314629	0.3,0.284,0.37,0.369	0.291,0.346,0.321,0.299	0.017
278	"gene-Swi5"	"Swi5"	chrNC_000068.8	-	32171697	32171822	32177608	32177657	32170720	32170815	32177897	32178081	278	413,387,370,354	526,471,452,430	420,316,394,349	462,420,449,447	78	78	0.64177578245288	0.916602299896751	0.44,0.451,0.45,0.452	0.476,0.429,0.467,0.438	-0.004
279	"gene-Rtn3"	"Rtn3"	chrNC_000085.7	-	7433664	7434825	7445175	7445232	7412295	7412503	7460303	7460656	279	29,17,13,25	27,13,12,14	26,18,16,16	12,11,18,9	78	78	0.460748647338729	0.822573314827219	0.518,0.567,0.52,0.641	0.684,0.621,0.471,0.64	-0.043
280	"gene-Rtn3"	"Rtn3"	chrNC_000085.7	-	7433664	7435788	7445175	7445232	7412295	7412503	7460303	7460656	280	29,17,13,25	33,21,20,32	26,18,16,16	15,15,21,16	78	78	0.0976057388633196	0.522652779373819	0.468,0.447,0.394,0.439	0.634,0.545,0.432,0.5	-0.091
281	"gene-Sarnp"	"Sarnp"	chrNC_000076.7	+	128660647	128660700	128669180	128669280	128657632	128657840	128674312	128674359	281	0,0,0,0	180,201,183,169	1,0,0,2	152,129,167,172	78	78	0.0107824297579249	0.307001801762709	0.0,0.0,0.0,0.0	0.007,0.0,0.0,0.011	-0.004
282	"gene-Sarnp"	"Sarnp"	chrNC_000076.7	+	128660647	128660700	128669180	128669280	128657632	128657840	128674315	128674359	282	0,0,0,0	57,65,72,61	0,1,0,1	64,55,85,90	78	78	0.0103077641564168	0.305660710069579	0.0,0.0,0.0,0.0	0.0,0.018,0.0,0.011	-0.007
283	"gene-Sarnp"	"Sarnp"	chrNC_000076.7	+	128669180	128669280	128674312	128674359	128657632	128657840	128675670	128675738	283	11,27,23,18	90,106,105,90	15,21,25,21	79,68,76,91	78	78	0.122633527411789	0.560731540050903	0.109,0.203,0.18,0.167	0.16,0.236,0.248,0.188	-0.043
284	"gene-Sarnp"	"Sarnp"	chrNC_000076.7	+	128669180	128669280	128674315	128674359	128657632	128657840	128675670	128675738	284	11,27,23,18	90,103,100,86	15,21,25,21	73,64,69,84	78	78	0.0714553719716353	0.474282159461248	0.109,0.208,0.187,0.173	0.17,0.247,0.266,0.2	-0.051
285	"gene-Sarnp"	"Sarnp"	chrNC_000076.7	+	128669180	128669280	128674312	128674359	128660647	128660700	128675670	128675738	285	30,26,22,23	90,105,105,89	30,30,33,16	80,67,76,91	78	78	0.223553259029255	0.675283230182213	0.25,0.198,0.173,0.205	0.273,0.309,0.303,0.15	-0.052
286	"gene-Sarnp"	"Sarnp"	chrNC_000076.7	+	128669180	128669280	128674315	128674359	128660647	128660700	128675670	128675738	286	30,26,22,23	89,103,100,84	30,30,33,16	73,65,69,84	78	78	0.163983326493622	0.612840809790414	0.252,0.202,0.18,0.215	0.291,0.316,0.324,0.16	-0.06
287	"gene-Sarnp"	"Sarnp"	chrNC_000076.7	+	128674312	128674359	128675670	128675738	128669180	128669280	128682400	128682452	287	92,88,75,77	103,100,115,72	81,47,79,90	107,89,115,115	78	78	0.0750777757362091	0.480021083813793	0.472,0.468,0.395,0.517	0.431,0.346,0.407,0.439	0.057
288	"gene-Sarnp"	"Sarnp"	chrNC_000076.7	+	128674315	128674359	128675670	128675738	128669180	128669280	128682400	128682452	288	24,18,27,19	103,100,115,72	36,16,39,44	107,89,115,115	78	78	0.0821848424650244	0.492998215741234	0.189,0.153,0.19,0.209	0.252,0.152,0.253,0.277	-0.048
289	"gene-Sarnp"	"Sarnp"	chrNC_000076.7	+	128687025	128687051	128689051	128689120	128684629	128684658	128708289	128708379	289	43,56,60,43	105,90,103,87	48,44,55,58	84,66,93,90	65	78	0.191045028264461	0.643598040954573	0.33,0.427,0.411,0.372	0.407,0.444,0.415,0.436	-0.04
290	"gene-Grtp1"	"Grtp1"	chrNC_000074.7	-	13229322	13229508	13229582	13229755	13226868	13227142	13236882	13236979	290	20,32,33,24	15,21,25,15	41,30,27,15	20,28,10,26	78	78	0.8382977678585	0.982578992054825	0.571,0.604,0.569,0.615	0.672,0.517,0.73,0.366	0.018
291	"gene-Cmbl"	"Cmbl"	chrNC_000081.7	+	31585440	31585583	31588313	31588405	31584110	31584218	31589829	31590266	291	3,6,2,1	3,0,3,1	0,2,2,6	0,1,3,2	78	78	0.784807424541505	0.96517364092557	0.5,1.0,0.4,0.5	NA,0.667,0.4,0.75	-0.006
292	"gene-Myo16"	"Myo16"	chrNC_000074.7	+	10322533	10322797	10365454	10365525	10203910	10204246	10372599	10372743	292	58,35,41,35	26,15,20,18	29,30,32,29	11,13,18,20	78	78	0.578196877672901	0.884077260954526	0.69,0.7,0.672,0.66	0.725,0.698,0.64,0.592	0.017
293	"gene-Myo16"	"Myo16"	chrNC_000074.7	+	10365454	10365525	10372599	10372743	10322533	10322797	10410984	10411093	293	24,19,21,25	45,44,39,47	12,19,14,22	24,38,35,37	78	78	0.935310766497006	0.999202115572178	0.348,0.302,0.35,0.347	0.333,0.333,0.286,0.373	0.006
294	"gene-Efnb2"	"Efnb2"	chrNC_000074.7	-	8673147	8673240	8689205	8689489	8672330	8672444	8710483	8711242	294	173,152,148,165	165,143,152,167	148,172,161,166	141,180,164,178	78	78	0.519441425824615	0.857291195889236	0.512,0.515,0.493,0.497	0.512,0.489,0.495,0.483	0.009
298	"gene-Cibar2"	"Cibar2"	chrNC_000074.7	-	120898814	120898883	120901448	120901683	120898626	120898728	120904052	120904225	298	2,0,2,0	3,0,0,1	0,0,0,0	0,0,0,2	78	78	0.968413818964471	0.999202115572178	0.4,NA,1.0,0.0	NA,NA,NA,0.0	0.467
299	"gene-Elavl1"	"Elavl1"	chrNC_000074.7	-	4345335	4345561	4351684	4351838	4334780	4339924	4354926	4355030	299	164,171,153,160	157,152,178,146	175,155,134,158	160,172,148,139	78	78	0.804960981615705	0.970797217071434	0.511,0.529,0.462,0.523	0.522,0.474,0.475,0.532	0.005
300	"gene-Elavl1"	"Elavl1"	chrNC_000074.7	-	4362556	4362614	4372702	4372832	4361598	4361786	4374885	4375104	300	0,4,2,1	5,14,8,9	1,1,1,2	3,6,14,6	78	78	0.999202115572178	0.999202115572178	0.0,0.222,0.2,0.1	0.25,0.143,0.067,0.25	-0.047
301	"gene-Evi5l"	"Evi5l"	chrNC_000074.7	+	4241584	4241674	4243119	4243217	4241236	4241380	4243305	4243366	301	86,96,74,112	114,104,99,107	87,78,67,91	101,50,87,102	78	78	0.427961543013964	0.803786638359708	0.43,0.48,0.428,0.511	0.463,0.609,0.435,0.472	-0.033
302	"gene-Stxbp2"	"Stxbp2"	chrNC_000074.7	+	3684019	3684123	3684474	3684623	3683847	3683926	3685445	3685530	302	36,64,65,51	54,95,87,59	61,50,59,52	104,70,88,89	78	78	0.139635805066264	0.586754627191931	0.4,0.403,0.428,0.464	0.37,0.417,0.401,0.369	0.035
303	"gene-Insr"	"Insr"	chrNC_000074.7	-	3209452	3209582	3211338	3211498	3208695	3208830	3211680	3211791	303	80,72,83,81	80,85,80,93	68,78,59,78	94,77,98,85	78	78	0.191395574080489	0.643630115073467	0.5,0.459,0.509,0.466	0.42,0.503,0.376,0.479	0.039
304	"gene-Kif21b"	"Kif21b"	chrNC_000067.7	+	136092755	136092869	136094899	136094938	136090810	136090888	136096924	136097061	304	281,299,316,316	88,111,98,90	301,277,258,307	94,80,60,105	78	78	0.369737515496259	0.766641779687955	0.762,0.729,0.763,0.778	0.762,0.776,0.811,0.745	-0.016
305	"gene-Shank2"	"Shank2"	chrNC_000073.7	+	143960857	143960942	143961792	143961813	143959066	143959197	143963198	143965605	305	47,75,36,47	6,5,5,9	29,26,25,49	8,6,4,2	78	60	0.612405343749044	0.902117695201755	0.858,0.92,0.847,0.801	0.736,0.769,0.828,0.95	0.036
306	"gene-Shank2"	"Shank2"	chrNC_000073.7	+	143960857	143960942	143963198	143965605	143959066	143959197	143974295	143979780	306	46,72,32,46	103,91,75,70	27,26,24,46	96,69,73,98	78	78	0.00557034272728518	0.302210334894093	0.309,0.442,0.299,0.397	0.22,0.274,0.247,0.319	0.097
307	"gene-Shank2"	"Shank2"	chrNC_000073.7	+	143960857	143960969	143961792	143961813	143959066	143959197	143963198	143965605	307	57,90,40,58	6,5,5,9	33,26,33,49	8,6,4,2	78	60	0.466170457385777	0.826534134986978	0.88,0.933,0.86,0.832	0.76,0.769,0.864,0.95	0.04
308	"gene-Shank2"	"Shank2"	chrNC_000073.7	+	143960857	143960969	143963198	143965605	143959066	143959197	143974295	143979780	308	53,84,39,57	103,91,75,70	33,26,32,48	96,69,73,98	78	78	0.00430070068560984	0.302210334894093	0.34,0.48,0.342,0.449	0.256,0.274,0.305,0.329	0.112
309	"gene-Cnr1"	"Cnr1"	chrNC_000070.7	+	33926608	33926694	33935211	33935329	33924401	33925158	33938029	33938137	309	5,3,2,7	1,4,2,0	1,2,8,2	0,0,0,5	78	78	0.308326057445613	0.738976622643788	0.833,0.429,0.5,1.0	1.0,1.0,1.0,0.286	-0.131
310	"gene-Cnr1"	"Cnr1"	chrNC_000070.7	+	33926608	33926694	33935211	33935329	33924401	33925158	33943551	33948831	310	23,16,25,30	0,3,4,1	29,14,20,13	0,0,0,3	78	78	0.133510076306415	0.577609639652811	1.0,0.842,0.862,0.968	1.0,1.0,1.0,0.812	-0.035
311	"gene-Cnr1"	"Cnr1"	chrNC_000070.7	+	33926608	33926694	33938029	33938137	33924401	33925158	33943551	33948831	311	23,16,25,30	4,7,3,7	29,14,20,13	6,2,4,6	78	78	0.873618166526376	0.998148640857151	0.852,0.696,0.893,0.811	0.829,0.875,0.833,0.684	0.008
312	"gene-Cnr1"	"Cnr1"	chrNC_000070.7	+	33935211	33935329	33938029	33938137	33924401	33925158	33943551	33948831	312	0,3,4,1	4,7,3,7	0,0,0,3	6,2,4,6	78	78	0.249111526361787	0.697734862236405	0.0,0.3,0.571,0.125	0.0,0.0,0.0,0.333	0.166
313	"gene-Cnr1"	"Cnr1"	chrNC_000070.7	+	33935211	33935329	33938029	33938137	33926608	33926694	33943551	33948831	313	0,1,2,3	3,8,3,9	0,2,0,1	6,2,4,6	78	78	0.520683295891585	0.857673677131021	0.0,0.111,0.4,0.25	0.0,0.5,0.0,0.143	0.029
314	"gene-Mrpl23"	"Mrpl23"	chrNC_000073.7	+	142088741	142088864	142089806	142089889	142086422	142086567	142091003	142091077	314	5,8,3,7	115,96,88,119	6,4,0,6	121,78,90,98	78	78	0.35584080563095	0.760988741801283	0.042,0.077,0.033,0.056	0.047,0.049,0.0,0.058	0.013
315	"gene-Mrpl23"	"Mrpl23"	chrNC_000073.7	+	142088741	142088864	142089806	142089889	142086887	142086931	142091003	142091077	315	52,27,27,41	116,94,92,121	33,21,35,36	122,78,93,99	78	78	0.545183130696122	0.867575427782148	0.31,0.223,0.227,0.253	0.213,0.212,0.273,0.267	0.012
316	"gene-Deaf1"	"Deaf1"	chrNC_000073.7	-	140881512	140881599	140887399	140887540	140877094	140877529	140890674	140890922	316	0,4,0,2	164,108,98,117	5,5,1,2	162,123,136,117	78	78	0.106846415269803	0.541668304311812	0.0,0.036,0.0,0.017	0.03,0.039,0.007,0.017	-0.01
317	"gene-Deaf1"	"Deaf1"	chrNC_000073.7	-	140881512	140881602	140887399	140887540	140877094	140877529	140890674	140890922	317	0,4,0,2	340,247,258,261	5,5,1,2	359,295,313,279	78	78	0.11637352188491	0.552107112757555	0.0,0.016,0.0,0.008	0.014,0.017,0.003,0.007	-0.004
318	"gene-Deaf1"	"Deaf1"	chrNC_000073.7	-	140902374	140902521	140902802	140902932	140901838	140901978	140903994	140904092	318	168,164,145,164	203,183,206,221	155,166,166,186	229,197,230,243	78	78	0.473397654003041	0.830655914336598	0.453,0.473,0.413,0.426	0.404,0.457,0.419,0.434	0.013
319	"gene-Luc7l"	"Luc7l"	chrNC_000083.7	+	26498306	26498336	26498934	26499102	26496519	26496608	26500598	26504480	319	58,43,41,29	229,196,234,236	43,27,29,40	265,211,228,218	69	78	0.116133850834319	0.552107112757555	0.223,0.199,0.165,0.122	0.155,0.126,0.126,0.172	0.033
320	"gene-Marchf5"	"Marchf5"	chrNC_000085.7	+	37188069	37188272	37194581	37194754	37184938	37185303	37197701	37197885	320	150,146,151,129	9,3,9,5	115,126,156,170	3,7,3,1	78	78	0.108885688113454	0.542917733283432	0.943,0.98,0.944,0.963	0.975,0.947,0.981,0.994	-0.017
321	"gene-Marchf5"	"Marchf5"	chrNC_000085.7	+	37188069	37188272	37198037	37198204	37184938	37185303	37198788	37201856	321	143,136,138,125	267,235,237,270	109,122,143,155	288,253,287,283	78	78	0.156244793435278	0.602856663268733	0.349,0.367,0.368,0.316	0.275,0.325,0.333,0.354	0.028
322	"gene-Vps41"	"Vps41"	chrNC_000079.7	+	18907357	18907396	18923611	18923716	18901461	18901506	18929431	18929509	322	0,0,0,1	132,160,123,148	0,0,0,0	95,101,116,124	78	78	0.356222340405015	0.761279142265958	0.0,0.0,0.0,0.007	0.0,0.0,0.0,0.0	0.002
323	"gene-Vps41"	"Vps41"	chrNC_000079.7	+	18978496	18978562	18994601	18994721	18975756	18975819	18995736	18995883	323	88,98,133,92	175,184,173,161	84,82,75,85	154,123,118,119	78	78	0.50914493953853	0.850428070137093	0.335,0.348,0.435,0.364	0.353,0.4,0.389,0.417	-0.019
324	"gene-Vps41"	"Vps41"	chrNC_000079.7	+	19026322	19026450	19027638	19027783	19025327	19025420	19029477	19029519	324	167,179,170,200	187,218,172,182	164,133,166,189	178,163,196,216	78	78	0.262048962185681	0.704379917378936	0.472,0.451,0.497,0.524	0.48,0.449,0.459,0.467	0.022
325	"gene-Vps41"	"Vps41"	chrNC_000079.7	+	19046907	19046952	19048202	19048282	19046706	19046806	19050289	19050981	325	72,55,44,49	117,102,108,136	61,49,69,73	124,115,123,118	78	78	0.348084733829579	0.754981922425684	0.381,0.35,0.289,0.265	0.33,0.299,0.359,0.382	-0.021
329	"gene-Prune2"	"Prune2"	chrNC_000085.7	+	17189655	17189694	17193689	17193737	17185594	17185693	17198147	17201322	329	1,5,2,2	5,1,2,2	2,3,1,4	2,0,1,0	78	78	0.0840134241329588	0.495533531515112	0.167,0.833,0.5,0.5	0.5,1.0,0.5,1.0	-0.25
332	"gene-Adgra1"	"Adgra1"	chrNC_000073.7	+	139420143	139420733	139425500	139425628	139415118	139415313	139427574	139427698	332	10,12,18,9	9,9,19,9	6,7,11,12	9,5,6,7	78	78	0.441425482400267	0.810571131132621	0.526,0.571,0.486,0.5	0.4,0.583,0.647,0.632	-0.045
333	"gene-Glrx3"	"Glrx3"	chrNC_000073.7	+	137046707	137046816	137054425	137054500	137039301	137039500	137055141	137055343	333	341,331,249,303	207,180,173,167	268,270,325,308	147,159,168,156	78	78	0.11569626223308	0.551879859768079	0.622,0.648,0.59,0.645	0.646,0.629,0.659,0.664	-0.023
334	"gene-Septin1"	"Septin1"	chrNC_000073.7	-	126816072	126816207	126816790	126816914	126815861	126815979	126817142	126817229	334	3,4,3,2	1,3,3,5	6,4,5,0	4,8,8,7	78	78	0.157102037211225	0.604585967907377	0.75,0.571,0.5,0.286	0.6,0.333,0.385,0.0	0.197
335	"gene-Inpp5f"	"Inpp5f"	chrNC_000073.7	+	128237881	128237962	128260739	128260876	128212904	128213415	128265361	128265490	335	31,20,27,20	32,26,23,33	12,16,26,20	19,28,16,24	78	78	0.957627696401065	0.999202115572178	0.492,0.435,0.54,0.377	0.387,0.364,0.619,0.455	0.005
336	"gene-Inpp5f"	"Inpp5f"	chrNC_000073.7	+	128292350	128292422	128293475	128293549	128286809	128287008	128293977	128294106	336	23,9,25,16	311,292,266,289	22,26,12,21	206,225,194,239	78	78	0.0412441010329179	0.428907483915369	0.069,0.03,0.086,0.052	0.096,0.104,0.058,0.081	-0.026
337	"gene-Dner"	"Dner"	chrNC_000067.7	-	84423115	84423340	84454065	84454179	84396369	84396492	84472451	84472605	337	349,282,218,288	365,421,330,381	259,251,284,294	313,328,348,378	78	78	0.529383037714625	0.860503118784369	0.489,0.401,0.398,0.43	0.453,0.434,0.449,0.438	-0.014
338	"gene-Fstl4"	"Fstl4"	chrNC_000077.7	+	52891023	52891269	52959366	52959560	52705451	52705485	52963219	52963343	338	7,7,5,8	4,3,12,8	4,2,1,8	4,2,0,7	78	78	0.771405498005249	0.961954225443282	0.636,0.7,0.294,0.5	0.5,0.5,1.0,0.533	-0.101
339	"gene-Prss36"	"Prss36"	chrNC_000073.7	-	127532542	127532664	127533310	127533452	127531809	127532286	127533526	127533799	339	1,0,0,0	18,18,14,17	0,0,0,0	19,14,19,24	78	78	0.299225616973873	0.733231484076913	0.053,0.0,0.0,0.0	0.0,0.0,0.0,0.0	0.013
340	"gene-Prss36"	"Prss36"	chrNC_000073.7	-	127532542	127532664	127533310	127533452	127531809	127532286	127533561	127533795	340	3,4,1,0	25,31,16,22	2,2,0,1	23,19,21,25	78	78	0.532160093753743	0.862201405911942	0.107,0.114,0.059,0.0	0.08,0.095,0.0,0.038	0.017
341	"gene-Prss36"	"Prss36"	chrNC_000073.7	-	127532542	127532664	127533310	127533452	127531809	127532286	127533681	127533795	341	1,0,0,0	18,18,13,15	0,0,0,0	18,13,21,25	78	78	0.287389801567631	0.725016068299398	0.053,0.0,0.0,0.0	0.0,0.0,0.0,0.0	0.013
342	"gene-Prss36"	"Prss36"	chrNC_000073.7	-	127532542	127532664	127533561	127533795	127531809	127532286	127534618	127535175	342	2,0,0,0	18,18,12,15	0,0,0,0	18,14,19,25	78	78	0.273150067297913	0.71284756227289	0.1,0.0,0.0,0.0	0.0,0.0,0.0,0.0	0.025
343	"gene-Prss36"	"Prss36"	chrNC_000073.7	-	127532542	127532664	127533561	127533799	127531809	127532286	127534618	127535175	343	7,5,7,9	18,18,12,15	6,10,5,12	18,14,19,25	78	78	0.970646821629544	0.999202115572178	0.28,0.217,0.368,0.375	0.25,0.417,0.208,0.324	0.01
344	"gene-Prss36"	"Prss36"	chrNC_000073.7	-	127532542	127532664	127533681	127533795	127531809	127532286	127534618	127535175	344	0,0,0,1	18,18,12,15	0,0,0,0	18,14,19,25	78	78	0.307564137966944	0.738976622643788	0.0,0.0,0.0,0.062	0.0,0.0,0.0,0.0	0.015
345	"gene-Prss36"	"Prss36"	chrNC_000073.7	-	127532542	127532664	127533681	127533799	127531809	127532286	127534618	127535175	345	2,4,3,6	18,18,12,15	3,10,4,5	18,14,19,25	78	78	0.724301013390257	0.942821888078651	0.1,0.182,0.2,0.286	0.143,0.417,0.174,0.167	-0.033
346	"gene-Prss36"	"Prss36"	chrNC_000073.7	-	127532738	127533004	127533310	127533452	127532542	127532664	127533526	127533795	346	2,1,0,0	3,3,12,5	0,0,0,2	11,2,8,11	78	78	0.643284798282327	0.916771224858576	0.4,0.25,0.0,0.0	0.0,0.0,0.0,0.154	0.124
