ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
2047	"gene-Lypd6b"	"Lypd6b"	chrNC_000068.8	+	49753822	49753918	49793387	49793464	49730099	49730155	49820936	49820996
2048	"gene-Mvb12b"	"Mvb12b"	chrNC_000068.8	-	33642320	33642380	33692756	33692851	33619964	33623543	33715059	33715182
2049	"gene-Mvb12b"	"Mvb12b"	chrNC_000068.8	-	33645001	33645057	33692756	33692851	33642320	33642380	33715059	33715182
2050	"gene-Mvb12b"	"Mvb12b"	chrNC_000068.8	-	33724548	33724645	33730170	33730278	33717693	33717823	33764349	33764472
2051	"gene-Mvb12b"	"Mvb12b"	chrNC_000068.8	-	33730170	33730278	33764349	33764472	33724548	33724645	33777331	33777953
2055	"gene-Ralgps1"	"Ralgps1"	chrNC_000068.8	-	33045299	33045351	33048921	33049048	33036581	33036662	33058192	33058260
2056	"gene-Ralgps1"	"Ralgps1"	chrNC_000068.8	-	33045299	33045351	33048921	33049048	33036581	33036665	33058192	33058260
2057	"gene-Ralgps1"	"Ralgps1"	chrNC_000068.8	-	33048921	33049048	33058192	33058260	33036581	33036665	33062429	33062523
2058	"gene-Ralgps1"	"Ralgps1"	chrNC_000068.8	-	33174836	33174920	33226524	33226632	33150489	33150616	33230724	33230845
2059	"gene-Ralgps1"	"Ralgps1"	chrNC_000068.8	-	33174836	33174920	33226524	33226632	33166157	33166247	33230724	33230845
2061	"gene-Ralgps1"	"Ralgps1"	chrNC_000068.8	-	33214664	33214715	33226524	33226632	33174836	33174920	33261281	33261506
2062	"gene-Ralgps1"	"Ralgps1"	chrNC_000068.8	-	33214664	33214715	33230724	33230845	33174836	33174920	33261281	33261506
2063	"gene-Ralgps1"	"Ralgps1"	chrNC_000068.8	-	33226524	33226632	33230724	33230845	33174836	33174920	33261281	33261506
2064	"gene-Ralgps1"	"Ralgps1"	chrNC_000068.8	-	33226524	33226632	33230724	33230845	33214664	33214715	33261281	33261507
2065	"gene-Nsmce1"	"Nsmce1"	chrNC_000073.7	-	125071046	125071124	125071279	125071401	125070284	125070431	125085509	125085656
2066	"gene-Nsmce1"	"Nsmce1"	chrNC_000073.7	-	125071279	125071401	125085509	125085656	125071046	125071124	125090584	125090615
2068	"gene-Trim33"	"Trim33"	chrNC_000069.7	+	103228860	103228977	103231960	103232075	103218696	103218829	103233403	103233550
2069	"gene-Trim33"	"Trim33"	chrNC_000069.7	+	103231960	103232075	103233403	103233550	103228860	103228977	103234107	103234225
2070	"gene-Vps33b"	"Vps33b"	chrNC_000073.7	+	79938147	79938221	79939729	79939831	79937525	79937658	79940015	79940091
2071	"gene-Rhbdf1"	"Rhbdf1"	chrNC_000077.7	-	32162867	32162942	32162942	32163163	32162622	32162784	32163259	32163517
2072	"gene-Cul5"	"Cul5"	chrNC_000075.7	-	53534081	53534243	53534934	53535110	53533157	53533276	53535457	53535581
2073	"gene-Hook2"	"Hook2"	chrNC_000074.7	+	85724832	85724920	85725011	85725020	85724628	85724766	85725118	85725153
2074	"gene-Hook2"	"Hook2"	chrNC_000074.7	+	85724832	85724920	85725014	85725020	85724628	85724766	85725118	85725153
2075	"gene-Hook2"	"Hook2"	chrNC_000074.7	+	85724832	85724920	85725014	85725153	85724628	85724766	85727783	85727866
2076	"gene-Hook2"	"Hook2"	chrNC_000074.7	+	85724832	85724920	85725014	85725567	85724628	85724766	85727783	85727866
2077	"gene-Dzip1"	"Dzip1"	chrNC_000080.7	-	119124479	119124642	119126667	119126804	119123909	119124039	119129181	119129244
2078	"gene-Rps6kb2"	"Rps6kb2"	chrNC_000085.7	-	4209401	4209459	4209564	4209704	4209225	4209326	4211066	4211214
2079	"gene-Lrrc28"	"Lrrc28"	chrNC_000073.7	-	67181362	67181538	67195113	67195216	67179333	67179493	67267740	67267878
2080	"gene-Uimc1"	"Uimc1"	chrNC_000079.7	-	55177228	55177271	55178765	55178829	55176090	55176531	55182701	55182879
2081	"gene-Uimc1"	"Uimc1"	chrNC_000079.7	-	55217534	55217620	55223070	55223807	55208078	55208155	55224114	55224220
2082	"gene-Uimc1"	"Uimc1"	chrNC_000079.7	-	55217534	55217620	55224114	55224220	55208078	55208155	55225215	55225340
2083	"gene-Uimc1"	"Uimc1"	chrNC_000079.7	-	55217534	55217620	55224114	55224266	55208078	55208155	55225215	55225340
2084	"gene-Phkb"	"Phkb"	chrNC_000074.7	+	86575302	86575360	86601645	86601707	86569632	86569741	86602262	86602352
2087	"gene-Fubp3"	"Fubp3"	chrNC_000068.8	+	31473166	31473272	31482474	31482508	31462654	31462965	31484854	31484904
2088	"gene-Fubp3"	"Fubp3"	chrNC_000068.8	+	31473166	31473272	31482477	31482508	31462654	31462965	31484854	31484904
2089	"gene-Fubp3"	"Fubp3"	chrNC_000068.8	+	31493222	31493327	31495254	31495355	31490464	31490563	31498096	31498238
2090	"gene-Fubp3"	"Fubp3"	chrNC_000068.8	+	31504722	31504794	31505509	31505637	31503042	31503119	31506190	31507533
2091	"gene-Fubp3"	"Fubp3"	chrNC_000068.8	+	31504722	31504794	31505509	31505698	31503042	31503119	31506190	31507533
2100	"gene-Dolpp1"	"Dolpp1"	chrNC_000068.8	+	30285670	30285771	30285988	30286073	30282427	30282524	30286164	30286264
2101	"gene-Dolpp1"	"Dolpp1"	chrNC_000068.8	+	30286443	30286542	30287030	30287159	30286164	30286264	30287479	30287569
2102	"gene-Dolpp1"	"Dolpp1"	chrNC_000068.8	+	30287030	30287159	30287479	30287569	30286443	30286542	30289153	30290539
2103	"gene-Rrn3"	"Rrn3"	chrNC_000082.7	+	13599856	13599962	13601936	13601993	13598562	13598703	13606641	13606731
2104	"gene-Rrn3"	"Rrn3"	chrNC_000082.7	+	13609783	13609853	13610811	13610910	13608484	13608548	13613848	13613941
2106	"gene-Zdhhc16"	"Zdhhc16"	chrNC_000085.7	+	41926461	41926656	41926802	41926891	41926041	41926289	41927246	41927275
2109	"gene-Ntng2"	"Ntng2"	chrNC_000068.8	-	29097429	29097602	29117589	29118233	29094909	29094936	29137839	29138111
2110	"gene-Mbd5"	"Mbd5"	chrNC_000068.8	+	48908265	48908337	48976601	48976664	48840103	48840187	48989728	48989821
2112	"gene-Mbd5"	"Mbd5"	chrNC_000068.8	+	48916011	48916112	48976601	48976664	48908265	48908337	49008663	49008817
2113	"gene-Mbd5"	"Mbd5"	chrNC_000068.8	+	48916011	48916112	48989728	48989821	48908265	48908337	49008663	49008817
2115	"gene-Mbd5"	"Mbd5"	chrNC_000068.8	+	48976601	48976664	48989728	48989821	48908265	48908337	49008663	49008817
2116	"gene-Mbd5"	"Mbd5"	chrNC_000068.8	+	48976601	48976664	48989728	48989821	48963853	48963895	49008663	49008817
2117	"gene-Mbd5"	"Mbd5"	chrNC_000068.8	+	48989728	48989821	49008663	49008817	48908265	48908337	49059920	49060025
2118	"gene-Mbd5"	"Mbd5"	chrNC_000068.8	+	48989728	48989821	49008663	49008840	48908265	48908337	49059920	49060025
2119	"gene-Mbd5"	"Mbd5"	chrNC_000068.8	+	48989728	48989821	49008663	49008817	48976601	48976664	49059920	49060025
2120	"gene-Mbd5"	"Mbd5"	chrNC_000068.8	+	48989728	48989821	49008663	49008840	48976601	48976664	49059920	49060025
2121	"gene-Mbd5"	"Mbd5"	chrNC_000068.8	+	49008663	49008817	49059920	49060025	48989728	48989821	49121683	49121860
2122	"gene-Mbd5"	"Mbd5"	chrNC_000068.8	+	49164574	49164786	49168592	49169795	49162052	49163069	49188667	49188741
2124	"gene-Unc5c"	"Unc5c"	chrNC_000069.7	+	141383747	141383969	141420404	141420548	141171359	141171598	141439598	141439702
2125	"gene-Comt"	"Comt"	chrNC_000082.7	-	18229876	18230070	18230439	18230707	18229432	18229564	18243053	18243110
2126	"gene-Comt"	"Comt"	chrNC_000082.7	-	18229876	18230070	18230439	18230707	18229432	18229564	18245105	18245466
2127	"gene-Comt"	"Comt"	chrNC_000082.7	-	18229876	18230070	18230289	18230707	18229432	18229564	18245105	18247006
2128	"gene-Comt"	"Comt"	chrNC_000082.7	-	18230439	18230707	18243053	18243110	18229876	18230070	18245105	18245466
2129	"gene-Ap4m1"	"Ap4m1"	chrNC_000071.7	+	138174313	138174380	138174471	138174525	138174173	138174236	138174873	138174980
2130	"gene-Gnb1"	"Gnb1"	chrNC_000070.7	+	155600087	155600136	155611869	155611966	155575819	155576037	155618153	155618192
2131	"gene-Gnb1"	"Gnb1"	chrNC_000070.7	+	155600087	155600136	155611869	155611966	155575819	155576037	155625012	155625076
2132	"gene-Gnb1"	"Gnb1"	chrNC_000070.7	+	155600087	155600136	155611869	155611966	155576642	155577202	155618153	155618192
2133	"gene-Gnb1"	"Gnb1"	chrNC_000070.7	+	155600087	155600136	155611869	155611966	155576642	155577202	155625012	155625076
2134	"gene-Gnb1"	"Gnb1"	chrNC_000070.7	+	155600087	155600136	155611869	155611966	155576642	155577501	155618153	155618192
2135	"gene-Gnb1"	"Gnb1"	chrNC_000070.7	+	155600087	155600136	155611869	155611966	155576642	155577501	155625012	155625076
2136	"gene-Gnb1"	"Gnb1"	chrNC_000070.7	+	155600087	155600136	155611869	155611966	155579679	155579770	155618153	155618192
2137	"gene-Gnb1"	"Gnb1"	chrNC_000070.7	+	155600087	155600136	155611869	155611966	155579679	155579770	155625012	155625076
2138	"gene-Gnb1"	"Gnb1"	chrNC_000070.7	+	155611869	155611966	155625012	155625076	155575756	155576037	155627487	155627650
2139	"gene-Gnb1"	"Gnb1"	chrNC_000070.7	+	155611869	155611966	155618153	155618192	155600087	155600136	155619814	155619921
2140	"gene-Gnb1"	"Gnb1"	chrNC_000070.7	+	155611869	155611966	155625012	155625076	155600087	155600136	155627487	155627650
2141	"gene-Gnb1"	"Gnb1"	chrNC_000070.7	+	155639471	155639688	155641627	155641743	155637774	155637976	155641927	155642274
2143	"gene-Dph7"	"Dph7"	chrNC_000068.8	+	24853467	24853555	24855568	24855666	24852185	24852637	24856513	24856686
2144	"gene-Dph7"	"Dph7"	chrNC_000068.8	+	24853467	24853555	24855568	24855666	24853034	24853168	24856513	24856686
2145	"gene-Dph7"	"Dph7"	chrNC_000068.8	+	24853467	24853555	24855571	24855666	24853034	24853168	24856513	24856686
2150	"gene-Nup93"	"Nup93"	chrNC_000074.7	+	95032901	95032974	95033229	95033274	95032652	95032779	95034468	95034585
2151	"gene-Pak5"	"Pak5"	chrNC_000068.8	-	135942656	135943148	135958096	135958882	135940196	135940330	136015980	136016195
2152	"gene-Pak5"	"Pak5"	chrNC_000068.8	-	135958096	135958882	136015980	136016195	135942656	135943148	136111242	136111397
2153	"gene-Rpl7a"	"Rpl7a"	chrNC_000068.8	+	26801433	26801583	26802030	26802171	26801017	26801138	26802377	26802457
2154	"gene-Egfl7"	"Egfl7"	chrNC_000068.8	+	26481675	26481740	26482129	26482253	26480910	26481075	26482429	26482694
2155	"gene-Egfl7"	"Egfl7"	chrNC_000068.8	+	26481675	26481740	26482129	26482292	26480910	26481075	26482429	26482694
2157	"gene-Taok3"	"Taok3"	chrNC_000071.7	+	117403965	117404178	117410161	117410344	117401629	117401869	117411737	117413166
2159	"gene-Acvr1"	"Acvr1"	chrNC_000068.8	-	58390495	58390569	58406035	58406312	58369676	58369940	58427789	58427885
2160	"gene-Acvr1"	"Acvr1"	chrNC_000068.8	-	58397288	58397533	58406035	58406312	58390495	58390569	58427789	58427885
2161	"gene-Shc1"	"Shc1"	chrNC_000069.7	+	89331496	89331550	89331861	89331913	89331003	89331123	89332072	89332199
2162	"gene-Tmem141"	"Tmem141"	chrNC_000068.8	-	25511077	25511185	25511386	25511470	25510077	25510542	25511619	25511686
2163	"gene-Bnip2"	"Bnip2"	chrNC_000075.7	+	69904702	69904770	69905529	69905588	69904362	69904539	69906375	69906552
2164	"gene-Bnip2"	"Bnip2"	chrNC_000075.7	+	69904702	69904770	69905529	69905615	69904362	69904539	69906375	69906552
2165	"gene-Rabl6"	"Rabl6"	chrNC_000068.8	-	25478620	25478724	25482309	25482415	25477286	25477639	25482778	25482919
2167	"gene-Nsmce2"	"Nsmce2"	chrNC_000081.7	+	59250716	59250887	59287873	59287980	59246046	59246204	59327161	59327315
2168	"gene-Nsmce2"	"Nsmce2"	chrNC_000081.7	+	59287873	59287980	59327161	59327315	59250716	59250887	59463545	59463646
2170	"gene-Pik3c2b"	"Pik3c2b"	chrNC_000067.7	+	132998055	132998156	132998911	132999066	132993949	132994967	132999339	132999460
2171	"gene-Pik3c2b"	"Pik3c2b"	chrNC_000067.7	+	133003548	133003612	133005063	133005210	133002516	133002596	133005956	133005990
2174	"gene-Crem"	"Crem"	chrNC_000084.7	-	3276693	3276729	3287903	3288092	3273421	3273578	3325360	3325450
2175	"gene-Crem"	"Crem"	chrNC_000084.7	-	3276693	3276729	3299161	3299308	3273421	3273578	3325360	3325478
2176	"gene-Crem"	"Crem"	chrNC_000084.7	-	3287903	3288092	3299161	3299308	3273421	3273578	3325360	3325478
2177	"gene-Crem"	"Crem"	chrNC_000084.7	-	3287903	3288092	3299161	3299308	3276693	3276729	3325360	3325478
2179	"gene-Supt20"	"Supt20"	chrNC_000069.7	+	54622574	54622677	54622954	54623110	54622108	54622217	54624996	54625066
2180	"gene-Iffo1"	"Iffo1"	chrNC_000072.7	+	125128757	125128766	125129406	125129734	125128347	125128488	125130369	125130465
2181	"gene-Iffo1"	"Iffo1"	chrNC_000072.7	+	125128757	125128766	125129576	125129734	125128347	125128488	125130369	125130465
2182	"gene-Iffo1"	"Iffo1"	chrNC_000072.7	+	125128760	125128766	125129406	125129734	125128347	125128488	125130369	125130465
2183	"gene-Iffo1"	"Iffo1"	chrNC_000072.7	+	125128760	125128766	125129576	125129734	125128347	125128488	125130369	125130465
2184	"gene-Cacna1b"	"Cacna1b"	chrNC_000068.8	-	24507685	24507798	24508266	24508374	24506830	24506958	24512610	24512719
2186	"gene-Arhgap23"	"Arhgap23"	chrNC_000077.7	+	97337334	97337377	97338995	97339091	97335009	97335171	97339270	97339349
2189	"gene-4933407K13Rik"	"4933407K13Rik"	chrNC_000086.8	-	74798971	74799134	74803837	74804000	74795130	74795293	74808131	74808305
2190	"gene-Clcn7"	"Clcn7"	chrNC_000083.7	+	25374341	25374511	25375774	25375826	25372705	25372799	25376113	25376241
2191	"gene-Clcn7"	"Clcn7"	chrNC_000083.7	+	25374341	25374511	25375774	25375852	25372705	25372799	25376113	25376241
2192	"gene-Clcn7"	"Clcn7"	chrNC_000083.7	+	25375774	25375826	25376113	25376241	25374341	25374511	25376462	25376548
2193	"gene-Clcn7"	"Clcn7"	chrNC_000083.7	+	25376113	25376241	25376462	25376548	25375774	25375826	25376845	25376975
2194	"gene-Tppp"	"Tppp"	chrNC_000079.7	+	74169257	74169569	74178868	74179022	74157537	74157628	74179339	74183872
2198	"gene-Pkig"	"Pkig"	chrNC_000068.8	+	163545405	163545475	163563047	163563221	163500305	163500412	163567376	163568078
2199	"gene-Pkig"	"Pkig"	chrNC_000068.8	+	163545405	163545475	163563047	163563221	163500522	163500579	163567376	163568073
2200	"gene-Pkig"	"Pkig"	chrNC_000068.8	+	163545405	163545475	163563047	163563221	163501069	163501155	163567376	163568073
2201	"gene-Pkig"	"Pkig"	chrNC_000068.8	+	163545405	163545475	163563047	163563221	163503416	163503526	163567376	163568073
2202	"gene-Zfc3h1"	"Zfc3h1"	chrNC_000076.7	+	115244997	115245147	115246433	115246608	115244775	115244897	115247103	115247235
2203	"gene-Zfc3h1"	"Zfc3h1"	chrNC_000076.7	+	115246433	115246608	115247103	115247235	115244997	115245147	115247624	115248167
2205	"gene-Nsd1"	"Nsd1"	chrNC_000079.7	+	55441370	55441527	55443799	55444005	55438943	55439123	55446376	55446489
2206	"gene-Nsd1"	"Nsd1"	chrNC_000079.7	+	55447503	55447773	55449539	55449656	55446376	55446489	55450651	55450793
2208	"gene-Eif2d"	"Eif2d"	chrNC_000067.7	+	131094063	131094159	131095856	131095977	131092856	131092946	131098673	131098848
2209	"gene-Socs2"	"Socs2"	chrNC_000076.7	-	95226426	95226507	95248520	95248972	95224751	95224904	95250692	95251053
2213	"gene-Pip4k2a"	"Pip4k2a"	chrNC_000068.8	-	18870922	18870961	18893862	18894015	18857623	18857737	18911039	18911136
2215	"gene-A330102I10Rik"	"A330102I10Rik"	chrNC_000079.7	+	29200692	29200862	29207158	29207195	29200237	29200374	29212404	29212452
2216	"gene-A330102I10Rik"	"A330102I10Rik"	chrNC_000079.7	+	29207158	29207195	29212404	29212452	29200692	29200862	29214140	29214224
2217	"gene-A330102I10Rik"	"A330102I10Rik"	chrNC_000079.7	+	29207613	29207706	29214140	29214224	29207158	29207195	29223925	29224319
2218	"gene-Thrap3"	"Thrap3"	chrNC_000070.7	-	126080227	126080381	126088109	126088197	126073704	126074607	126095595	126096336
2219	"gene-Thrap3"	"Thrap3"	chrNC_000070.7	-	126080227	126080381	126088109	126088197	126073704	126074607	126096362	126096503
2220	"gene-Eef1akmt2"	"Eef1akmt2"	chrNC_000073.7	-	132433088	132433305	132438828	132438936	132429188	132429611	132452323	132452438
2221	"gene-Eef1akmt2"	"Eef1akmt2"	chrNC_000073.7	-	132438828	132438936	132452323	132452438	132433088	132433305	132453154	132453220
2222	"gene-Eef1akmt2"	"Eef1akmt2"	chrNC_000073.7	-	132452323	132452438	132453154	132453220	132429185	132429611	132454227	132454376
2223	"gene-Eef1akmt2"	"Eef1akmt2"	chrNC_000073.7	-	132452323	132452438	132453154	132453220	132438828	132438936	132454227	132454376
2224	"gene-Ctbp2"	"Ctbp2"	chrNC_000073.7	-	132627441	132627601	132683485	132683589	132600919	132601074	132724869	132725085
2225	"gene-Carf"	"Carf"	chrNC_000067.7	+	60167147	60167232	60171002	60171192	60165078	60165193	60175422	60175543
2226	"gene-Carf"	"Carf"	chrNC_000067.7	+	60171002	60171192	60175422	60175543	60167147	60167232	60178358	60178502
2227	"gene-Carf"	"Carf"	chrNC_000067.7	+	60171002	60171192	60175422	60175543	60167147	60167232	60180493	60180727
2229	"gene-Carf"	"Carf"	chrNC_000067.7	+	60175422	60175543	60178358	60178502	60171002	60171192	60183152	60183315
2230	"gene-Carf"	"Carf"	chrNC_000067.7	+	60175422	60175543	60180493	60180727	60171002	60171192	60183152	60183315
2231	"gene-Carf"	"Carf"	chrNC_000067.7	+	60178358	60178502	60180493	60180727	60171002	60171192	60183152	60183315
2232	"gene-Carf"	"Carf"	chrNC_000067.7	+	60178358	60178502	60180493	60180727	60175422	60175543	60183152	60183315
2233	"gene-Carf"	"Carf"	chrNC_000067.7	+	60178358	60178502	60183152	60183315	60175422	60175543	60185267	60185331
2234	"gene-Carf"	"Carf"	chrNC_000067.7	+	60180493	60180727	60183152	60183315	60178358	60178502	60185267	60185331
2237	"gene-Egfem1"	"Egfem1"	chrNC_000069.7	+	29704917	29705040	29711278	29711416	29702350	29702485	29722389	29722587
2238	"gene-St8sia3"	"St8sia3"	chrNC_000084.7	+	64400017	64400140	64402496	64403054	64398163	64398721	64404584	64409215
2239	"gene-Lemd3"	"Lemd3"	chrNC_000076.7	-	120769534	120769614	120783108	120783176	120769299	120769445	120785201	120785268
2240	"gene-Lemd3"	"Lemd3"	chrNC_000076.7	-	120783108	120783176	120788122	120788160	120769534	120769614	120813688	120815235
2241	"gene-Lemd3"	"Lemd3"	chrNC_000076.7	-	120783108	120783176	120785201	120785268	120769580	120769614	120813688	120815255
2243	"gene-Mindy3"	"Mindy3"	chrNC_000068.8	-	12369257	12369330	12386913	12386994	12361715	12361788	12391419	12391490
2244	"gene-Mindy3"	"Mindy3"	chrNC_000068.8	-	12386913	12386994	12391419	12391490	12369257	12369330	12400989	12401069
2245	"gene-Mindy3"	"Mindy3"	chrNC_000068.8	-	12404833	12404948	12408808	12408977	12402303	12402377	12410670	12410731
2246	"gene-Mindy3"	"Mindy3"	chrNC_000068.8	-	12404833	12404948	12408808	12408979	12402303	12402377	12410670	12410731
2248	"gene-Mindy3"	"Mindy3"	chrNC_000068.8	-	12405835	12405887	12408808	12408979	12404833	12404948	12423969	12424271
2249	"gene-Mindy3"	"Mindy3"	chrNC_000068.8	-	12405835	12405887	12410670	12410731	12404833	12404948	12423969	12424271
2250	"gene-Mindy3"	"Mindy3"	chrNC_000068.8	-	12408808	12408979	12410670	12410731	12404833	12404948	12423969	12424271
2252	"gene-Scai"	"Scai"	chrNC_000068.8	-	39013015	39013102	39015101	39015197	39011122	39011221	39022966	39023098
2253	"gene-Fbh1"	"Fbh1"	chrNC_000068.8	-	11761227	11761314	11761412	11761500	11760451	11760588	11762250	11762473
2254	"gene-Fbh1"	"Fbh1"	chrNC_000068.8	-	11761412	11761500	11762250	11762473	11761227	11761314	11763090	11763259
2255	"gene-Fbh1"	"Fbh1"	chrNC_000068.8	-	11764739	11764834	11767641	11767832	11763090	11763259	11768680	11768816
2256	"gene-Olfm1"	"Olfm1"	chrNC_000068.8	+	28098089	28098239	28102543	28102699	28083104	28083474	28104620	28104840
2257	"gene-Olfm1"	"Olfm1"	chrNC_000068.8	+	28102543	28102699	28104620	28104840	28098089	28098239	28112562	28112669
2258	"gene-Olfm1"	"Olfm1"	chrNC_000068.8	+	28104620	28104840	28112562	28112669	28102543	28102699	28119065	28120748
2259	"gene-Smchd1"	"Smchd1"	chrNC_000083.7	-	71718764	71718909	71722029	71722149	71714161	71714258	71722595	71722673
2260	"gene-Lcorl"	"Lcorl"	chrNC_000071.7	-	45866783	45885084	45893072	45893166	45854522	45859339	45904397	45904649
2261	"gene-Lcorl"	"Lcorl"	chrNC_000071.7	-	45880315	45885084	45893072	45893166	45854522	45859339	45904397	45904649
2262	"gene-Lcorl"	"Lcorl"	chrNC_000071.7	-	45904397	45904649	45932733	45932863	45866783	45885084	45952634	45952700
2263	"gene-Hnrnpr"	"Hnrnpr"	chrNC_000070.7	+	136063608	136063758	136066486	136066608	136059699	136059914	136066729	136073292
2264	"gene-Coro7"	"Coro7"	chrNC_000082.7	-	4452625	4452771	4453247	4453302	4452452	4452545	4472873	4472956
2265	"gene-Jpt1"	"Jpt1"	chrNC_000077.7	-	115391491	115391510	115392830	115392928	115388170	115389125	115393857	115394000
2266	"gene-Jpt1"	"Jpt1"	chrNC_000077.7	-	115392830	115392928	115393857	115394000	115391491	115391510	115405045	115405219
2267	"gene-Shank1"	"Shank1"	chrNC_000073.7	+	43993081	43993162	43993721	43993745	43992468	43992604	43993929	43993998
2268	"gene-Snx25"	"Snx25"	chrNC_000074.7	-	46497004	46497169	46498222	46498336	46494353	46494471	46500327	46500468
2269	"gene-Plcl2"	"Plcl2"	chrNC_000083.7	+	50947143	50947219	50975026	50975136	50918019	50918223	50994739	50995517
2270	"gene-Usp31"	"Usp31"	chrNC_000073.7	-	121258110	121258336	121260568	121260688	121252324	121252483	121266026	121266156
2271	"gene-Usp31"	"Usp31"	chrNC_000073.7	-	121258160	121258336	121260568	121260688	121252389	121252483	121266026	121266156
2272	"gene-Pcdhgc3"	"Pcdhgc3"	chrNC_000084.7	+	37958073	37958132	37966317	37966406	37939462	37942030	37972955	37974926
2275	"gene-Tafazzin"	"Tafazzin"	chrNC_000086.8	+	73326323	73326722	73326877	73327006	73325497	73325646	73327253	73327299
2276	"gene-Tafazzin"	"Tafazzin"	chrNC_000086.8	+	73327537	73327623	73331624	73331705	73327253	73327299	73331783	73331825
2277	"gene-Tafazzin"	"Tafazzin"	chrNC_000086.8	+	73332267	73332320	73332710	73332788	73332053	73332119	73332904	73333757
2278	"gene-Rcc1"	"Rcc1"	chrNC_000070.7	-	132065041	132065221	132065361	132065549	132063027	132063124	132067235	132067317
2279	"gene-Usp6nl"	"Usp6nl"	chrNC_000068.8	+	6395865	6395933	6405090	6405130	6341178	6341270	6413739	6413820
2281	"gene-Bach2"	"Bach2"	chrNC_000070.7	+	32252222	32252321	32263644	32263782	32238573	32239089	32317197	32317304
2283	"gene-Bach2"	"Bach2"	chrNC_000070.7	+	32252222	32252321	32265641	32265702	32238573	32239089	32317197	32317304
2284	"gene-Bach2"	"Bach2"	chrNC_000070.7	+	32252222	32252321	32265641	32304340	32238573	32239089	32317197	32317304
2285	"gene-Bach2"	"Bach2"	chrNC_000070.7	+	32263644	32263782	32265641	32265702	32238573	32239089	32317197	32317304
2286	"gene-Bach2"	"Bach2"	chrNC_000070.7	+	32263644	32263782	32265641	32304340	32238573	32239089	32317197	32317304
2287	"gene-Bach2"	"Bach2"	chrNC_000070.7	+	32417434	32417583	32501612	32501867	32317197	32317304	32561777	32563367
2288	"gene-Pus7"	"Pus7"	chrNC_000071.7	-	23968331	23968349	23973765	23973910	23967360	23967472	23980666	23980768
2289	"gene-Fry"	"Fry"	chrNC_000071.7	+	150346174	150346257	150349665	150349816	150341926	150342017	150350492	150350596
2290	"gene-AW554918"	"AW554918"	chrNC_000084.7	+	25472770	25473441	25477920	25478019	25422995	25423123	25532982	25533164
2291	"gene-AW554918"	"AW554918"	chrNC_000084.7	+	25472770	25473441	25477920	25478019	25422995	25423123	25553023	25553132
2292	"gene-AW554918"	"AW554918"	chrNC_000084.7	+	25472770	25473441	25532982	25533164	25422995	25423123	25553023	25553132
2293	"gene-AW554918"	"AW554918"	chrNC_000084.7	+	25477920	25478019	25532982	25533164	25422995	25423123	25553023	25553132
2295	"gene-Slc25a17"	"Slc25a17"	chrNC_000081.7	-	81224174	81224241	81228301	81228362	81222136	81222288	81244877	81244966
2296	"gene-Gria1"	"Gria1"	chrNC_000077.7	+	57091951	57092005	57108597	57108759	57080478	57080663	57111843	57112011
2297	"gene-Gria1"	"Gria1"	chrNC_000077.7	+	57108597	57108759	57111843	57112011	57091951	57092005	57119746	57119851
2299	"gene-Wasf3"	"Wasf3"	chrNC_000071.7	+	146358727	146358815	146372134	146372277	146317410	146317461	146388680	146388815
2300	"gene-Wasf3"	"Wasf3"	chrNC_000071.7	+	146358727	146358815	146372134	146372277	146322084	146322148	146388680	146388815
2302	"gene-Golga2"	"Golga2"	chrNC_000068.8	+	32182104	32182227	32186637	32186733	32178337	32178408	32186976	32187020
2304	"gene-Golga2"	"Golga2"	chrNC_000068.8	+	32187765	32187846	32188611	32188650	32187532	32187589	32188897	32188960
2305	"gene-Setd5"	"Setd5"	chrNC_000072.7	+	113082625	113082722	113082877	113083102	113081895	113082082	113086845	113086951
2306	"gene-Setd5"	"Setd5"	chrNC_000072.7	+	113082625	113082722	113086384	113086577	113081895	113082082	113086845	113086951
2308	"gene-Hspa14"	"Hspa14"	chrNC_000068.8	-	3503530	3503636	3503773	3503822	3502084	3502175	3512051	3512134
2309	"gene-Hspa14"	"Hspa14"	chrNC_000068.8	-	3503773	3503822	3512051	3512134	3503530	3503636	3512210	3512291
2310	"gene-Ddx59"	"Ddx59"	chrNC_000067.7	+	136362243	136362372	136381290	136381398	136361450	136361603	136383413	136384001
2311	"gene-Ddx59"	"Ddx59"	chrNC_000067.7	+	136362243	136362372	136381290	136381579	136361450	136361603	136383413	136384019
2312	"gene-Mettl1"	"Mettl1"	chrNC_000076.7	+	126878928	126879092	126880335	126880520	126877770	126877939	126880624	126880738
2313	"gene-Cdh22"	"Cdh22"	chrNC_000068.8	-	164988524	164988692	164999169	164999272	164985561	164985755	165012542	165012837
2314	"gene-Cdh22"	"Cdh22"	chrNC_000068.8	-	164988524	164988692	164999169	164999289	164985561	164985755	165012542	165012837
2315	"gene-Cdh22"	"Cdh22"	chrNC_000068.8	-	164999169	164999289	165012542	165012837	164988524	164988692	165022823	165023379
2316	"gene-Zfr2"	"Zfr2"	chrNC_000076.7	+	81084817	81084912	81084998	81085094	81084223	81084362	81085518	81085630
